branch_id,week_start_date,Act_5_0__40944,Act_5_0__45308,Act_5_0__82324,Act_5_0__89097,Act_5_0__94157,Act_5_0__96723,num_holidays,is_region_1,is_region_2
53472298_70363,2016-02-08,95.428,365.637,309.657,233.12,204.369,408.168,0,1,0
53472298_70363,2016-02-15,79.9,321.212,345.431,174.852,223.676,277.669,0,1,0
53472298_70363,2016-02-22,82.371,254.095,348.274,150.399,243.213,303.243,0,1,0
53472298_70363,2016-02-29,87.632,231.944,380.476,163.613,297.17,359.747,0,1,0
53472298_70363,2016-03-07,94.234,276.868,405.346,195.32,320.885,389.307,0,1,0
53472298_70363,2016-03-14,73.123,250.743,319.321,183.895,282.692,333.713,0,1,0
53472298_70363,2016-03-21,55.586,161.468,243.374,187.165,229.448,278.791,0,1,0
53472298_70363,2016-03-28,47.333,163.476,271.435,246.767,221.475,388.089,0,1,0
53472298_70363,2016-04-04,45.379,183.6,264.86,254.804,272.805,392.938,0,1,0
53472298_70363,2016-04-11,35.252,200.44,244.313,208.257,353.152,418.298,0,1,0
53472298_70363,2016-04-18,16.044,155.718,166.628,135.594,224.177,271.538,0,1,0
53472298_70363,2016-04-25,7.576,155.985,199.477,103.894,213.514,303.431,0,1,0
53472298_70363,2016-05-02,16.493,197.886,255.225,125.503,242.105,328.807,0,1,0
53472298_70363,2016-05-09,37.703,181.889,273.18,147.088,262.01,301.143,0,1,0
53472298_70363,2016-05-16,44.469,155.84,240.423,135.351,228.196,214.565,0,1,0
53472298_70363,2016-05-23,60.742,161.48,231.947,152.41,174.304,223.357,0,1,0
53472298_70363,2016-05-30,62.826,186.88,274.594,125.446,138.357,228.624,1,1,0
53472298_70363,2016-06-06,94.564,262.233,284.15,175.493,296.503,320.529,0,1,0
53472298_70363,2016-06-13,85.669,275.823,341.148,170.905,388.117,380.197,0,1,0
53472298_70363,2016-06-20,88.857,259.366,333.42,175.838,295.356,361.91,0,1,0
62515875_51710,2014-11-10,203.506,375.012,363.704,157.351,414.822,360.495,1,1,0
62515875_51710,2014-11-17,144.018,360.072,467.81,163.118,388.077,371.707,0,1,0
62515875_51710,2014-11-24,113.769,374.313,313.584,137.821,366.867,319.13,1,1,0
62515875_51710,2014-12-01,208.911,394.019,590.734,208.882,507.402,477.931,0,1,0
62515875_51710,2014-12-08,235.093,442.175,726.923,309.235,469.291,524.846,0,1,0
62515875_51710,2014-12-15,160.931,474.945,592.298,253.948,467.572,520.567,0,1,0
62515875_51710,2014-12-22,139.986,360.709,596.191,260.786,338.93,360.571,1,1,0
62515875_51710,2014-12-29,127.698,530.635,419.867,156.238,292.998,354.889,1,1,0
62515875_51710,2015-01-05,183.466,454.765,658.357,315.255,341.399,446.215,0,1,0
62515875_51710,2015-01-12,171.601,516.428,520.311,224.697,332.558,529.585,0,1,0
62515875_51710,2015-01-19,106.486,439.897,475.89,143.44,258.062,236.429,1,1,0
62515875_51710,2015-01-26,130.877,526.891,458.497,185.202,255.259,354.253,0,1,0
62515875_51710,2015-02-02,171.264,512.438,555.078,204.685,289.635,372.08,0,1,0
62515875_51710,2015-02-09,205.917,634.773,579.015,211.924,392.993,482.458,0,1,0
62515875_51710,2015-02-16,153.281,589.628,502.91,129.898,435.607,401.663,0,1,0
62515875_51710,2015-02-23,184.101,594.131,525.456,106.856,412.709,378.615,0,1,0
62515875_51710,2015-03-02,214.326,611.851,494.296,134.834,428.026,337.285,0,1,0
62515875_51710,2015-03-09,225.297,648.979,520.857,178.042,440.931,387.965,0,1,0
62515875_51710,2015-03-16,161.3,658.208,435.672,179.928,369.978,321.535,0,1,0
62515875_51710,2015-03-23,134.956,633.028,447.091,212.138,263.281,252.558,0,1,0
62515875_51710,2015-03-30,128.418,443.647,488.125,215.652,301.565,315.732,0,1,0
62515875_51710,2015-04-06,142.243,508.038,617.707,255.822,342.13,282.75,0,1,0
62515875_51710,2015-04-13,138.085,410.454,654.132,166.432,405.076,240.878,0,1,0
62515875_51710,2015-04-20,103.913,307.802,581.107,179.157,441.481,137.522,0,1,0
62515875_51710,2015-04-27,88.736,311.152,598.227,155.592,431.873,119.857,0,1,0
62515875_51710,2015-05-04,108.823,329.204,587.53,179.951,430.103,160.935,0,1,0
62515875_51710,2015-05-11,143.166,399.623,502.374,164.604,443.045,249.236,0,1,0
62515875_51710,2015-05-18,110.899,364.177,380.932,134.385,342.947,221.618,0,1,0
62515875_51710,2015-05-25,109.312,488.15,339.179,94.576,235.253,242.345,1,1,0
62515875_51710,2015-06-01,211.992,479.553,438.496,149.56,362.07,330.091,0,1,0
62515875_51710,2015-06-08,230.544,511.361,532.55,206.119,480.93,364.455,0,1,0
62515875_51710,2015-06-15,242.284,520.899,438.902,194.13,632.573,332.856,0,1,0
62515875_51710,2015-06-22,257.38,580.813,429.168,222.881,689.057,263.649,0,1,0
62515875_51710,2015-06-29,215.88,586.25,490.83,227.642,527.455,328.056,1,1,0
62515875_51710,2015-07-06,257.159,636.673,495.886,383.375,667.696,368.266,0,1,0
62515875_51710,2015-07-13,245.792,516.523,396.791,254.222,625.253,455.564,0,1,0
62515875_51710,2015-07-20,197.505,381.984,364.557,224.287,509.671,413.637,0,1,0
62515875_51710,2015-07-27,173.333,314.426,355.781,192.466,489.725,450.829,0,1,0
62515875_51710,2015-08-03,228.549,330.647,465.221,256.55,459.849,438.273,0,1,0
62515875_51710,2015-08-10,212.792,491.673,501.199,223.493,527.091,492.852,0,1,0
62515875_51710,2015-08-17,150.3,381.316,395.393,157.965,522.132,405.904,0,1,0
62515875_51710,2015-08-24,133.295,456.443,363.101,158.024,476.548,370.51,0,1,0
62515875_51710,2015-08-31,197.472,350.992,434.046,149.54,408.238,481.587,0,1,0
62515875_51710,2015-09-07,190.25,386.771,493.817,180.595,419.91,405.551,1,1,0
62515875_51710,2015-09-14,168.411,371.33,436.818,140.157,347.522,485.918,0,1,0
62515875_51710,2015-09-21,122.861,328.873,400.932,153.129,238.894,386.986,0,1,0
62515875_51710,2015-09-28,141.767,248.928,367.913,135.645,174.251,471.999,0,1,0
62515875_51710,2015-10-05,185.505,288.575,478.904,188.204,238.575,499.855,0,1,0
62515875_51710,2015-10-12,152.534,391.724,427.483,126.121,307.158,464.971,1,1,0
62515875_51710,2015-10-19,135.514,414.964,480.659,125.294,287.096,348.923,0,1,0
62515875_51710,2015-10-26,178.551,504.456,473.941,121.762,335.961,378.471,0,1,0
62515875_51710,2015-11-02,214.546,548.678,571.462,157.711,380.615,396.168,0,1,0
62515875_51710,2015-11-09,175.277,493.189,582.495,135.25,539.174,415.834,1,1,0
62515875_51710,2015-11-16,195.239,467.284,557.069,174.755,450.341,381.994,0,1,0
62515875_51710,2015-11-23,169.121,431.329,461.401,176.945,308.119,323.06,1,1,0
62515875_51710,2015-11-30,237.911,422.078,758.601,240.27,523.11,511.758,0,1,0
62515875_51710,2015-12-07,218.812,552.87,826.92,302.983,561.708,523.449,0,1,0
62515875_51710,2015-12-14,166.019,457.853,601.067,239.048,728.289,507.478,0,1,0
62515875_51710,2015-12-21,128.277,248.599,536.662,269.623,555.614,317.939,1,1,0
62515875_51710,2015-12-28,125.632,265.988,428.723,197.256,460.863,317.416,1,1,0
62515875_51710,2016-01-04,218.418,441.027,703.924,285.668,662.485,486.912,0,1,0
62515875_51710,2016-01-11,200.483,609.745,565.417,204.145,633.341,575.032,0,1,0
62515875_51710,2016-01-18,91.609,400.216,415.935,142.383,397.25,386.875,1,1,0
62515875_51710,2016-01-25,95.797,529.631,390.381,146.214,252.329,427.142,0,1,0
62515875_51710,2016-02-01,100.425,444.977,406.048,162.363,264.473,458.216,0,1,0
62515875_51710,2016-02-08,167.36,530.615,493.633,173.471,324.776,498.243,0,1,0
62515875_51710,2016-02-15,164.613,503.677,422.115,135.277,437.31,490.257,0,1,0
62515875_51710,2016-02-22,166.869,583.161,469.308,107.675,462.0,411.598,0,1,0
62515875_51710,2016-02-29,191.511,505.285,499.753,127.621,465.824,487.096,0,1,0
62515875_51710,2016-03-07,199.707,590.861,596.619,209.41,426.689,524.198,0,1,0
62515875_51710,2016-03-14,161.724,527.134,471.115,181.572,438.952,514.799,0,1,0
62515875_51710,2016-03-21,120.259,460.606,469.817,245.324,426.494,458.128,0,1,0
62515875_51710,2016-03-28,144.837,573.549,417.207,279.113,353.225,549.825,0,1,0
62515875_51710,2016-04-04,139.703,479.884,561.609,304.502,388.491,605.442,0,1,0
62515875_51710,2016-04-11,100.347,541.132,701.712,208.156,500.382,595.05,0,1,0
62515875_51710,2016-04-18,61.888,461.01,603.794,143.042,418.786,508.545,0,1,0
62515875_51710,2016-04-25,41.932,496.762,611.998,90.826,468.57,520.145,0,1,0
62515875_51710,2016-05-02,58.733,423.171,637.831,94.975,449.304,527.522,0,1,0
62515875_51710,2016-05-09,119.948,506.173,749.324,124.498,396.82,525.179,0,1,0
62515875_51710,2016-05-16,142.133,498.647,486.214,105.216,423.822,425.109,0,1,0
62515875_51710,2016-05-23,154.65,573.138,395.716,167.84,365.735,354.121,0,1,0
62515875_51710,2016-05-30,161.864,479.913,323.363,164.118,492.906,289.623,1,1,0
62515875_51710,2016-06-06,241.62,656.101,449.074,257.079,627.399,478.909,0,1,0
62515875_51710,2016-06-13,211.644,722.922,406.435,226.077,885.909,543.733,0,1,0
62515875_51710,2016-06-20,185.154,742.894,416.702,268.086,772.494,432.632,0,1,0
64085280_10866,2014-11-10,180.345,124.236,234.202,103.037,309.631,279.233,1,1,0
64085280_10866,2014-11-17,184.146,118.252,265.478,102.543,343.11,295.188,0,1,0
64085280_10866,2014-11-24,144.06,74.158,183.111,85.621,280.441,232.869,1,1,0
64085280_10866,2014-12-01,186.935,96.636,289.13,147.16,316.022,392.387,0,1,0
64085280_10866,2014-12-08,233.485,131.619,327.349,143.029,348.698,487.863,0,1,0
64085280_10866,2014-12-15,199.838,103.246,316.842,150.379,387.043,531.753,0,1,0
64085280_10866,2014-12-22,166.12,89.639,319.801,143.534,415.566,463.709,1,1,0
64085280_10866,2014-12-29,162.457,72.554,264.807,120.538,265.748,420.921,1,1,0
64085280_10866,2015-01-05,182.23,141.81,293.55,183.203,402.173,521.879,0,1,0
64085280_10866,2015-01-12,186.998,182.209,346.127,172.189,377.606,446.625,0,1,0
64085280_10866,2015-01-19,118.564,122.935,251.292,108.654,225.984,209.348,1,1,0
64085280_10866,2015-01-26,120.546,167.683,258.476,142.956,218.042,191.404,0,1,0
64085280_10866,2015-02-02,114.144,205.917,228.463,150.053,208.935,218.706,0,1,0
64085280_10866,2015-02-09,167.503,201.297,275.216,149.237,314.085,228.773,0,1,0
64085280_10866,2015-02-16,142.892,160.305,283.098,115.694,279.976,223.714,0,1,0
64085280_10866,2015-02-23,162.501,137.934,266.492,101.294,334.815,240.446,0,1,0
64085280_10866,2015-03-02,167.08,136.075,274.367,130.596,366.374,296.677,0,1,0
64085280_10866,2015-03-09,207.743,156.146,351.687,146.156,348.092,323.53,0,1,0
64085280_10866,2015-03-16,160.274,131.823,270.707,121.74,361.346,288.917,0,1,0
64085280_10866,2015-03-23,136.414,111.02,243.57,125.677,359.774,218.798,0,1,0
64085280_10866,2015-03-30,148.474,124.286,199.035,126.431,381.807,263.034,0,1,0
64085280_10866,2015-04-06,183.565,137.302,221.669,137.062,358.542,285.555,0,1,0
64085280_10866,2015-04-13,183.707,116.975,237.263,89.456,314.052,276.967,0,1,0
64085280_10866,2015-04-20,163.357,86.156,227.361,68.68,233.799,193.227,0,1,0
64085280_10866,2015-04-27,171.266,71.569,226.141,58.55,250.691,185.726,0,1,0
64085280_10866,2015-05-04,173.903,99.46,247.544,69.41,244.902,243.756,0,1,0
64085280_10866,2015-05-11,193.259,130.631,242.047,83.9,242.945,310.431,0,1,0
64085280_10866,2015-05-18,145.914,91.205,227.57,88.059,201.436,254.29,0,1,0
64085280_10866,2015-05-25,130.283,113.263,210.061,97.162,179.689,235.166,1,1,0
64085280_10866,2015-06-01,152.826,143.94,233.352,100.23,262.156,332.168,0,1,0
64085280_10866,2015-06-08,185.93,158.863,237.035,130.208,338.476,302.613,0,1,0
64085280_10866,2015-06-15,189.469,126.441,236.137,122.996,406.877,282.795,0,1,0
64085280_10866,2015-06-22,171.556,135.965,211.323,147.33,571.865,217.347,0,1,0
64085280_10866,2015-06-29,148.696,128.642,185.867,153.662,668.852,242.914,1,1,0
64085280_10866,2015-07-06,219.567,167.994,213.542,178.71,587.048,306.012,0,1,0
64085280_10866,2015-07-13,210.378,218.554,219.655,129.085,584.972,313.908,0,1,0
64085280_10866,2015-07-20,206.142,158.929,206.526,111.766,510.851,250.177,0,1,0
64085280_10866,2015-07-27,189.499,175.479,179.389,125.478,418.082,300.572,0,1,0
64085280_10866,2015-08-03,244.233,180.666,194.002,110.263,473.447,447.757,0,1,0
64085280_10866,2015-08-10,222.552,205.321,267.224,150.632,399.964,406.239,0,1,0
64085280_10866,2015-08-17,197.8,141.516,243.837,122.366,426.202,408.966,0,1,0
64085280_10866,2015-08-24,188.227,129.31,239.021,120.212,438.448,385.574,0,1,0
64085280_10866,2015-08-31,185.366,100.48,235.925,100.155,395.423,450.423,0,1,0
64085280_10866,2015-09-07,174.762,120.968,213.738,87.916,362.929,344.475,1,1,0
64085280_10866,2015-09-14,162.856,115.427,231.389,87.035,380.83,460.876,0,1,0
64085280_10866,2015-09-21,139.719,104.124,193.936,83.287,305.534,399.507,0,1,0
64085280_10866,2015-09-28,120.258,96.291,150.274,78.537,340.697,332.055,0,1,0
64085280_10866,2015-10-05,147.231,130.692,185.125,105.308,392.849,425.615,0,1,0
64085280_10866,2015-10-12,159.951,123.536,135.827,82.058,423.85,390.779,1,1,0
64085280_10866,2015-10-19,197.87,117.35,170.529,95.468,423.568,283.973,0,1,0
64085280_10866,2015-10-26,193.893,130.686,161.065,106.186,439.797,242.452,0,1,0
64085280_10866,2015-11-02,193.389,152.284,189.25,119.433,490.341,295.51,0,1,0
64085280_10866,2015-11-09,220.88,170.448,251.779,90.591,401.882,343.401,1,1,0
64085280_10866,2015-11-16,208.868,122.487,286.529,109.012,398.938,271.009,0,1,0
64085280_10866,2015-11-23,127.867,57.742,236.765,90.457,263.476,178.875,1,1,0
64085280_10866,2015-11-30,206.097,116.213,339.945,135.052,286.944,341.806,0,1,0
64085280_10866,2015-12-07,236.536,163.239,353.543,150.163,387.996,371.858,0,1,0
64085280_10866,2015-12-14,210.519,177.712,311.879,138.155,489.591,425.154,0,1,0
64085280_10866,2015-12-21,152.005,112.776,288.648,124.573,388.307,346.768,1,1,0
64085280_10866,2015-12-28,143.698,160.38,181.268,92.694,391.056,403.773,1,1,0
64085280_10866,2016-01-04,176.752,192.041,251.523,162.433,461.488,524.195,0,1,0
64085280_10866,2016-01-11,179.24,227.031,252.985,148.893,454.265,459.682,0,1,0
64085280_10866,2016-01-18,115.831,153.0,178.251,100.075,271.168,235.733,1,1,0
64085280_10866,2016-01-25,121.059,171.132,149.155,122.508,200.427,213.974,0,1,0
64085280_10866,2016-02-01,139.396,182.688,168.332,136.535,214.272,245.819,0,1,0
64085280_10866,2016-02-08,166.192,205.947,193.009,161.362,293.435,290.44,0,1,0
64085280_10866,2016-02-15,193.307,167.43,238.589,103.092,354.091,309.721,0,1,0
64085280_10866,2016-02-22,183.69,120.646,271.089,97.289,427.043,255.372,0,1,0
64085280_10866,2016-02-29,196.291,138.764,291.377,109.412,419.313,380.499,0,1,0
64085280_10866,2016-03-07,191.28,154.582,281.621,128.897,401.179,406.846,0,1,0
64085280_10866,2016-03-14,173.501,129.968,250.556,109.379,384.475,458.634,0,1,0
64085280_10866,2016-03-21,160.936,90.551,191.149,134.328,356.076,477.391,0,1,0
64085280_10866,2016-03-28,121.449,102.703,166.92,138.931,348.193,481.227,0,1,0
64085280_10866,2016-04-04,133.472,103.684,198.593,127.996,334.9,619.966,0,1,0
64085280_10866,2016-04-11,159.345,117.679,266.307,87.158,325.462,447.407,0,1,0
64085280_10866,2016-04-18,124.517,101.541,258.12,50.147,238.509,343.353,0,1,0
64085280_10866,2016-04-25,124.725,102.845,275.089,26.241,209.407,274.599,0,1,0
64085280_10866,2016-05-02,159.424,128.751,262.935,30.86,226.619,377.855,0,1,0
64085280_10866,2016-05-09,198.079,169.949,309.053,51.002,224.735,367.6,0,1,0
64085280_10866,2016-05-16,199.344,111.033,271.193,60.337,214.608,330.289,0,1,0
64085280_10866,2016-05-23,163.637,105.572,213.125,82.427,246.915,255.963,0,1,0
64085280_10866,2016-05-30,163.483,131.234,178.828,100.404,277.856,266.914,1,1,0
64085280_10866,2016-06-06,205.1,206.406,203.846,142.554,408.452,376.642,0,1,0
64085280_10866,2016-06-13,208.074,183.726,264.101,146.16,479.204,374.38,0,1,0
64085280_10866,2016-06-20,141.368,134.186,215.625,125.609,581.149,312.453,0,1,0
78826761_73408,2014-11-10,222.325,311.185,257.43,230.26,351.293,238.535,1,1,0
78826761_73408,2014-11-17,195.357,288.219,353.56,213.53,339.914,260.752,0,1,0
78826761_73408,2014-11-24,139.471,212.773,219.653,187.862,243.636,226.858,1,1,0
78826761_73408,2014-12-01,226.214,308.512,362.934,272.106,308.664,306.6,0,1,0
78826761_73408,2014-12-08,307.048,321.503,444.219,347.038,401.192,369.406,0,1,0
78826761_73408,2014-12-15,270.334,283.226,393.678,305.654,430.896,451.2,0,1,0
78826761_73408,2014-12-22,211.998,169.377,346.635,307.187,456.385,389.813,1,1,0
78826761_73408,2014-12-29,153.431,176.487,346.063,303.33,385.721,411.027,1,1,0
78826761_73408,2015-01-05,217.312,291.495,435.76,409.385,423.229,411.724,0,1,0
78826761_73408,2015-01-12,182.0,346.043,447.094,390.344,373.894,445.279,0,1,0
78826761_73408,2015-01-19,109.969,227.639,251.83,225.959,166.404,221.357,1,1,0
78826761_73408,2015-01-26,109.052,371.658,292.671,314.528,154.355,261.609,0,1,0
78826761_73408,2015-02-02,135.402,355.671,287.51,350.457,195.007,257.894,0,1,0
78826761_73408,2015-02-09,181.133,481.25,388.065,328.772,327.201,247.273,0,1,0
78826761_73408,2015-02-16,138.607,392.449,382.354,208.165,365.808,262.515,0,1,0
78826761_73408,2015-02-23,176.451,331.262,425.363,193.579,454.298,234.411,0,1,0
78826761_73408,2015-03-02,148.989,384.392,362.399,249.369,543.73,283.463,0,1,0
78826761_73408,2015-03-09,198.757,384.16,467.748,279.995,585.189,299.613,0,1,0
78826761_73408,2015-03-16,175.933,304.712,420.96,262.955,517.886,333.62,0,1,0
78826761_73408,2015-03-23,161.123,267.493,372.245,257.634,480.836,278.779,0,1,0
78826761_73408,2015-03-30,198.868,278.496,377.454,322.404,451.601,277.889,0,1,0
78826761_73408,2015-04-06,197.977,286.981,447.598,311.466,505.676,240.023,0,1,0
78826761_73408,2015-04-13,186.328,296.276,558.136,236.583,480.075,194.53,0,1,0
78826761_73408,2015-04-20,144.508,261.459,385.875,179.399,375.079,127.249,0,1,0
78826761_73408,2015-04-27,143.374,276.51,452.2,128.727,375.233,90.745,0,1,0
78826761_73408,2015-05-04,140.871,304.72,417.774,185.952,420.039,116.886,0,1,0
78826761_73408,2015-05-11,128.377,296.67,490.271,211.691,392.704,181.711,0,1,0
78826761_73408,2015-05-18,121.844,199.213,376.901,179.782,329.948,195.209,0,1,0
78826761_73408,2015-05-25,89.855,248.116,365.179,221.576,323.566,227.599,1,1,0
78826761_73408,2015-06-01,135.522,231.828,474.5,273.716,331.598,274.567,0,1,0
78826761_73408,2015-06-08,185.463,251.496,461.635,303.571,468.451,295.105,0,1,0
78826761_73408,2015-06-15,180.337,285.123,473.952,238.004,546.409,357.379,0,1,0
78826761_73408,2015-06-22,179.076,249.011,385.981,248.125,649.669,333.911,0,1,0
78826761_73408,2015-06-29,197.198,230.946,403.293,273.731,575.936,328.848,1,1,0
78826761_73408,2015-07-06,220.734,300.606,335.149,304.163,676.795,314.326,0,1,0
78826761_73408,2015-07-13,208.988,322.043,328.493,245.133,673.087,332.647,0,1,0
78826761_73408,2015-07-20,223.795,244.049,266.728,162.56,468.94,308.774,0,1,0
78826761_73408,2015-07-27,192.531,267.209,217.602,180.529,471.026,336.423,0,1,0
78826761_73408,2015-08-03,216.338,316.834,219.755,209.736,453.2,295.069,0,1,0
78826761_73408,2015-08-10,242.778,380.801,291.51,257.548,546.197,335.24,0,1,0
78826761_73408,2015-08-17,200.899,253.352,267.041,215.472,477.51,343.097,0,1,0
78826761_73408,2015-08-24,191.685,242.327,292.462,225.063,434.788,337.632,0,1,0
78826761_73408,2015-08-31,189.556,221.062,247.07,259.358,417.808,361.818,0,1,0
78826761_73408,2015-09-07,182.625,241.12,265.362,247.168,425.984,278.862,1,1,0
78826761_73408,2015-09-14,198.552,266.415,310.799,216.182,401.802,444.259,0,1,0
78826761_73408,2015-09-21,161.76,229.291,259.542,180.883,365.659,386.452,0,1,0
78826761_73408,2015-09-28,173.38,266.212,295.807,208.946,367.603,404.608,0,1,0
78826761_73408,2015-10-05,203.776,346.188,345.75,228.289,430.971,355.921,0,1,0
78826761_73408,2015-10-12,178.99,359.607,302.794,206.418,439.358,286.255,1,1,0
78826761_73408,2015-10-19,189.444,353.254,315.758,179.869,427.308,228.119,0,1,0
78826761_73408,2015-10-26,213.798,417.609,356.445,213.663,425.062,192.691,0,1,0
78826761_73408,2015-11-02,267.872,381.202,375.94,281.439,514.014,214.637,0,1,0
78826761_73408,2015-11-09,267.332,453.856,456.467,305.391,360.673,251.369,1,1,0
78826761_73408,2015-11-16,251.258,353.916,472.411,241.156,364.035,299.423,0,1,0
78826761_73408,2015-11-23,165.946,212.627,378.396,225.308,185.933,312.084,1,1,0
78826761_73408,2015-11-30,187.047,326.674,554.851,379.918,270.604,379.324,0,1,0
78826761_73408,2015-12-07,249.998,345.465,599.843,368.343,457.856,359.192,0,1,0
78826761_73408,2015-12-14,197.958,347.774,574.665,348.005,567.33,401.476,0,1,0
78826761_73408,2015-12-21,190.254,218.775,370.451,327.502,548.743,302.801,1,1,0
78826761_73408,2015-12-28,161.198,162.165,531.274,295.444,640.076,249.14,1,1,0
78826761_73408,2016-01-04,171.379,360.518,480.336,455.438,579.422,333.507,0,1,0
78826761_73408,2016-01-11,172.934,508.06,413.268,394.558,539.494,351.299,0,1,0
78826761_73408,2016-01-18,95.585,264.812,215.762,266.959,323.38,265.228,1,1,0
78826761_73408,2016-01-25,104.478,312.231,201.838,295.81,204.375,252.433,0,1,0
78826761_73408,2016-02-01,100.209,328.303,250.818,326.282,201.641,294.871,0,1,0
78826761_73408,2016-02-08,134.128,396.247,349.435,287.349,313.83,286.515,0,1,0
78826761_73408,2016-02-15,127.96,368.286,390.255,157.836,408.26,342.347,0,1,0
78826761_73408,2016-02-22,134.724,267.297,438.446,128.174,535.01,265.897,0,1,0
78826761_73408,2016-02-29,131.814,350.514,641.148,142.429,606.121,303.764,0,1,0
78826761_73408,2016-03-07,166.799,377.649,562.793,186.177,579.573,258.389,0,1,0
78826761_73408,2016-03-14,176.928,360.692,500.954,191.912,560.062,270.775,0,1,0
78826761_73408,2016-03-21,197.275,285.346,368.455,219.346,508.163,194.821,0,1,0
78826761_73408,2016-03-28,205.926,343.043,330.34,279.384,444.609,185.363,0,1,0
78826761_73408,2016-04-04,210.91,291.642,340.799,288.938,441.896,181.253,0,1,0
78826761_73408,2016-04-11,246.036,318.01,401.632,263.97,533.058,197.033,0,1,0
78826761_73408,2016-04-18,153.584,197.997,296.485,194.937,374.08,196.531,0,1,0
78826761_73408,2016-04-25,184.351,183.75,324.823,169.019,333.599,163.21,0,1,0
78826761_73408,2016-05-02,211.987,230.228,336.333,192.254,337.82,189.459,0,1,0
78826761_73408,2016-05-09,229.445,302.282,454.197,207.211,341.542,231.37,0,1,0
78826761_73408,2016-05-16,213.448,293.401,401.899,180.484,310.207,283.23,0,1,0
78826761_73408,2016-05-23,176.625,269.519,428.37,186.946,283.673,240.738,0,1,0
78826761_73408,2016-05-30,125.469,315.213,436.339,174.555,300.32,269.378,1,1,0
78826761_73408,2016-06-06,220.88,371.452,444.812,262.507,444.945,321.332,0,1,0
78826761_73408,2016-06-13,206.808,407.877,449.584,271.215,591.314,377.585,0,1,0
78826761_73408,2016-06-20,167.611,363.322,362.324,203.577,637.092,355.255,0,1,0
80102583_75196,2014-11-10,231.212,184.302,431.74,274.087,590.559,319.628,1,1,0
80102583_75196,2014-11-17,188.959,218.136,549.562,260.884,531.059,393.995,0,1,0
80102583_75196,2014-11-24,163.358,275.291,463.637,166.127,499.8,366.971,1,1,0
80102583_75196,2014-12-01,331.474,283.639,636.612,379.854,619.726,627.25,0,1,0
80102583_75196,2014-12-08,370.533,293.291,696.93,389.305,620.776,634.231,0,1,0
80102583_75196,2014-12-15,286.236,286.045,588.636,365.691,605.923,501.628,0,1,0
80102583_75196,2014-12-22,182.083,199.485,429.861,375.919,530.542,390.49,1,1,0
80102583_75196,2014-12-29,248.519,310.086,579.702,297.396,350.358,408.276,1,1,0
80102583_75196,2015-01-05,295.553,333.693,710.535,454.293,531.711,575.053,0,1,0
80102583_75196,2015-01-12,249.598,421.572,688.813,376.909,566.687,502.364,0,1,0
80102583_75196,2015-01-19,132.728,283.439,444.625,147.62,406.31,301.847,1,1,0
80102583_75196,2015-01-26,151.863,456.699,523.069,215.839,365.581,477.185,0,1,0
80102583_75196,2015-02-02,251.428,430.938,521.615,239.593,401.973,456.428,0,1,0
80102583_75196,2015-02-09,323.262,481.483,601.765,224.83,512.903,552.584,0,1,0
80102583_75196,2015-02-16,259.637,369.33,550.706,161.21,550.108,412.368,0,1,0
80102583_75196,2015-02-23,280.78,297.337,508.366,124.222,475.876,348.202,0,1,0
80102583_75196,2015-03-02,361.866,306.122,551.01,183.22,527.135,367.656,0,1,0
80102583_75196,2015-03-09,365.392,333.472,607.299,232.127,600.783,380.165,0,1,0
80102583_75196,2015-03-16,249.868,373.606,534.144,222.644,632.029,303.663,0,1,0
80102583_75196,2015-03-23,223.379,337.88,556.788,245.792,488.348,236.393,0,1,0
80102583_75196,2015-03-30,206.457,302.336,517.02,281.599,603.392,242.417,0,1,0
80102583_75196,2015-04-06,233.863,382.319,612.019,331.202,654.942,256.465,0,1,0
80102583_75196,2015-04-13,217.69,301.46,669.043,297.26,614.076,250.364,0,1,0
80102583_75196,2015-04-20,142.607,230.423,578.014,256.418,429.147,171.292,0,1,0
80102583_75196,2015-04-27,107.84,257.138,501.317,245.179,456.476,244.749,0,1,0
80102583_75196,2015-05-04,160.251,291.978,621.357,318.208,482.699,268.971,0,1,0
80102583_75196,2015-05-11,206.496,316.651,624.533,298.476,516.631,340.148,0,1,0
80102583_75196,2015-05-18,152.623,233.428,446.538,191.754,404.249,265.034,0,1,0
80102583_75196,2015-05-25,137.832,295.493,442.067,121.599,288.231,246.311,1,1,0
80102583_75196,2015-06-01,241.287,323.627,485.173,175.184,500.803,461.204,0,1,0
80102583_75196,2015-06-08,317.962,411.066,545.268,317.031,630.0,452.37,0,1,0
80102583_75196,2015-06-15,305.012,376.593,504.747,323.088,837.61,420.501,0,1,0
80102583_75196,2015-06-22,298.759,389.759,414.279,337.922,886.506,383.456,0,1,0
80102583_75196,2015-06-29,411.429,477.144,420.909,398.714,764.97,602.671,1,1,0
80102583_75196,2015-07-06,403.327,532.005,462.452,614.804,931.587,434.017,0,1,0
80102583_75196,2015-07-13,334.995,420.854,401.628,436.36,979.174,492.539,0,1,0
80102583_75196,2015-07-20,250.749,285.238,378.752,341.161,700.592,338.514,0,1,0
80102583_75196,2015-07-27,185.565,274.195,360.521,306.287,670.697,356.647,0,1,0
80102583_75196,2015-08-03,244.472,327.8,487.017,388.575,666.512,441.544,0,1,0
80102583_75196,2015-08-10,293.704,408.887,556.617,359.558,656.498,538.399,0,1,0
80102583_75196,2015-08-17,219.729,313.335,467.69,263.792,573.64,444.146,0,1,0
