Series,Month,Sunspots
1,1956-02-01,124.0
1,1956-03-01,118.4
1,1956-04-01,110.7
1,1956-05-01,136.6
1,1956-06-01,116.6
1,1956-07-01,129.1
1,1956-08-01,169.6
1,1956-09-01,173.2
1,1956-10-01,155.3
1,1956-11-01,201.3
1,1956-12-01,192.1
1,1957-01-01,165.0
1,1957-02-01,130.2
1,1957-03-01,157.4
1,1957-04-01,175.2
1,1957-05-01,164.6
1,1957-06-01,200.7
1,1957-07-01,187.2
1,1957-08-01,158.0
1,1957-09-01,235.8
1,1957-10-01,253.8
1,1957-11-01,210.9
1,1957-12-01,239.4
1,1958-01-01,202.5
1,1958-02-01,164.9
1,1958-03-01,190.7
1,1958-04-01,196.0
1,1958-05-01,175.3
1,1958-06-01,171.5
1,1958-07-01,191.4
1,1958-08-01,200.2
1,1958-09-01,201.2
1,1958-10-01,181.5
1,1958-11-01,152.3
1,1958-12-01,187.6
1,1959-01-01,217.4
1,1959-02-01,143.1
1,1959-03-01,185.7
1,1959-04-01,163.3
1,1959-05-01,172.0
1,1959-06-01,168.7
1,1959-07-01,149.6
1,1959-08-01,199.6
1,1959-09-01,145.2
1,1959-10-01,111.4
1,1959-11-01,124.0
1,1959-12-01,125.0
1,1960-01-01,146.3
1,1960-02-01,106.0
1,1960-03-01,102.2
1,1960-04-01,122.0
1,1960-05-01,119.6
1,1960-06-01,110.2
1,1960-07-01,121.7
1,1960-08-01,134.1
1,1960-09-01,127.2
1,1960-10-01,82.8
1,1960-11-01,89.6
1,1960-12-01,85.6
1,1961-01-01,57.9
1,1961-02-01,46.1
1,1961-03-01,53.0
1,1961-04-01,61.4
1,1961-05-01,51.0
1,1961-06-01,77.4
1,1961-07-01,70.2
1,1961-08-01,55.9
1,1961-09-01,63.6
1,1961-10-01,37.7
1,1961-11-01,32.6
1,1961-12-01,40.0
1,1962-01-01,38.7
1,1962-02-01,50.3
1,1962-03-01,45.6
1,1962-04-01,46.4
1,1962-05-01,43.7
1,1962-06-01,42.0
1,1962-07-01,21.8
1,1962-08-01,21.8
1,1962-09-01,51.3
1,1962-10-01,39.5
1,1962-11-01,26.9
1,1962-12-01,23.2
1,1963-01-01,19.8
1,1963-02-01,24.4
1,1963-03-01,17.1
1,1963-04-01,29.3
1,1963-05-01,43.0
1,1963-06-01,35.9
1,1963-07-01,19.6
1,1963-08-01,33.2
1,1963-09-01,38.8
1,1963-10-01,35.3
1,1963-11-01,23.4
1,1963-12-01,14.9
1,1964-01-01,15.3
1,1964-02-01,17.7
1,1964-03-01,16.5
1,1964-04-01,8.6
1,1964-05-01,9.5
1,1964-06-01,9.1
1,1964-07-01,3.1
1,1964-08-01,9.3
1,1964-09-01,4.7
1,1964-10-01,6.1
1,1964-11-01,7.4
1,1964-12-01,15.1
1,1965-01-01,17.5
1,1965-02-01,14.2
1,1965-03-01,11.7
1,1965-04-01,6.8
1,1965-05-01,24.1
1,1965-06-01,15.9
1,1965-07-01,11.9
1,1965-08-01,8.9
1,1965-09-01,16.8
1,1965-10-01,20.1
1,1965-11-01,15.8
1,1965-12-01,17.0
1,1966-01-01,28.2
1,1966-02-01,24.4
1,1966-03-01,25.3
1,1966-04-01,48.7
1,1966-05-01,45.3
1,1966-06-01,47.7
1,1966-07-01,56.7
1,1966-08-01,51.2
1,1966-09-01,50.2
1,1966-10-01,57.2
1,1966-11-01,57.2
1,1966-12-01,70.4
1,1967-01-01,110.9
1,1967-02-01,93.6
1,1967-03-01,111.8
1,1967-04-01,69.5
1,1967-05-01,86.5
1,1967-06-01,67.3
1,1967-07-01,91.5
1,1967-08-01,107.2
1,1967-09-01,76.8
1,1967-10-01,88.2
1,1967-11-01,94.3
1,1967-12-01,126.4
1,1968-01-01,121.8
1,1968-02-01,111.9
1,1968-03-01,92.2
1,1968-04-01,81.2
1,1968-05-01,127.2
1,1968-06-01,110.3
1,1968-07-01,96.1
1,1968-08-01,109.3
1,1968-09-01,117.2
1,1968-10-01,107.7
1,1968-11-01,86.0
1,1968-12-01,109.8
1,1969-01-01,104.4
1,1969-02-01,120.5
1,1969-03-01,135.8
1,1969-04-01,106.8
1,1969-05-01,120.0
1,1969-06-01,106.0
1,1969-07-01,96.8
1,1969-08-01,98.0
1,1969-09-01,91.3
1,1969-10-01,95.7
1,1969-11-01,93.5
1,1969-12-01,97.9
1,1970-01-01,111.5
1,1970-02-01,127.8
1,1970-03-01,102.9
1,1970-04-01,109.5
1,1970-05-01,127.5
1,1970-06-01,106.8
1,1970-07-01,112.5
1,1970-08-01,93.0
1,1970-09-01,99.5
1,1970-10-01,86.6
1,1970-11-01,95.2
1,1970-12-01,83.5
1,1971-01-01,91.3
1,1971-02-01,79.0
1,1971-03-01,60.7
1,1971-04-01,71.8
1,1971-05-01,57.5
1,1971-06-01,49.8
1,1971-07-01,81.0
1,1971-08-01,61.4
1,1971-09-01,50.2
1,1971-10-01,51.7
1,1971-11-01,63.2
1,1971-12-01,82.2
1,1972-01-01,61.5
1,1972-02-01,88.4
1,1972-03-01,80.1
1,1972-04-01,63.2
1,1972-05-01,80.5
1,1972-06-01,88.0
1,1972-07-01,76.5
1,1972-08-01,76.8
1,1972-09-01,64.0
1,1972-10-01,61.3
1,1972-11-01,41.6
1,1972-12-01,45.3
1,1973-01-01,43.4
1,1973-02-01,42.9
1,1973-03-01,46.0
1,1973-04-01,57.7
1,1973-05-01,42.4
1,1973-06-01,39.5
1,1973-07-01,23.1
1,1973-08-01,25.6
1,1973-09-01,59.3
1,1973-10-01,30.7
1,1973-11-01,23.9
1,1973-12-01,23.3
1,1974-01-01,27.6
1,1974-02-01,26.0
1,1974-03-01,21.3
1,1974-04-01,40.3
1,1974-05-01,39.5
1,1974-06-01,36.0
1,1974-07-01,55.8
1,1974-08-01,33.6
1,1974-09-01,40.2
1,1974-10-01,47.1
1,1974-11-01,25.0
1,1974-12-01,20.5
1,1975-01-01,18.9
1,1975-02-01,11.5
1,1975-03-01,11.5
1,1975-04-01,5.1
1,1975-05-01,9.0
1,1975-06-01,11.4
1,1975-07-01,28.2
1,1975-08-01,39.7
1,1975-09-01,13.9
1,1975-10-01,9.1
1,1975-11-01,19.4
1,1975-12-01,7.8
1,1976-01-01,8.1
1,1976-02-01,4.3
1,1976-03-01,21.9
1,1976-04-01,18.8
1,1976-05-01,12.4
1,1976-06-01,12.2
1,1976-07-01,1.9
1,1976-08-01,16.4
1,1976-09-01,13.5
1,1976-10-01,20.6
1,1976-11-01,5.2
1,1976-12-01,15.3
1,1977-01-01,16.4
1,1977-02-01,23.1
1,1977-03-01,8.7
1,1977-04-01,12.9
1,1977-05-01,18.6
1,1977-06-01,38.5
1,1977-07-01,21.4
1,1977-08-01,30.1
1,1977-09-01,44.0
1,1977-10-01,43.8
1,1977-11-01,29.1
1,1977-12-01,43.2
1,1978-01-01,51.9
1,1978-02-01,93.6
1,1978-03-01,76.5
1,1978-04-01,99.7
1,1978-05-01,82.7
1,1978-06-01,95.1
1,1978-07-01,70.4
1,1978-08-01,58.1
1,1978-09-01,138.2
1,1978-10-01,125.1
1,1978-11-01,97.9
1,1978-12-01,122.7
1,1979-01-01,166.6
1,1979-02-01,137.5
1,1979-03-01,138.0
1,1979-04-01,101.5
1,1979-05-01,134.4
1,1979-06-01,149.5
1,1979-07-01,159.4
1,1979-08-01,142.2
1,1979-09-01,188.4
1,1979-10-01,186.2
1,1979-11-01,183.3
1,1979-12-01,176.3
1,1980-01-01,159.6
1,1980-02-01,155.0
1,1980-03-01,126.2
1,1980-04-01,164.1
1,1980-05-01,179.9
1,1980-06-01,157.3
1,1980-07-01,136.3
1,1980-08-01,135.4
1,1980-09-01,155.0
1,1980-10-01,164.7
1,1980-11-01,147.9
1,1980-12-01,174.4
1,1981-01-01,114.0
1,1981-02-01,141.3
1,1981-03-01,135.5
1,1981-04-01,156.4
1,1981-05-01,127.5
1,1981-06-01,90.0
1,1981-07-01,143.8
1,1981-08-01,158.7
1,1981-09-01,167.3
1,1981-10-01,162.4
1,1981-11-01,137.5
1,1981-12-01,150.1
