series,month,value
T12501,2012-03-01,5840.0
T12501,2012-04-01,5830.0
T12501,2012-05-01,5890.0
T12501,2012-06-01,5900.0
T12501,2012-07-01,5890.0
T12501,2012-08-01,5870.0
T12501,2012-09-01,5870.0
T12501,2012-10-01,5950.0
T12501,2012-11-01,6200.0
T12501,2012-12-01,6240.0
T12501,2013-01-01,5920.0
T12501,2013-02-01,5880.0
T12501,2013-03-01,5940.0
T12501,2013-04-01,5950.0
T12501,2013-05-01,6010.0
T12501,2013-06-01,6040.0
T12501,2013-07-01,6050.0
T12501,2013-08-01,6090.0
T12501,2013-09-01,6080.0
T12501,2013-10-01,6190.0
T12501,2013-11-01,6430.0
T12501,2013-12-01,6520.0
T12501,2014-01-01,6190.0
T12501,2014-02-01,6150.0
T12501,2014-03-01,6210.0
T12501,2014-04-01,6280.0
T12501,2014-05-01,6320.0
T12501,2014-06-01,6360.0
T12501,2014-07-01,6360.0
T12501,2014-08-01,6380.0
T12501,2014-09-01,6350.0
T12501,2014-10-01,6480.0
T12501,2014-11-01,6740.0
T12501,2014-12-01,6840.0
T12501,2015-01-01,6500.0
T12501,2015-02-01,6470.0
T12501,2015-03-01,6530.0
T12501,2015-04-01,6620.0
T12501,2015-05-01,6670.0
T12501,2015-06-01,6710.0
T12501,2015-07-01,6710.0
T12501,2015-08-01,6730.0
T12501,2015-09-01,6710.0
T12501,2015-10-01,6750.0
T12501,2015-11-01,7020.0
T12501,2015-12-01,7080.0
T12501,2016-01-01,6820.0
T12501,2016-02-01,6790.0
T12501,2016-03-01,6960.0
T12501,2016-04-01,7030.0
T12501,2016-05-01,7130.0
T12501,2016-06-01,7230.0
T12501,2016-07-01,7220.0
T12501,2016-08-01,7210.0
T12501,2016-09-01,7140.0
T12501,2016-10-01,7240.0
T12501,2016-11-01,7410.0
T12501,2016-12-01,7600.0
T12533,2003-07-01,2320.0
T12533,2003-08-01,2320.0
T12533,2003-09-01,2300.0
T12533,2003-10-01,2330.0
T12533,2003-11-01,2360.0
T12533,2003-12-01,2390.0
T12533,2004-01-01,2250.0
T12533,2004-02-01,2220.0
T12533,2004-03-01,2240.0
T12533,2004-04-01,2260.0
T12533,2004-05-01,2300.0
T12533,2004-06-01,2290.0
T12533,2004-07-01,2270.0
T12533,2004-08-01,2280.0
T12533,2004-09-01,2280.0
T12533,2004-10-01,2310.0
T12533,2004-11-01,2360.0
T12533,2004-12-01,2390.0
T12533,2005-01-01,2240.0
T12533,2005-02-01,2210.0
T12533,2005-03-01,2240.0
T12533,2005-04-01,2260.0
T12533,2005-05-01,2270.0
T12533,2005-06-01,2260.0
T12533,2005-07-01,2230.0
T12533,2005-08-01,2220.0
T12533,2005-09-01,2200.0
T12533,2005-10-01,2200.0
T12533,2005-11-01,2250.0
T12533,2005-12-01,2280.0
T12533,2006-01-01,2160.0
T12533,2006-02-01,2130.0
T12533,2006-03-01,2140.0
T12533,2006-04-01,2160.0
T12533,2006-05-01,2170.0
T12533,2006-06-01,2180.0
T12533,2006-07-01,2170.0
T12533,2006-08-01,2170.0
T12533,2006-09-01,2150.0
T12533,2006-10-01,2170.0
T12533,2006-11-01,2240.0
T12533,2006-12-01,2290.0
T12533,2007-01-01,2140.0
T12533,2007-02-01,2090.0
T12533,2007-03-01,2100.0
T12533,2007-04-01,2110.0
T12533,2007-05-01,2160.0
T12533,2007-06-01,2160.0
T12533,2007-07-01,2170.0
T12533,2007-08-01,2150.0
T12533,2007-09-01,2140.0
T12533,2007-10-01,2140.0
T12533,2007-11-01,2220.0
T12533,2007-12-01,2260.0
T12533,2008-01-01,2130.0
T12533,2008-02-01,2090.0
T12533,2008-03-01,2080.0
T12533,2008-04-01,2090.0
T12533,2008-05-01,2110.0
T12533,2008-06-01,2110.0
T12533,2008-07-01,2110.0
T12533,2008-08-01,2100.0
T12533,2008-09-01,2080.0
T12533,2008-10-01,2100.0
T12533,2008-11-01,2140.0
T12533,2008-12-01,2170.0
T12533,2009-01-01,2040.0
T12533,2009-02-01,1990.0
T12533,2009-03-01,1990.0
T12533,2009-04-01,2010.0
T12533,2009-05-01,2020.0
T12533,2009-06-01,2020.0
T12533,2009-07-01,2010.0
T12533,2009-08-01,2010.0
T12533,2009-09-01,2000.0
T12533,2009-10-01,2010.0
T12533,2009-11-01,2080.0
T12533,2009-12-01,2110.0
T12533,2010-01-01,1990.0
T12533,2010-02-01,1950.0
T12533,2010-03-01,1960.0
T12533,2010-04-01,1980.0
T12533,2010-05-01,2000.0
T12533,2010-06-01,2020.0
T12533,2010-07-01,2020.0
T12533,2010-08-01,2020.0
T12533,2010-09-01,2000.0
T12533,2010-10-01,2040.0
T12533,2010-11-01,2110.0
T12533,2010-12-01,2140.0
T12533,2011-01-01,2000.0
T12533,2011-02-01,1970.0
T12533,2011-03-01,1980.0
T12533,2011-04-01,2010.0
T12533,2011-05-01,2020.0
T12533,2011-06-01,2010.0
T12533,2011-07-01,2010.0
T12533,2011-08-01,2010.0
T12533,2011-09-01,2020.0
T12533,2011-10-01,2030.0
T12533,2011-11-01,2110.0
T12533,2011-12-01,2110.0
T12533,2012-01-01,2000.0
T12533,2012-02-01,1960.0
T12533,2012-03-01,1990.0
T12533,2012-04-01,2000.0
T12533,2012-05-01,2010.0
T12533,2012-06-01,2020.0
T12533,2012-07-01,2000.0
T12533,2012-08-01,2000.0
T12533,2012-09-01,1990.0
T12533,2012-10-01,2020.0
T12533,2012-11-01,2110.0
T12533,2012-12-01,2120.0
T12533,2013-01-01,2000.0
T12533,2013-02-01,1960.0
T12533,2013-03-01,1960.0
T12533,2013-04-01,1980.0
T12533,2013-05-01,2010.0
T12533,2013-06-01,2020.0
T12533,2013-07-01,2000.0
T12533,2013-08-01,1990.0
T12533,2013-09-01,1970.0
T12533,2013-10-01,2000.0
T12533,2013-11-01,2080.0
T12533,2013-12-01,2120.0
T12533,2014-01-01,1980.0
T12533,2014-02-01,1960.0
T12533,2014-03-01,1970.0
T12533,2014-04-01,2000.0
T12533,2014-05-01,2010.0
T12533,2014-06-01,2020.0
T12533,2014-07-01,2010.0
T12533,2014-08-01,2000.0
T12533,2014-09-01,1990.0
T12533,2014-10-01,2050.0
T12533,2014-11-01,2120.0
T12533,2014-12-01,2130.0
T12533,2015-01-01,2000.0
T12533,2015-02-01,1980.0
T12533,2015-03-01,1990.0
T12533,2015-04-01,2020.0
T12533,2015-05-01,2050.0
T12533,2015-06-01,2060.0
T12533,2015-07-01,2040.0
T12533,2015-08-01,2030.0
T12533,2015-09-01,2010.0
T12533,2015-10-01,2060.0
T12533,2015-11-01,2120.0
T12533,2015-12-01,2150.0
T12533,2016-01-01,2040.0
T12533,2016-02-01,2030.0
T12533,2016-03-01,2040.0
T12533,2016-04-01,2060.0
T12533,2016-05-01,2100.0
T12533,2016-06-01,2070.0
T12533,2016-07-01,2070.0
T12533,2016-08-01,2030.0
T12533,2016-09-01,2020.0
T12533,2016-10-01,2050.0
T12533,2016-11-01,2110.0
T12533,2016-12-01,2120.0
T12751,2003-07-01,1741.0
T12751,2003-08-01,1747.0
T12751,2003-09-01,1731.0
T12751,2003-10-01,1728.0
T12751,2003-11-01,1733.0
T12751,2003-12-01,1738.0
T12751,2004-01-01,1705.0
T12751,2004-02-01,1732.0
T12751,2004-03-01,1758.0
T12751,2004-04-01,1770.0
T12751,2004-05-01,1796.0
T12751,2004-06-01,1805.0
T12751,2004-07-01,1801.0
T12751,2004-08-01,1803.0
T12751,2004-09-01,1789.0
T12751,2004-10-01,1807.0
T12751,2004-11-01,1820.0
T12751,2004-12-01,1812.0
T12751,2005-01-01,1773.0
T12751,2005-02-01,1791.0
T12751,2005-03-01,1808.0
T12751,2005-04-01,1847.0
T12751,2005-05-01,1866.0
T12751,2005-06-01,1856.0
T12751,2005-07-01,1872.0
T12751,2005-08-01,1873.0
T12751,2005-09-01,1858.0
T12751,2005-10-01,1865.0
T12751,2005-11-01,1875.0
T12751,2005-12-01,1857.0
T12751,2006-01-01,1831.0
T12751,2006-02-01,1856.0
T12751,2006-03-01,1861.0
T12751,2006-04-01,1892.0
T12751,2006-05-01,1910.0
T12751,2006-06-01,1904.0
T12751,2006-07-01,1915.0
T12751,2006-08-01,1920.0
T12751,2006-09-01,1918.0
T12751,2006-10-01,1913.0
T12751,2006-11-01,1933.0
T12751,2006-12-01,1945.0
T12751,2007-01-01,1915.0
T12751,2007-02-01,1933.0
T12751,2007-03-01,1966.0
T12751,2007-04-01,1987.0
T12751,2007-05-01,2008.0
T12751,2007-06-01,2017.0
T12751,2007-07-01,2009.0
T12751,2007-08-01,2014.0
T12751,2007-09-01,2002.0
T12751,2007-10-01,2007.0
T12751,2007-11-01,2004.0
T12751,2007-12-01,2005.0
T12751,2008-01-01,1967.0
T12751,2008-02-01,1979.0
T12751,2008-03-01,1994.0
T12751,2008-04-01,2019.0
T12751,2008-05-01,2038.0
T12751,2008-06-01,2041.0
T12751,2008-07-01,2013.0
T12751,2008-08-01,2010.0
T12751,2008-09-01,1994.0
T12751,2008-10-01,1984.0
T12751,2008-11-01,1985.0
T12751,2008-12-01,1969.0
T12751,2009-01-01,1897.0
T12751,2009-02-01,1888.0
T12751,2009-03-01,1899.0
T12751,2009-04-01,1916.0
T12751,2009-05-01,1929.0
T12751,2009-06-01,1931.0
T12751,2009-07-01,1908.0
T12751,2009-08-01,1901.0
T12751,2009-09-01,1879.0
T12751,2009-10-01,1884.0
T12751,2009-11-01,1885.0
T12751,2009-12-01,1878.0
T12751,2010-01-01,1837.0
T12751,2010-02-01,1846.0
T12751,2010-03-01,1874.0
T12751,2010-04-01,1902.0
T12751,2010-05-01,1923.0
T12751,2010-06-01,1946.0
T12751,2010-07-01,1932.0
T12751,2010-08-01,1932.0
T12751,2010-09-01,1918.0
T12751,2010-10-01,1943.0
T12751,2010-11-01,1954.0
T12751,2010-12-01,1953.0
T12751,2011-01-01,1918.0
T12751,2011-02-01,1930.0
T12751,2011-03-01,1953.0
T12751,2011-04-01,1988.0
T12751,2011-05-01,2005.0
T12751,2011-06-01,2008.0
T12751,2011-07-01,2002.0
T12751,2011-08-01,2004.0
T12751,2011-09-01,1990.0
T12751,2011-10-01,2002.0
T12751,2011-11-01,2011.0
T12751,2011-12-01,2012.0
T12751,2012-01-01,1981.0
T12751,2012-02-01,2008.0
T12751,2012-03-01,2032.0
T12751,2012-04-01,2067.0
T12751,2012-05-01,2079.0
T12751,2012-06-01,2087.0
T12751,2012-07-01,2069.0
T12751,2012-08-01,2078.0
T12751,2012-09-01,2061.0
T12751,2012-10-01,2070.0
T12751,2012-11-01,2083.0
T12751,2012-12-01,2085.0
T12751,2013-01-01,2031.0
T12751,2013-02-01,2047.0
T12751,2013-03-01,2068.0
T12751,2013-04-01,2094.0
T12751,2013-05-01,2111.0
T12751,2013-06-01,2126.0
T12751,2013-07-01,2123.0
T12751,2013-08-01,2132.0
T12751,2013-09-01,2112.0
T12751,2013-10-01,2135.0
T12751,2013-11-01,2145.0
T12751,2013-12-01,2146.0
T12751,2014-01-01,2095.0
T12751,2014-02-01,2114.0
T12751,2014-03-01,2140.0
T12751,2014-04-01,2183.0
T12751,2014-05-01,2207.0
T12751,2014-06-01,2218.0
T12751,2014-07-01,2206.0
T12751,2014-08-01,2209.0
T12751,2014-09-01,2194.0
T12751,2014-10-01,2207.0
T12751,2014-11-01,2222.0
T12751,2014-12-01,2223.0
T12751,2015-01-01,2176.0
T12751,2015-02-01,2190.0
T12751,2015-03-01,2223.0
T12751,2015-04-01,2256.0
T12751,2015-05-01,2284.0
T12751,2015-06-01,2290.0
T12751,2015-07-01,2292.0
T12751,2015-08-01,2299.0
T12751,2015-09-01,2273.0
T12751,2015-10-01,2279.0
T12751,2015-11-01,2300.0
T12751,2015-12-01,2288.0
T12751,2016-01-01,2251.0
T12751,2016-02-01,2245.0
T12751,2016-03-01,2271.0
T12751,2016-04-01,2287.0
T12751,2016-05-01,2320.0
T12751,2016-06-01,2348.0
T12751,2016-07-01,2364.0
T12751,2016-08-01,2367.0
T12751,2016-09-01,2359.0
T12751,2016-10-01,2355.0
T12751,2016-11-01,2384.0
T12751,2016-12-01,2367.0
T12787,2003-07-01,4650.0
T12787,2003-08-01,4700.0
T12787,2003-09-01,4740.0
T12787,2003-10-01,4750.0
T12787,2003-11-01,4860.0
T12787,2003-12-01,4900.0
T12787,2004-01-01,4760.0
T12787,2004-02-01,4770.0
T12787,2004-03-01,4800.0
T12787,2004-04-01,4830.0
T12787,2004-05-01,4900.0
T12787,2004-06-01,4890.0
T12787,2004-07-01,4860.0
T12787,2004-08-01,4900.0
T12787,2004-09-01,4880.0
T12787,2004-10-01,4950.0
T12787,2004-11-01,5040.0
T12787,2004-12-01,5060.0
T12787,2005-01-01,4920.0
T12787,2005-02-01,4960.0
T12787,2005-03-01,4980.0
T12787,2005-04-01,5030.0
T12787,2005-05-01,5010.0
T12787,2005-06-01,4960.0
T12787,2005-07-01,5020.0
T12787,2005-08-01,5050.0
T12787,2005-09-01,5040.0
T12787,2005-10-01,5030.0
T12787,2005-11-01,5030.0
T12787,2005-12-01,5040.0
T12787,2006-01-01,4940.0
T12787,2006-02-01,4930.0
T12787,2006-03-01,4980.0
T12787,2006-04-01,5000.0
T12787,2006-05-01,5040.0
T12787,2006-06-01,5080.0
T12787,2006-07-01,5030.0
T12787,2006-08-01,5060.0
T12787,2006-09-01,5080.0
T12787,2006-10-01,5090.0
T12787,2006-11-01,5150.0
T12787,2006-12-01,5200.0
T12787,2007-01-01,5070.0
T12787,2007-02-01,5090.0
T12787,2007-03-01,5150.0
T12787,2007-04-01,5180.0
T12787,2007-05-01,5150.0
T12787,2007-06-01,5150.0
T12787,2007-07-01,5160.0
T12787,2007-08-01,5190.0
T12787,2007-09-01,5220.0
T12787,2007-10-01,5250.0
T12787,2007-11-01,5270.0
T12787,2007-12-01,5290.0
T12787,2008-01-01,5160.0
T12787,2008-02-01,5170.0
T12787,2008-03-01,5210.0
T12787,2008-04-01,5280.0
T12787,2008-05-01,5250.0
T12787,2008-06-01,5260.0
T12787,2008-07-01,5220.0
T12787,2008-08-01,5240.0
T12787,2008-09-01,5250.0
T12787,2008-10-01,5220.0
T12787,2008-11-01,5220.0
T12787,2008-12-01,5210.0
T12787,2009-01-01,5010.0
T12787,2009-02-01,5000.0
T12787,2009-03-01,5010.0
T12787,2009-04-01,5030.0
T12787,2009-05-01,5060.0
T12787,2009-06-01,5020.0
T12787,2009-07-01,4970.0
T12787,2009-08-01,4980.0
T12787,2009-09-01,4970.0
T12787,2009-10-01,4980.0
T12787,2009-11-01,5050.0
T12787,2009-12-01,5070.0
T12787,2010-01-01,4970.0
T12787,2010-02-01,4980.0
T12787,2010-03-01,5050.0
T12787,2010-04-01,5020.0
T12787,2010-05-01,5030.0
T12787,2010-06-01,5030.0
T12787,2010-07-01,5020.0
T12787,2010-08-01,5020.0
T12787,2010-09-01,4970.0
T12787,2010-10-01,4930.0
T12787,2010-11-01,4990.0
T12787,2010-12-01,5010.0
T12787,2011-01-01,4900.0
T12787,2011-02-01,4950.0
T12787,2011-03-01,4950.0
T12787,2011-04-01,5000.0
T12787,2011-05-01,4990.0
T12787,2011-06-01,5030.0
T12787,2011-07-01,5010.0
T12787,2011-08-01,5010.0
T12787,2011-09-01,5060.0
T12787,2011-10-01,5020.0
T12787,2011-11-01,5090.0
T12787,2011-12-01,5120.0
T12787,2012-01-01,5020.0
T12787,2012-02-01,5050.0
T12787,2012-03-01,5130.0
T12787,2012-04-01,5120.0
T12787,2012-05-01,5160.0
T12787,2012-06-01,5130.0
T12787,2012-07-01,5090.0
T12787,2012-08-01,5110.0
T12787,2012-09-01,5120.0
T12787,2012-10-01,5100.0
T12787,2012-11-01,5120.0
T12787,2012-12-01,5130.0
T12787,2013-01-01,4990.0
T12787,2013-02-01,5020.0
T12787,2013-03-01,5050.0
T12787,2013-04-01,5090.0
T12787,2013-05-01,5090.0
T12787,2013-06-01,5090.0
T12787,2013-07-01,5060.0
T12787,2013-08-01,5100.0
T12787,2013-09-01,5100.0
T12787,2013-10-01,5100.0
T12787,2013-11-01,5130.0
T12787,2013-12-01,5140.0
T12787,2014-01-01,5000.0
T12787,2014-02-01,5040.0
T12787,2014-03-01,5100.0
T12787,2014-04-01,5150.0
T12787,2014-05-01,5130.0
T12787,2014-06-01,5170.0
T12787,2014-07-01,5200.0
T12787,2014-08-01,5210.0
T12787,2014-09-01,5180.0
T12787,2014-10-01,5140.0
T12787,2014-11-01,5230.0
T12787,2014-12-01,5220.0
T12787,2015-01-01,5090.0
T12787,2015-02-01,5120.0
T12787,2015-03-01,5140.0
T12787,2015-04-01,5230.0
T12787,2015-05-01,5220.0
T12787,2015-06-01,5240.0
T12787,2015-07-01,5290.0
T12787,2015-08-01,5290.0
T12787,2015-09-01,5300.0
T12787,2015-10-01,5280.0
T12787,2015-11-01,5310.0
T12787,2015-12-01,5290.0
T12787,2016-01-01,5140.0
T12787,2016-02-01,5190.0
T12787,2016-03-01,5230.0
T12787,2016-04-01,5280.0
T12787,2016-05-01,5300.0
T12787,2016-06-01,5340.0
T12787,2016-07-01,5350.0
T12787,2016-08-01,5360.0
T12787,2016-09-01,5370.0
T12787,2016-10-01,5370.0
T12787,2016-11-01,5400.0
T12787,2016-12-01,5410.0
T13117,2003-07-01,1087.0
T13117,2003-08-01,1091.0
T13117,2003-09-01,1087.0
T13117,2003-10-01,1109.0
T13117,2003-11-01,1127.0
T13117,2003-12-01,1142.0
T13117,2004-01-01,1101.0
T13117,2004-02-01,1091.0
T13117,2004-03-01,1096.0
T13117,2004-04-01,1099.0
T13117,2004-05-01,1104.0
T13117,2004-06-01,1106.0
T13117,2004-07-01,1102.0
T13117,2004-08-01,1099.0
T13117,2004-09-01,1091.0
T13117,2004-10-01,1103.0
T13117,2004-11-01,1118.0
T13117,2004-12-01,1131.0
T13117,2005-01-01,1086.0
T13117,2005-02-01,1077.0
T13117,2005-03-01,1085.0
T13117,2005-04-01,1091.0
T13117,2005-05-01,1096.0
T13117,2005-06-01,1101.0
T13117,2005-07-01,1103.0
T13117,2005-08-01,1106.0
T13117,2005-09-01,1103.0
T13117,2005-10-01,1110.0
T13117,2005-11-01,1135.0
T13117,2005-12-01,1154.0
T13117,2006-01-01,1115.0
T13117,2006-02-01,1102.0
T13117,2006-03-01,1111.0
T13117,2006-04-01,1109.0
T13117,2006-05-01,1120.0
T13117,2006-06-01,1122.0
T13117,2006-07-01,1121.0
T13117,2006-08-01,1123.0
T13117,2006-09-01,1117.0
T13117,2006-10-01,1135.0
T13117,2006-11-01,1159.0
T13117,2006-12-01,1180.0
T13117,2007-01-01,1139.0
T13117,2007-02-01,1129.0
T13117,2007-03-01,1136.0
T13117,2007-04-01,1132.0
T13117,2007-05-01,1144.0
T13117,2007-06-01,1152.0
T13117,2007-07-01,1150.0
T13117,2007-08-01,1152.0
T13117,2007-09-01,1152.0
T13117,2007-10-01,1157.0
T13117,2007-11-01,1182.0
T13117,2007-12-01,1196.0
T13117,2008-01-01,1147.0
T13117,2008-02-01,1131.0
T13117,2008-03-01,1133.0
T13117,2008-04-01,1129.0
T13117,2008-05-01,1133.0
T13117,2008-06-01,1139.0
T13117,2008-07-01,1136.0
T13117,2008-08-01,1136.0
T13117,2008-09-01,1136.0
T13117,2008-10-01,1143.0
T13117,2008-11-01,1159.0
T13117,2008-12-01,1169.0
T13117,2009-01-01,1112.0
T13117,2009-02-01,1093.0
T13117,2009-03-01,1086.0
T13117,2009-04-01,1076.0
T13117,2009-05-01,1080.0
T13117,2009-06-01,1079.0
T13117,2009-07-01,1069.0
T13117,2009-08-01,1067.0
T13117,2009-09-01,1061.0
T13117,2009-10-01,1073.0
T13117,2009-11-01,1089.0
T13117,2009-12-01,1102.0
T13117,2010-01-01,1060.0
T13117,2010-02-01,1045.0
T13117,2010-03-01,1053.0
T13117,2010-04-01,1066.0
T13117,2010-05-01,1079.0
T13117,2010-06-01,1082.0
T13117,2010-07-01,1077.0
T13117,2010-08-01,1076.0
T13117,2010-09-01,1064.0
T13117,2010-10-01,1077.0
T13117,2010-11-01,1096.0
T13117,2010-12-01,1112.0
T13117,2011-01-01,1074.0
T13117,2011-02-01,1066.0
T13117,2011-03-01,1070.0
T13117,2011-04-01,1086.0
T13117,2011-05-01,1089.0
T13117,2011-06-01,1093.0
T13117,2011-07-01,1094.0
T13117,2011-08-01,1097.0
T13117,2011-09-01,1087.0
T13117,2011-10-01,1102.0
T13117,2011-11-01,1127.0
T13117,2011-12-01,1143.0
T13117,2012-01-01,1098.0
T13117,2012-02-01,1087.0
T13117,2012-03-01,1095.0
T13117,2012-04-01,1101.0
T13117,2012-05-01,1112.0
T13117,2012-06-01,1112.0
T13117,2012-07-01,1103.0
T13117,2012-08-01,1107.0
T13117,2012-09-01,1110.0
T13117,2012-10-01,1139.0
T13117,2012-11-01,1172.0
T13117,2012-12-01,1208.0
T13117,2013-01-01,1140.0
T13117,2013-02-01,1125.0
T13117,2013-03-01,1126.0
T13117,2013-04-01,1135.0
T13117,2013-05-01,1147.0
T13117,2013-06-01,1151.0
T13117,2013-07-01,1157.0
T13117,2013-08-01,1164.0
T13117,2013-09-01,1163.0
T13117,2013-10-01,1181.0
T13117,2013-11-01,1252.0
T13117,2013-12-01,1263.0
T13117,2014-01-01,1190.0
T13117,2014-02-01,1164.0
T13117,2014-03-01,1168.0
T13117,2014-04-01,1176.0
T13117,2014-05-01,1192.0
T13117,2014-06-01,1193.0
T13117,2014-07-01,1190.0
T13117,2014-08-01,1192.0
T13117,2014-09-01,1182.0
T13117,2014-10-01,1196.0
T13117,2014-11-01,1258.0
T13117,2014-12-01,1270.0
T13117,2015-01-01,1201.0
T13117,2015-02-01,1175.0
T13117,2015-03-01,1169.0
T13117,2015-04-01,1177.0
T13117,2015-05-01,1190.0
T13117,2015-06-01,1204.0
T13117,2015-07-01,1217.0
T13117,2015-08-01,1213.0
T13117,2015-09-01,1221.0
T13117,2015-10-01,1251.0
T13117,2015-11-01,1306.0
T13117,2015-12-01,1320.0
T13117,2016-01-01,1280.0
T13117,2016-02-01,1265.0
T13117,2016-03-01,1268.0
T13117,2016-04-01,1264.0
T13117,2016-05-01,1272.0
T13117,2016-06-01,1277.0
T13117,2016-07-01,1279.0
T13117,2016-08-01,1294.0
T13117,2016-09-01,1280.0
T13117,2016-10-01,1293.0
T13117,2016-11-01,1315.0
T13117,2016-12-01,1329.0
T1336,2003-07-01,8360.0
T1336,2003-08-01,8330.0
T1336,2003-09-01,8670.0
T1336,2003-10-01,8810.0
T1336,2003-11-01,8810.0
T1336,2003-12-01,8800.0
T1336,2004-01-01,8530.0
T1336,2004-02-01,8560.0
T1336,2004-03-01,8590.0
T1336,2004-04-01,8750.0
T1336,2004-05-01,8750.0
T1336,2004-06-01,8630.0
T1336,2004-07-01,8450.0
T1336,2004-08-01,8450.0
T1336,2004-09-01,8770.0
T1336,2004-10-01,8860.0
T1336,2004-11-01,8920.0
T1336,2004-12-01,8910.0
T1336,2005-01-01,8550.0
T1336,2005-02-01,8630.0
T1336,2005-03-01,8710.0
T1336,2005-04-01,8860.0
T1336,2005-05-01,8870.0
T1336,2005-06-01,8730.0
T1336,2005-07-01,8550.0
T1336,2005-08-01,8530.0
T1336,2005-09-01,8850.0
T1336,2005-10-01,8990.0
T1336,2005-11-01,9010.0
T1336,2005-12-01,8960.0
T1336,2006-01-01,8660.0
T1336,2006-02-01,8710.0
T1336,2006-03-01,8730.0
T1336,2006-04-01,8940.0
T1336,2006-05-01,8930.0
T1336,2006-06-01,8850.0
T1336,2006-07-01,8620.0
T1336,2006-08-01,8590.0
T1336,2006-09-01,8930.0
T1336,2006-10-01,9050.0
T1336,2006-11-01,9070.0
T1336,2006-12-01,9020.0
T1336,2007-01-01,8760.0
T1336,2007-02-01,8820.0
T1336,2007-03-01,8820.0
T1336,2007-04-01,8970.0
T1336,2007-05-01,8990.0
T1336,2007-06-01,8930.0
T1336,2007-07-01,8780.0
T1336,2007-08-01,8800.0
T1336,2007-09-01,9080.0
T1336,2007-10-01,9180.0
T1336,2007-11-01,9220.0
T1336,2007-12-01,9170.0
T1336,2008-01-01,8800.0
T1336,2008-02-01,8880.0
T1336,2008-03-01,8920.0
T1336,2008-04-01,9070.0
T1336,2008-05-01,9130.0
T1336,2008-06-01,8990.0
T1336,2008-07-01,8870.0
T1336,2008-08-01,8870.0
T1336,2008-09-01,9120.0
T1336,2008-10-01,9230.0
T1336,2008-11-01,9210.0
T1336,2008-12-01,9160.0
T1336,2009-01-01,8770.0
T1336,2009-02-01,8830.0
T1336,2009-03-01,8820.0
T1336,2009-04-01,8980.0
T1336,2009-05-01,8990.0
T1336,2009-06-01,8850.0
T1336,2009-07-01,8460.0
T1336,2009-08-01,8600.0
T1336,2009-09-01,8910.0
T1336,2009-10-01,8920.0
T1336,2009-11-01,8990.0
T1336,2009-12-01,8890.0
T1336,2010-01-01,8620.0
T1336,2010-02-01,8630.0
T1336,2010-03-01,8690.0
T1336,2010-04-01,8860.0
T1336,2010-05-01,8930.0
T1336,2010-06-01,8790.0
T1336,2010-07-01,8570.0
T1336,2010-08-01,8600.0
T1336,2010-09-01,8910.0
T1336,2010-10-01,9050.0
T1336,2010-11-01,9050.0
T1336,2010-12-01,9030.0
T1336,2011-01-01,8690.0
T1336,2011-02-01,8830.0
T1336,2011-03-01,8900.0
T1336,2011-04-01,9000.0
T1336,2011-05-01,9060.0
T1336,2011-06-01,8900.0
T1336,2011-07-01,8740.0
T1336,2011-08-01,8780.0
T1336,2011-09-01,9070.0
T1336,2011-10-01,9230.0
T1336,2011-11-01,9240.0
T1336,2011-12-01,9220.0
T1336,2012-01-01,8890.0
T1336,2012-02-01,9050.0
T1336,2012-03-01,9140.0
T1336,2012-04-01,9240.0
T1336,2012-05-01,9280.0
T1336,2012-06-01,9170.0
T1336,2012-07-01,8970.0
T1336,2012-08-01,8990.0
T1336,2012-09-01,9280.0
T1336,2012-10-01,9350.0
T1336,2012-11-01,9340.0
T1336,2012-12-01,9290.0
T1336,2013-01-01,8880.0
T1336,2013-02-01,9110.0
T1336,2013-03-01,9190.0
T1336,2013-04-01,9250.0
T1336,2013-05-01,9340.0
T1336,2013-06-01,9160.0
T1336,2013-07-01,9040.0
T1336,2013-08-01,9110.0
T1336,2013-09-01,9280.0
T1336,2013-10-01,9370.0
T1336,2013-11-01,9410.0
T1336,2013-12-01,9360.0
T1336,2014-01-01,8990.0
T1336,2014-02-01,9170.0
T1336,2014-03-01,9220.0
T1336,2014-04-01,9340.0
T1336,2014-05-01,9380.0
T1336,2014-06-01,9200.0
T1336,2014-07-01,9070.0
T1336,2014-08-01,9070.0
T1336,2014-09-01,9320.0
T1336,2014-10-01,9420.0
T1336,2014-11-01,9380.0
T1336,2014-12-01,9320.0
T1336,2015-01-01,9000.0
T1336,2015-02-01,9110.0
T1336,2015-03-01,9150.0
T1336,2015-04-01,9200.0
T1336,2015-05-01,9230.0
T1336,2015-06-01,9060.0
T1336,2015-07-01,8930.0
T1336,2015-08-01,8950.0
T1336,2015-09-01,9130.0
T1336,2015-10-01,9240.0
T1336,2015-11-01,9250.0
T1336,2015-12-01,9170.0
T1336,2016-01-01,8880.0
T1336,2016-02-01,8990.0
T1336,2016-03-01,9030.0
T1336,2016-04-01,9150.0
T1336,2016-05-01,9140.0
T1336,2016-06-01,8990.0
T1336,2016-07-01,8860.0
T1336,2016-08-01,8890.0
T1336,2016-09-01,9050.0
T1336,2016-10-01,9170.0
T1336,2016-11-01,9130.0
T1336,2016-12-01,9120.0
T13400,2003-07-01,5870.0
T13400,2003-08-01,5900.0
T13400,2003-09-01,5890.0
T13400,2003-10-01,5830.0
T13400,2003-11-01,5900.0
T13400,2003-12-01,5980.0
