series,day,value
T1585,942,1137.04
T1585,943,1128.23
T1585,944,1113.42
T1585,945,1117.96
T1585,946,1110.04
T1585,947,1104.73
T1585,948,1103.07
T1585,949,1103.45
T1585,950,1109.86
T1585,951,1103.29
T1585,952,1104.35
T1585,953,1097.79
T1585,954,1106.29
T1585,955,1097.69
T1585,956,1103.05
T1585,957,1110.87
T1585,958,1109.63
T1585,959,1113.77
T1585,960,1110.89
T1585,961,1108.91
T1585,962,1124.47
T1585,963,1130.5
T1585,964,1143.4
T1585,965,1137.56
T1585,966,1156.5
T1585,967,1140.97
T1585,968,1137.26
T1585,969,1138.48
T1585,970,1145.96
T1585,971,1162.87
T1585,972,1167.88
T1585,973,1177.86
T1585,974,1175.02
T1585,975,1182.7
T1585,976,1172.33
T1585,977,1148.51
T1585,978,1143.18
T1585,979,1128.18
T1585,980,1134.32
T1585,981,1146.99
T1585,982,1146.46
T1585,983,1124.37
T1585,984,1114.75
T1585,985,1144.67
T1585,986,1141.94
T1585,987,1137.94
T1585,988,1127.27
T1585,989,1119.78
T1585,990,1122.46
T1585,991,1117.18
T1585,992,1126.89
T1585,993,1124.83
T1585,994,1132.47
T1585,995,1126.53
T1585,996,1109.22
T1585,997,1118.43
T1585,998,1100.21
T1585,999,1109.92
T1585,1000,1103.67
T1585,1001,1113.04
T1585,1002,1117.12
T1585,1003,1117.93
T1585,1004,1119.94
T1585,1005,1102.13
T1585,1006,1118.99
T1585,1007,1124.38
T1585,1008,1133.83
T1585,1009,1130.08
T1585,1010,1141.15
T1585,1011,1135.55
T1585,1012,1151.36
T1585,1013,1143.45
T1585,1014,1138.23
T1585,1015,1120.25
T1585,1016,1126.66
T1585,1017,1125.0
T1585,1018,1130.99
T1585,1019,1135.83
T1585,1020,1136.51
T1585,1021,1129.29
T1585,1022,1122.77
T1585,1023,1116.92
T1585,1024,1121.72
T1585,1025,1120.62
T1585,1026,1129.3
T1585,1027,1132.37
T1585,1028,1139.88
T1585,1029,1127.58
T1585,1030,1121.61
T1585,1031,1125.44
T1585,1032,1119.88
T1585,1033,1112.67
T1585,1034,1109.6
T1585,1035,1096.42
T1585,1036,1101.24
T1585,1037,1116.2
T1585,1038,1118.0
T1585,1039,1107.94
T1585,1040,1126.55
T1585,1041,1126.46
T1585,1042,1127.02
T1585,1043,1139.9
T1585,1044,1143.16
T1585,1045,1120.43
T1585,1046,1128.33
T1585,1047,1129.98
T1585,1048,1126.0
T1585,1049,1126.69
T1585,1050,1144.0
T1585,1051,1140.48
T1585,1052,1127.22
T1585,1053,1123.09
T1585,1054,1121.13
T1585,1055,1120.26
T1585,1056,1101.86
T1585,1057,1103.37
T1585,1058,1121.55
T1585,1059,1107.83
T1585,1060,1114.12
T1585,1061,1112.57
T1585,1062,1113.52
T1585,1063,1117.32
T1585,1064,1115.92
T1585,1065,1117.66
T1585,1066,1118.39
T1585,1067,1130.18
T1585,1068,1121.73
T1585,1069,1105.76
T1585,1070,1100.35
T1585,1071,1084.76
T1585,1072,1093.1
T1585,1073,1116.83
T1585,1074,1124.65
T1585,1075,1109.68
T1585,1076,1101.15
T1585,1077,1094.61
T1585,1078,1099.05
T1585,1079,1091.48
T1585,1080,1090.62
T1585,1081,1116.27
T1585,1082,1116.69
T1585,1083,1118.49
T1585,1084,1116.11
T1585,1085,1117.57
T1585,1086,1119.54
T1585,1087,1131.18
T1585,1088,1115.25
T1585,1089,1121.63
T1585,1090,1129.16
T1585,1091,1125.29
T1585,1092,1117.38
T1585,1093,1120.93
T1585,1094,1126.14
T1585,1095,1151.24
T1585,1096,1148.09
T1585,1097,1150.69
T1585,1098,1143.45
T1585,1099,1135.92
T1585,1100,1130.4
T1585,1101,1116.94
T1585,1102,1130.21
T1585,1103,1137.43
T1585,1104,1129.18
T1585,1105,1139.79
T1585,1106,1139.83
T1585,1107,1132.47
T1585,1108,1131.98
T1585,1109,1116.31
T1585,1110,1141.47
T1585,1111,1165.7
T1585,1112,1181.92
T1585,1113,1212.06
T1585,1114,1203.68
T1585,1115,1196.45
T1585,1116,1194.49
T1585,1117,1177.28
T1585,1118,1167.85
T1585,1119,1171.49
T1585,1120,1162.2
T1585,1121,1175.16
T1585,1122,1158.83
T1585,1123,1158.67
T1585,1124,1153.1
T1585,1125,1143.91
T1585,1126,1140.17
T1585,1127,1146.97
T1585,1128,1139.73
T1585,1129,1142.08
T1585,1130,1131.92
T1585,1131,1137.61
T1585,1132,1129.14
T1585,1133,1136.54
T1585,1134,1131.64
T1585,1135,1134.57
T1585,1136,1127.87
T1585,1137,1120.54
T1585,1138,1110.08
T1585,1139,1100.88
T1585,1140,1079.99
T1585,1141,1096.34
T1585,1142,1088.1
T1585,1143,1075.76
T1585,1144,1070.41
T1585,1145,1070.8
T1585,1146,1075.63
T1585,1147,1086.67
T1585,1148,1087.84
T1585,1149,1078.42
T1585,1150,1070.94
T1585,1151,1080.14
T1585,1152,1092.47
T1585,1153,1087.25
T1585,1154,1095.36
T1585,1155,1100.9
T1585,1156,1089.16
T1585,1157,1095.91
T1585,1158,1079.86
T1585,1159,1077.69
T1585,1160,1085.37
T1585,1161,1093.57
T1585,1162,1097.09
T1585,1163,1099.97
T1585,1164,1092.26
T1585,1165,1099.03
T1585,1166,1093.85
T1585,1167,1094.69
T1585,1168,1098.59
T1585,1169,1112.7
T1585,1170,1113.8
T1585,1171,1109.09
T1585,1172,1110.15
T1585,1173,1109.07
T1585,1174,1115.08
T1585,1175,1117.29
T1585,1176,1115.37
T1585,1177,1126.02
T1585,1178,1116.44
T1585,1179,1132.14
T1585,1180,1126.08
T1585,1181,1147.65
T1585,1182,1154.4
T1585,1183,1158.77
T1585,1184,1151.72
T1585,1185,1174.88
T1585,1186,1167.37
T1585,1187,1170.67
T1585,1188,1174.14
T1585,1189,1182.73
T1585,1190,1180.5
T1585,1191,1183.43
T1585,1192,1185.77
T1585,1193,1178.5
T1585,1194,1167.01
T1585,1195,1192.17
T1585,1196,1211.99
T1585,1197,1203.26
T1585,1198,1206.37
T1585,1199,1196.27
T1585,1200,1197.28
T1585,1201,1206.82
T1585,1202,1208.81
T1585,1203,1208.56
T1585,1204,1219.97
T1585,1205,1229.5
T1585,1206,1246.72
T1585,1207,1230.79
T1585,1208,1244.46
T1585,1209,1237.49
T1585,1210,1241.26
T1585,1211,1246.9
T1585,1212,1253.46
T1585,1213,1253.08
T1585,1214,1266.23
T1585,1215,1276.39
T1585,1216,1283.74
T1585,1217,1276.38
T1585,1218,1268.21
T1585,1219,1257.98
T1585,1220,1261.96
T1585,1221,1267.17
T1585,1222,1260.38
T1585,1223,1261.74
T1585,1224,1253.27
T1585,1225,1262.85
T1585,1226,1268.14
T1585,1227,1273.3
T1585,1228,1305.78
T1585,1229,1322.65
T1585,1230,1314.88
T1585,1231,1317.67
T1585,1232,1321.29
T1585,1233,1299.14
T1585,1234,1307.32
T1585,1235,1297.16
T1585,1236,1289.18
T1585,1237,1296.02
T1585,1238,1283.56
T1585,1239,1275.17
T1585,1240,1274.61
T1585,1241,1284.95
T1585,1242,1289.73
T1585,1243,1304.47
T1585,1244,1314.96
T1585,1245,1332.46
T1585,1246,1326.42
T1585,1247,1328.07
T1585,1248,1323.49
T1585,1249,1320.08
T1585,1250,1301.45
T1585,1251,1307.02
T2021,640,7255.0
T2021,641,7182.4
T2021,642,7088.8
T2021,643,7166.7
T2021,644,7167.4
T2021,645,7086.5
T2021,646,7139.8
T2021,647,7158.8
T2021,648,7146.5
T2021,649,7143.2
T2021,650,7310.1
T2021,651,7227.5
T2021,652,7153.7
T2021,653,7234.0
T2021,654,7191.7
T2021,655,7130.6
T2021,656,7153.6
T2021,657,7216.6
T2021,658,7143.2
T2021,659,7130.7
T2021,660,7240.5
T2021,661,7079.3
T2021,662,7149.9
T2021,663,7077.4
T2021,664,7075.5
T2021,665,7171.6
T2021,666,7184.1
T2021,667,7157.9
T2021,668,7139.5
T2021,669,7161.2
T2021,670,7116.8
T2021,671,7079.0
T2021,672,7097.9
T2021,673,7086.1
T2021,674,7088.5
T2021,675,7043.0
T2021,676,7035.2
T2021,677,7074.9
T2021,678,7098.0
T2021,679,7124.4
T2021,680,7166.0
T2021,681,7162.9
T2021,682,7147.9
T2021,683,7183.4
T2021,684,7221.0
T2021,685,7193.5
T2021,686,7124.3
T2021,687,7136.5
T2021,688,7151.2
T2021,689,7126.3
T2021,690,7109.3
T2021,691,7014.2
T2021,692,6979.9
T2021,693,6958.0
T2021,694,6917.6
T2021,695,6822.8
T2021,696,6761.1
T2021,697,6786.4
T2021,698,6730.7
T2021,699,6801.7
T2021,700,6809.4
T2021,701,6868.8
T2021,702,6876.0
T2021,703,6832.1
T2021,704,6778.2
T2021,705,6881.6
T2021,706,6944.7
T2021,707,6839.2
T2021,708,6855.8
T2021,709,6999.5
T2021,710,6946.9
T2021,711,7045.0
T2021,712,7002.6
T2021,713,7042.1
T2021,714,7123.0
T2021,715,7118.5
T2021,716,7093.6
T2021,717,7104.2
T2021,718,7037.9
T2021,719,7007.9
T2021,720,6975.4
T2021,721,6943.0
T2021,722,7016.1
T2021,723,6992.8
T2021,724,7199.5
T2021,725,7190.7
T2021,726,7124.4
T2021,727,7159.5
T2021,728,7176.7
T2021,729,7189.2
T2021,730,7247.4
T2021,731,7300.8
T2021,732,7445.9
T2021,733,7399.8
T2021,734,7380.7
T2021,735,7348.8
T2021,736,7410.9
T2021,737,7516.1
T2021,738,7460.1
T2021,739,7531.8
T2021,740,7405.2
T2021,741,7348.0
T2021,742,7432.2
T2021,743,7334.3
T2021,744,7320.1
T2021,745,7209.2
T2021,746,7211.1
T2021,747,7274.5
T2021,748,7385.9
T2021,749,7306.4
T2021,750,7411.4
T2021,751,7409.1
T2021,752,7310.2
T2021,753,7348.1
T2021,754,7441.0
T2021,755,7492.0
T2021,756,7428.9
T2021,757,7407.9
T2021,758,7439.0
T2021,759,7390.4
T2021,760,7460.5
T2021,761,7685.4
T2021,762,7622.0
T2021,763,7649.1
T2021,764,7689.2
T2021,765,7767.4
T2021,766,7822.7
T2021,767,7817.7
T2021,768,7839.7
T2021,769,7796.6
T2021,770,7788.2
T2021,771,7844.5
T2021,772,7880.1
T2021,773,7903.1
T2021,774,7944.8
T2021,775,7809.2
T2021,776,7819.5
T2021,777,7932.1
T2021,778,8080.7
T2021,779,8080.9
T2021,780,8089.9
T2021,781,8038.3
T2021,782,8107.1
T2021,783,8125.0
T2021,784,8170.3
T2021,785,8157.7
T2021,786,8002.8
T2021,787,8031.1
T2021,788,7985.3
T2021,789,8005.9
T2021,790,7943.3
T2021,791,7971.1
T2021,792,7928.5
T2021,793,7951.1
T2021,794,8014.9
T2021,795,8236.1
T2021,796,8301.4
T2021,797,8271.1
T2021,798,8184.5
T2021,799,8279.0
T2021,800,8342.2
T2021,801,8247.5
T2021,802,8326.9
T2021,803,8231.6
T2021,804,8321.9
T2021,805,8366.4
T2021,806,8301.6
T2021,807,8283.3
T2021,808,8352.8
T2021,809,8360.3
T2021,810,8186.8
T2021,811,8084.7
T2021,812,8138.6
T2021,813,8254.4
T2021,814,8181.2
T2021,815,8075.4
T2021,816,7968.9
T2021,817,7993.9
T2021,818,7860.7
T2021,819,7897.3
T2021,820,7891.5
T2021,821,7842.0
T2021,822,7844.0
T2021,823,7880.0
T2021,824,7819.5
T2021,825,7702.8
T2021,826,7692.1
T2021,827,7742.8
T2021,828,7772.4
T2021,829,7708.6
T2021,830,7569.3
T2021,831,7544.6
T2021,832,7622.4
T2021,833,7626.7
T2021,834,7522.5
T2021,835,7536.2
T2021,836,7609.5
T2021,837,7530.5
T2021,838,7588.2
T2021,839,7528.4
T2021,840,7357.5
T2021,841,7323.8
T2021,842,7388.6
T2021,843,7453.4
T2021,844,7394.9
T2021,845,7385.0
T2021,846,7407.0
T2021,847,7424.1
T2021,848,7451.3
T2021,849,7327.0
T2021,850,7363.3
T2021,851,7468.9
T2021,852,7532.8
T2021,853,7537.4
T2021,854,7579.4
T2021,855,7593.2
T2021,856,7586.7
T2021,857,7598.9
T2021,858,7600.8
T2021,859,7753.9
T2021,860,7847.9
T2021,861,7836.5
T2021,862,7606.0
T2021,863,7726.6
T2021,864,7612.7
T2021,865,7605.8
T2021,866,7553.4
T2021,867,7514.5
T2021,868,7414.6
T2021,869,7486.3
T2021,870,7396.4
T2021,871,7344.8
T2021,872,7251.8
T2021,873,7158.1
T2021,874,7146.5
T2021,875,7110.6
T2021,876,7117.0
T2021,877,7135.1
T2021,878,7064.6
T2021,879,7163.7
T2021,880,7227.1
T2021,881,7179.1
T2021,882,7199.5
T2021,883,7080.7
T2021,884,6997.9
T2021,885,7019.2
T2021,886,7004.3
T2021,887,7014.3
T2021,888,6977.7
T2021,889,6977.8
T2021,890,7074.5
T2021,891,7043.9
T2021,892,6966.5
T2021,893,6958.5
T2021,894,6871.2
T2021,895,6794.4
T2021,896,6865.3
T2021,897,6981.8
T2021,898,6991.7
T2021,899,7014.4
T2021,900,7016.6
T2021,901,7020.4
T2021,902,7005.3
T2021,903,7104.7
T2021,904,7065.3
T2021,905,7088.2
T2021,906,7078.7
T2021,907,7110.4
T2021,908,7073.6
T2021,909,7074.7
T2021,910,7020.4
T2021,911,6977.5
T2021,912,6906.2
T2021,913,6934.0
T2021,914,6802.9
T2021,915,6858.1
T2021,916,6826.6
T2021,917,6829.1
T2021,918,6803.8
T2021,919,6831.5
T2021,920,6888.5
T2021,921,6950.3
T2021,922,7025.5
T2021,923,6964.6
T2021,924,6992.2
T2021,925,6928.6
T2021,926,7118.8
T2021,927,7195.7
T2021,928,7222.8
T2021,929,7199.0
T2021,930,7268.5
T2021,931,7240.4
T2021,932,7300.4
T2021,933,7211.3
T2021,934,7180.6
T2021,935,7186.8
T2021,936,7229.9
T2021,937,7197.1
T2021,938,7103.6
T2021,939,7152.2
T2021,940,7163.9
T2021,941,7130.3
T2021,942,7125.9
T2021,943,7092.9
T2021,944,7166.5
T2021,945,7127.9
T2021,946,7192.5
T2021,947,7249.1
T2021,948,7308.0
T2021,949,7230.0
T2021,950,7189.1
T2021,951,7156.7
T2021,952,7235.4
T2021,953,7365.6
T2021,954,7321.7
T2021,955,7338.8
T2021,956,7216.8
T2021,957,7196.9
T2021,958,7224.9
T2021,959,7144.4
T2021,960,7175.0
T2021,961,7179.2
T2021,962,7224.8
T2021,963,7249.9
T2021,964,7251.9
T2021,965,7300.1
T2021,966,7378.1
T2021,967,7373.7
T2021,968,7402.3
T2021,969,7325.0
T2021,970,7217.9
T2021,971,7209.9
T2021,972,7195.2
T2021,973,7185.5
T2021,974,7245.3
T2021,975,7151.1
T2021,976,7136.6
T2021,977,6988.6
T2021,978,7042.8
T2021,979,7081.8
T2021,980,7132.5
T2021,981,7071.7
T2021,982,7172.1
T2021,983,7201.2
T2021,984,7213.5
T2021,985,7183.2
T2021,986,7162.6
T2021,987,7055.1
T2021,988,7043.1
T2021,989,7080.1
T2021,990,7003.4
T2021,991,7073.3
T2021,992,7004.3
T2021,993,6932.8
T2021,994,6937.5
T2021,995,6903.9
T2021,996,6978.4
T2021,997,6947.6
T2021,998,7046.9
T2021,999,7030.5
T2021,1000,7091.8
T2021,1001,7076.6
T2021,1002,7160.6
T2021,1003,7131.5
T2021,1004,7102.6
T2021,1005,7141.1
T2021,1006,7159.7
T2021,1007,7139.9
T2021,1008,7177.5
T2021,1009,7109.0
T2021,1010,7062.9
T2021,1011,7138.5
T2021,1012,7065.0
T2021,1013,7168.2
T2021,1014,7099.8
T2021,1015,7069.5
T2021,1016,7101.8
T2021,1017,6987.9
T2021,1018,7077.8
T2021,1019,7002.5
T2021,1020,7099.3
T2021,1021,7098.1
T2021,1022,7139.6
T2021,1023,7072.2
T2021,1024,7097.2
T2021,1025,7137.1
T2021,1026,7221.7
T2021,1027,7221.4
T2021,1028,7204.5
T2021,1029,7247.4
T2021,1030,7312.1
T2021,1031,7232.7
T2021,1032,7290.6
T2021,1033,7345.7
T2021,1034,7342.6
T2021,1035,7455.5
T2021,1036,7452.0
T2021,1037,7460.7
T2021,1038,7512.4
T2021,1039,7536.1
T2021,1040,7489.1
T2021,1041,7460.7
T2021,1042,7446.0
T2021,1043,7502.9
T2021,1044,7442.3
T2021,1045,7464.5
T2021,1046,7570.2
T2021,1047,7534.8
T2021,1048,7456.9
T2021,1049,7357.3
T2021,1050,7330.5
T2021,1051,7329.6
T2021,1052,7298.5
T2021,1053,7359.9
T2021,1054,7352.8
T2021,1055,7353.8
T2021,1056,7289.7
T2021,1057,7269.4
T2021,1058,7238.8
T2021,1059,7269.8
T2021,1060,7203.1
T2021,1061,7196.2
T2021,1062,7206.6
T2021,1063,7150.4
T2021,1064,7162.9
T2021,1065,7287.1
T2021,1066,7235.4
T2021,1067,7179.7
T2021,1068,7295.5
T2021,1069,7413.6
T2021,1070,7345.4
T2021,1071,7341.0
T2021,1072,7420.8
T2021,1073,7379.4
T2021,1074,7314.8
T2021,1075,7398.5
T2021,1076,7414.9
T2021,1077,7457.9
T2021,1078,7368.1
T2021,1079,7456.1
T2021,1080,7368.7
T2021,1081,7279.4
T2021,1082,7324.3
T2021,1083,7297.1
T2021,1084,7352.1
T2021,1085,7371.2
T2021,1086,7388.6
T2021,1087,7370.8
T2021,1088,7303.0
T2021,1089,7308.8
T2021,1090,7263.4
T2021,1091,7223.5
T2021,1092,7208.9
T2021,1093,7215.0
T2021,1094,7270.5
T2021,1095,7235.9
T2021,1096,7178.4
T2021,1097,7166.1
T2021,1098,7215.0
T2021,1099,7162.9
T2021,1100,7248.9
T2021,1101,7334.3
T2021,1102,7399.0
T2021,1103,7379.9
T2021,1104,7349.1
T2021,1105,7302.0
T2021,1106,7271.2
T2021,1107,7276.9
T2021,1108,7359.1
T2021,1109,7351.9
T2021,1110,7341.7
T2021,1111,7277.9
T2021,1112,7255.0
T2021,1113,7289.5
T2021,1114,7306.1
T2021,1115,7185.6
T2021,1116,7177.6
T2021,1117,7259.4
T2021,1118,7205.8
T2021,1119,7139.6
T2021,1120,7215.1
T2021,1121,7216.7
T2021,1122,7180.9
T2021,1123,7120.3
T2021,1124,6968.2
T2021,1125,7050.9
T2021,1126,7136.1
T2021,1127,7133.0
T2021,1128,7197.7
T2021,1129,7204.0
T2021,1130,7271.5
T2021,1131,7285.6
T2021,1132,7272.3
T2021,1133,7251.9
T2021,1134,7276.9
T2021,1135,7280.6
T2021,1136,7260.8
T2021,1137,7204.6
T2021,1138,7240.7
T2021,1139,7222.3
T2021,1140,7253.9
T2021,1141,7284.8
T2021,1142,7330.0
T2021,1143,7340.4
T2021,1144,7320.8
T2021,1145,7247.8
T2021,1146,7273.1
T2021,1147,7298.4
T2021,1148,7234.0
T2021,1149,7205.6
T2021,1150,7145.9
T2021,1151,7312.5
T2021,1152,7337.0
T2021,1153,7356.1
T2021,1154,7392.8
T2021,1155,7422.2
T2021,1156,7457.2
T2021,1157,7461.5
T2021,1158,7415.4
T2021,1159,7416.1
T2021,1160,7557.9
T2021,1161,7535.2
T2021,1162,7565.5
T2021,1163,7483.7
T2021,1164,7475.0
T2021,1165,7442.9
T2021,1166,7473.8
T2021,1167,7461.7
T2021,1168,7498.7
T2021,1169,7530.2
T2021,1170,7565.4
T2021,1171,7483.3
T2021,1172,7544.6
T2021,1173,7469.2
T2021,1174,7496.1
T2021,1175,7428.3
T2021,1176,7374.2
T2021,1177,7343.4
T2021,1178,7350.8
T2021,1179,7317.3
T2021,1180,7305.1
T2021,1181,7262.6
T2021,1182,7277.2
T2021,1183,7288.3
T2021,1184,7359.0
T2021,1185,7431.5
T2021,1186,7446.9
T2021,1187,7483.9
T2021,1188,7503.3
T2021,1189,7529.9
T2021,1190,7547.7
T2021,1191,7570.9
T2021,1192,7520.6
T2021,1193,7483.5
T2021,1194,7404.5
T2021,1195,7411.0
T2021,1196,7374.3
T2021,1197,7337.3
T2021,1198,7316.7
T2021,1199,7323.8
T2021,1200,7362.8
T2021,1201,7297.5
T2021,1202,7334.8
T2021,1203,7282.3
T2021,1204,7274.8
T2021,1205,7324.2
T2021,1206,7335.9
T2021,1207,7218.4
T2021,1208,7184.8
T2021,1209,7244.7
T2021,1210,7213.4
T2021,1211,7247.1
T2021,1212,7313.7
T2021,1213,7302.4
T2021,1214,7202.1
T2021,1215,7255.7
T2021,1216,7232.2
T2021,1217,7240.6
T2021,1218,7281.8
T2021,1219,7293.4
T2021,1220,7331.9
T2021,1221,7337.0
T2021,1222,7366.0
T2021,1223,7338.8
T2021,1224,7348.7
T2021,1225,7406.9
T2021,1226,7465.1
T2021,1227,7461.7
T2021,1228,7470.6
T2021,1229,7528.1
T2021,1230,7529.7
T2021,1231,7534.3
T2021,1232,7585.4
T2021,1233,7462.8
T2021,1234,7465.8
T2021,1235,7413.9
T2021,1236,7449.2
T2021,1237,7503.0
T2021,1238,7566.6
T2021,1239,7600.1
T2021,1240,7639.1
T2021,1241,7713.3
T2021,1242,7658.2
T2021,1243,7699.9
T2021,1244,7657.1
T2021,1245,7677.4
T2021,1246,7823.9
T2021,1247,7904.8
T2021,1248,7914.5
T2021,1249,7930.4
T2021,1250,7911.7
T2021,1251,8000.3
T2025,640,2057.8
T2025,641,2054.6
T2025,642,2034.0
T2025,643,2044.2
T2025,644,2020.8
T2025,645,2018.3
T2025,646,2024.3
T2025,647,2000.4
T2025,648,2007.7
T2025,649,2027.8
T2025,650,2091.3
T2025,651,2061.5
T2025,652,2053.4
T2025,653,2053.6
T2025,654,2071.7
T2025,655,2052.7
T2025,656,2068.9
T2025,657,2087.0
T2025,658,2085.3
T2025,659,2105.6
T2025,660,2089.8
T2025,661,2073.8
T2025,662,2071.6
T2025,663,2083.8
T2025,664,2081.9
T2025,665,2063.8
T2025,666,2071.8
T2025,667,2061.3
T2025,668,2096.5
T2025,669,2112.5
T2025,670,2082.8
T2025,671,2083.0
T2025,672,2070.6
T2025,673,2067.9
T2025,674,2059.0
T2025,675,2059.1
T2025,676,2061.5
T2025,677,2065.4
T2025,678,2055.0
T2025,679,2033.2
T2025,680,2011.2
T2025,681,2030.9
T2025,682,2068.6
T2025,683,2093.8
T2025,684,2105.0
T2025,685,2136.8
T2025,686,2136.0
T2025,687,2142.5
T2025,688,2154.4
T2025,689,2171.4
T2025,690,2173.4
T2025,691,2191.4
T2025,692,2236.8
T2025,693,2262.4
T2025,694,2297.5
T2025,695,2301.4
T2025,696,2314.9
T2025,697,2337.4
T2025,698,2334.7
T2025,699,2322.8
T2025,700,2298.3
T2025,701,2293.0
T2025,702,2326.5
T2025,703,2304.5
T2025,704,2306.2
T2025,705,2346.7
T2025,706,2350.3
T2025,707,2333.4
T2025,708,2301.3
T2025,709,2210.3
T2025,710,2231.8
T2025,711,2269.4
T2025,712,2265.0
T2025,713,2262.2
T2025,714,2232.4
T2025,715,2272.6
T2025,716,2286.3
T2025,717,2279.0
T2025,718,2284.6
T2025,719,2324.4
T2025,720,2310.4
T2025,721,2331.3
T2025,722,2382.6
T2025,723,2366.0
T2025,724,2376.7
T2025,725,2356.7
T2025,726,2360.4
T2025,727,2404.5
T2025,728,2451.6
T2025,729,2475.9
T2025,730,2541.9
T2025,731,2510.8
T2025,732,2417.4
T2025,733,2432.3
T2025,734,2448.8
T2025,735,2412.9
T2025,736,2377.2
T2025,737,2336.1
T2025,738,2287.3
T2025,739,2300.8
T2025,740,2269.5
T2025,741,2269.7
T2025,742,2299.6
T2025,743,2256.7
T2025,744,2252.5
T2025,745,2228.9
T2025,746,2245.3
T2025,747,2246.7
T2025,748,2259.7
T2025,749,2268.2
T2025,750,2228.6
T2025,751,2243.5
T2025,752,2237.8
T2025,753,2246.0
T2025,754,2270.6
T2025,755,2279.4
T2025,756,2284.2
T2025,757,2266.0
T2025,758,2293.5
T2025,759,2258.6
T2025,760,2260.6
T2025,761,2273.0
T2025,762,2272.9
T2025,763,2274.4
T2025,764,2279.6
T2025,765,2282.5
T2025,766,2295.6
T2025,767,2302.9
T2025,768,2304.4
T2025,769,2301.2
T2025,770,2333.2
T2025,771,2269.9
T2025,772,2225.8
T2025,773,2215.1
T2025,774,2232.2
T2025,775,2210.6
T2025,776,2174.3
T2025,777,2144.4
T2025,778,2205.9
T2025,779,2116.9
T2025,780,2127.7
T2025,781,2139.6
T2025,782,2185.6
T2025,783,2197.0
T2025,784,2159.5
T2025,785,2174.0
T2025,786,2159.7
T2025,787,2130.5
T2025,788,2112.4
T2025,789,2115.0
T2025,790,2134.9
T2025,791,2167.8
T2025,792,2172.6
T2025,793,2175.5
T2025,794,2165.5
T2025,795,2153.3
T2025,796,2158.2
T2025,797,2176.3
T2025,798,2182.7
T2025,799,2193.9
T2025,800,2199.5
T2025,801,2186.5
T2025,802,2185.2
T2025,803,2159.3
T2025,804,2171.4
T2025,805,2176.4
T2025,806,2177.8
T2025,807,2190.9
T2025,808,2197.2
T2025,809,2190.7
T2025,810,2192.4
T2025,811,2196.7
T2025,812,2194.0
T2025,813,2176.9
T2025,814,2197.9
T2025,815,2203.2
T2025,816,2206.3
T2025,817,2209.1
T2025,818,2203.5
T2025,819,2182.5
T2025,820,2191.0
T2025,821,2191.1
T2025,822,2189.6
T2025,823,2187.7
T2025,824,2198.2
T2025,825,2176.4
T2025,826,2179.5
T2025,827,2200.9
T2025,828,2195.4
T2025,829,2196.7
T2025,830,2198.1
T2025,831,2174.4
T2025,832,2194.3
T2025,833,2217.2
T2025,834,2233.5
T2025,835,2257.4
T2025,836,2239.2
T2025,837,2242.4
T2025,838,2240.5
T2025,839,2232.6
T2025,840,2185.9
T2025,841,2195.1
T2025,842,2217.3
T2025,843,2209.2
T2025,844,2213.4
T2025,845,2213.6
T2025,846,2225.7
T2025,847,2228.5
T2025,848,2223.8
T2025,849,2238.5
T2025,850,2234.3
T2025,851,2246.7
T2025,852,2230.4
T2025,853,2238.0
T2025,854,2216.1
T2025,855,2224.5
T2025,856,2236.5
T2025,857,2241.7
T2025,858,2244.0
T2025,859,2248.8
T2025,860,2256.9
T2025,861,2244.0
T2025,862,2228.6
T2025,863,2222.5
T2025,864,2240.6
T2025,865,2255.0
T2025,866,2258.2
T2025,867,2271.7
T2025,868,2281.8
T2025,869,2290.1
T2025,870,2302.7
T2025,871,2302.9
T2025,872,2304.3
T2025,873,2318.3
T2025,874,2317.2
T2025,875,2310.4
T2025,876,2329.1
T2025,877,2314.6
T2025,878,2302.4
T2025,879,2354.3
T2025,880,2389.0
T2025,881,2399.9
T2025,882,2403.1
T2025,883,2403.9
T2025,884,2373.2
T2025,885,2389.2
T2025,886,2386.3
T2025,887,2384.8
T2025,888,2363.6
T2025,889,2357.2
T2025,890,2347.1
T2025,891,2322.2
T2025,892,2317.4
T2025,893,2309.9
T2025,894,2316.9
T2025,895,2288.5
T2025,896,2290.9
T2025,897,2299.5
T2025,898,2310.4
T2025,899,2329.4
T2025,900,2351.6
T2025,901,2360.2
T2025,902,2392.9
T2025,903,2395.1
T2025,904,2376.8
T2025,905,2356.2
T2025,906,2364.8
T2025,907,2414.3
T2025,908,2401.4
T2025,909,2377.1
T2025,910,2372.8
T2025,911,2375.9
T2025,912,2367.9
T2025,913,2356.8
T2025,914,2301.9
T2025,915,2316.5
T2025,916,2328.1
T2025,917,2340.1
T2025,918,2370.9
T2025,919,2390.9
T2025,920,2390.1
T2025,921,2388.5
T2025,922,2422.5
T2025,923,2410.5
T2025,924,2475.9
T2025,925,2470.4
T2025,926,2490.3
T2025,927,2481.6
T2025,928,2513.6
T2025,929,2514.0
T2025,930,2559.2
T2025,931,2541.8
T2025,932,2565.4
T2025,933,2542.1
T2025,934,2558.6
T2025,935,2573.9
T2025,936,2554.8
T2025,937,2545.6
T2025,938,2537.0
T2025,939,2537.1
T2025,940,2582.8
T2025,941,2569.7
T2025,942,2557.0
T2025,943,2589.8
