Masked_Ticker,Day_Num,Adj Close,Close,High,Low,Open,Volume
GZULCINY,742,42.688,48.19,48.28,47.33,47.93,608900
GZULCINY,743,42.121,47.55,48.21,47.45,48.19,575300
GZULCINY,744,43.503,49.11,49.24,47.43,47.72,754400
GZULCINY,745,44.495,50.23,50.3,49.02,49.23,728900
GZULCINY,746,44.362,50.08,51.29,49.99,50.3,885300
GZULCINY,747,43.034,48.58,49.43,48.44,49.17,1254100
GZULCINY,748,43.964,49.63,50.16,48.98,49.13,824500
GZULCINY,749,43.565,49.18,50.11,48.6,48.92,1480800
GZULCINY,750,43.53,49.14,49.26,48.73,49.23,582800
GZULCINY,751,43.237,48.81,49.03,48.09,48.56,1006800
GZULCINY,752,42.644,48.14,49.2,47.9,49.18,905100
GZULCINY,753,41.306,46.63,47.77,46.41,47.77,776000
GZULCINY,754,41.59,46.95,47.1,46.08,46.64,893100
GZULCINY,755,42.422,47.89,48.05,46.87,47.05,1011000
GZULCINY,756,41.873,47.27,48.18,46.66,47.87,792700
GZULCINY,757,42.431,47.9,47.94,46.27,46.75,838700
GZULCINY,758,43.547,49.16,49.33,48.06,48.19,856500
GZULCINY,759,43.468,49.07,49.49,48.85,49.12,416000
GZULCINY,760,44.318,50.03,50.37,49.4,49.55,686400
GZULCINY,761,44.77,50.54,50.81,49.81,50.03,516800
GZULCINY,762,44.876,50.66,51.04,50.29,50.56,560100
GZULCINY,763,44.69,50.45,50.93,50.39,50.61,378200
GZULCINY,764,44.345,50.06,50.96,50.02,50.26,539700
GZULCINY,765,44.407,50.13,50.49,49.68,50.06,701400
GZULCINY,766,44.823,50.6,50.63,49.71,50.21,731700
GZULCINY,767,45.443,51.3,51.37,50.57,50.63,548500
GZULCINY,768,45.452,51.31,51.71,50.98,51.15,730500
GZULCINY,769,44.92,50.71,51.24,50.26,51.05,693600
GZULCINY,770,43.122,48.68,50.86,48.6,50.86,1426800
GZULCINY,771,42.83,48.35,49.12,48.16,48.78,1872700
GZULCINY,772,43.689,49.32,49.38,48.09,48.78,1079800
GZULCINY,773,44.07,49.75,50.27,48.95,49.34,573400
GZULCINY,774,43.388,48.98,49.75,48.6,49.52,761100
GZULCINY,775,44.088,49.77,50.26,48.9,49.01,1065000
GZULCINY,776,47.516,53.64,53.81,49.5,50.24,1854700
GZULCINY,777,47.666,53.81,54.73,53.73,53.94,1347000
GZULCINY,778,48.818,55.11,55.12,53.72,53.81,1201200
GZULCINY,779,47.985,54.17,55.21,54.12,54.99,881900
GZULCINY,780,47.631,53.77,54.72,53.58,54.45,1060200
GZULCINY,781,48.605,54.87,54.91,53.74,53.93,755500
GZULCINY,782,48.685,54.96,55.33,54.57,54.92,518200
GZULCINY,783,47.888,54.06,55.2,53.67,54.89,717500
GZULCINY,784,49.155,55.49,55.54,53.83,53.95,1147300
GZULCINY,785,48.322,54.55,55.52,54.46,55.45,987900
GZULCINY,786,47.259,53.35,54.52,53.3,54.16,695900
GZULCINY,787,46.417,52.4,53.42,52.37,53.26,942700
GZULCINY,788,47.312,53.41,53.53,52.12,52.21,758000
GZULCINY,789,46.63,52.64,53.45,52.62,53.43,626700
GZULCINY,790,48.065,54.26,54.33,52.73,53.02,581200
GZULCINY,791,48.366,54.6,54.66,54.08,54.27,819900
GZULCINY,792,48.553,54.66,55.55,54.58,54.79,664900
GZULCINY,793,48.748,54.88,55.53,54.63,54.76,527600
GZULCINY,794,48.819,54.96,55.22,54.17,54.51,533200
GZULCINY,795,49.148,55.33,55.51,55.12,55.17,476800
GZULCINY,796,49.21,55.4,55.65,55.08,55.39,251500
GZULCINY,797,46.75,52.63,54.59,52.34,54.39,2523700
GZULCINY,798,47.265,53.21,53.44,52.47,52.85,1184600
GZULCINY,799,46.59,52.45,53.58,52.22,53.37,780100
GZULCINY,800,45.648,51.39,52.68,51.02,52.68,778700
GZULCINY,801,46.048,51.84,52.21,51.41,51.63,597600
GZULCINY,802,46.172,51.98,52.03,51.17,51.62,805300
GZULCINY,803,46.225,52.04,52.42,51.13,51.48,847000
GZULCINY,804,45.462,51.18,52.62,51.0,51.87,696800
GZULCINY,805,45.275,50.97,51.57,50.89,51.18,621100
GZULCINY,806,44.369,49.95,50.64,49.75,50.39,617000
GZULCINY,807,44.182,49.74,50.22,48.59,49.9,1070000
GZULCINY,808,44.636,50.25,50.84,49.99,50.24,850400
GZULCINY,809,45.657,51.4,52.54,50.65,51.37,1194800
GZULCINY,810,43.49,48.96,51.09,48.95,50.99,1174100
GZULCINY,811,42.308,47.63,48.61,47.51,48.59,2452100
GZULCINY,812,43.205,48.64,48.84,47.71,48.1,812300
GZULCINY,813,43.676,49.17,49.37,48.28,48.78,635900
GZULCINY,814,44.165,49.72,50.1,49.39,49.69,540900
GZULCINY,815,44.245,49.81,50.28,49.42,49.68,312100
GZULCINY,816,44.298,49.87,49.97,49.08,49.6,385200
GZULCINY,817,45.577,51.31,51.35,50.13,50.31,1092200
GZULCINY,818,45.488,51.21,51.39,51.03,51.12,1043900
GZULCINY,819,44.866,50.51,51.2,50.49,51.12,534300
GZULCINY,820,44.342,49.92,50.09,48.87,49.65,1107600
GZULCINY,821,43.801,49.31,50.31,49.05,49.92,1011100
GZULCINY,822,42.752,48.13,49.13,47.95,48.57,1128000
GZULCINY,823,41.269,46.46,47.59,46.45,47.29,1165800
GZULCINY,824,40.416,45.5,46.74,45.43,46.72,1345800
GZULCINY,825,39.546,44.52,45.35,43.43,45.08,2111500
GZULCINY,826,40.381,45.46,45.72,44.48,44.84,1733900
GZULCINY,827,38.133,42.93,45.65,42.87,45.55,1658000
GZULCINY,828,36.41,40.99,43.02,40.72,42.93,3732700
GZULCINY,829,33.736,37.98,39.87,36.89,39.87,4409900
GZULCINY,830,33.807,38.06,39.37,37.86,38.42,1804200
GZULCINY,831,34.189,38.49,38.9,36.05,37.42,2351200
GZULCINY,832,36.828,41.46,42.61,40.65,41.78,3753800
GZULCINY,833,37.512,42.23,43.46,41.4,42.5,1573800
GZULCINY,834,37.476,42.19,42.9,41.84,42.23,1364400
GZULCINY,835,37.538,42.26,43.14,41.92,43.08,1827400
GZULCINY,836,37.449,42.16,43.26,41.91,42.68,1436200
GZULCINY,837,35.486,39.95,44.8,38.47,43.28,3790100
GZULCINY,838,35.398,39.85,40.32,38.55,39.95,4188400
GZULCINY,839,34.909,39.3,39.57,38.64,39.37,1992400
GZULCINY,840,34.056,38.34,39.19,37.99,39.09,1872600
GZULCINY,841,34.172,38.47,39.0,37.31,38.84,2399000
GZULCINY,842,35.895,40.41,40.55,38.5,38.5,3414400
GZULCINY,843,35.46,39.92,40.99,39.48,40.08,2433300
GZULCINY,844,34.394,38.72,39.19,37.85,38.9,1719100
GZULCINY,845,34.34,38.66,39.2,38.12,38.34,1447500
GZULCINY,846,35.122,39.54,40.35,38.71,38.87,1796500
GZULCINY,847,34.198,38.5,38.98,38.08,38.56,1618300
GZULCINY,848,35.158,39.58,39.97,38.93,39.3,1359000
GZULCINY,849,35.495,39.96,40.33,39.55,40.14,2025800
GZULCINY,850,38.0,42.78,42.96,40.08,40.41,2199600
GZULCINY,851,37.565,42.29,43.11,41.87,43.01,1547900
GZULCINY,852,37.636,42.22,42.32,41.44,41.98,928000
GZULCINY,853,39.259,44.04,44.13,42.74,42.78,1591400
GZULCINY,854,38.207,42.86,44.38,42.71,43.82,1107100
GZULCINY,855,37.199,41.73,42.01,40.76,41.99,2036000
GZULCINY,856,37.868,42.48,42.48,41.68,41.94,1107200
GZULCINY,857,37.921,42.54,43.27,42.22,42.92,1402900
GZULCINY,858,37.921,42.54,43.17,42.52,42.61,829400
GZULCINY,859,39.383,44.18,44.19,42.6,43.01,1130200
GZULCINY,860,39.66,44.49,44.62,43.31,43.89,1292600
GZULCINY,861,39.704,44.54,44.57,43.73,44.36,818200
GZULCINY,862,40.034,44.91,45.07,44.0,44.51,1120100
GZULCINY,863,40.123,45.01,45.36,44.48,44.59,994400
GZULCINY,864,38.082,42.72,45.01,42.63,45.01,1200000
GZULCINY,865,38.742,43.46,43.54,42.48,42.98,1048800
GZULCINY,866,38.884,43.62,44.03,43.0,43.62,945200
GZULCINY,867,40.15,45.04,45.46,44.23,44.41,1311700
GZULCINY,868,40.061,44.94,45.68,44.69,44.79,894700
GZULCINY,869,39.25,44.03,44.63,43.82,44.61,523600
GZULCINY,870,40.364,45.28,45.59,43.85,43.99,782800
GZULCINY,871,41.523,46.58,46.87,44.97,45.23,1397200
GZULCINY,872,42.031,47.15,48.22,46.72,46.8,1489600
GZULCINY,873,42.093,47.22,47.48,46.79,47.14,962700
GZULCINY,874,42.548,47.73,47.96,46.85,46.87,1380500
GZULCINY,875,41.122,46.13,47.5,45.94,47.37,1089900
GZULCINY,876,41.701,46.78,46.83,45.42,45.84,748200
GZULCINY,877,41.995,47.11,47.29,46.43,46.96,523800
GZULCINY,878,42.789,48.0,48.07,46.68,47.14,1505300
GZULCINY,879,42.931,48.16,48.7,47.72,48.66,711300
GZULCINY,880,42.771,47.98,48.5,47.68,48.08,980200
GZULCINY,881,43.029,48.27,48.32,47.04,47.44,675700
GZULCINY,882,42.209,47.35,48.27,47.09,48.21,634400
GZULCINY,883,41.772,46.86,47.37,46.73,47.08,529000
GZULCINY,884,42.12,47.25,47.31,46.61,46.93,559400
GZULCINY,885,41.068,46.07,47.03,45.42,46.82,1044500
GZULCINY,886,41.336,46.37,46.84,46.13,46.61,521800
GZULCINY,887,41.3,46.33,47.11,46.2,46.66,595900
GZULCINY,888,41.505,46.56,46.95,45.85,46.41,638100
GZULCINY,889,42.708,47.91,48.18,46.74,46.78,941200
GZULCINY,890,42.985,48.22,48.61,47.56,48.07,1249200
GZULCINY,891,43.332,48.61,48.68,48.01,48.18,688500
GZULCINY,892,44.144,49.52,49.68,48.18,48.38,1016900
GZULCINY,893,43.163,48.42,49.91,48.29,49.64,1297900
GZULCINY,894,44.892,50.36,50.79,48.26,48.58,1885700
GZULCINY,895,44.518,49.94,50.84,49.49,50.55,1277800
GZULCINY,896,44.732,50.18,50.59,49.8,50.05,1006100
GZULCINY,897,44.714,50.16,50.62,49.61,50.16,1171700
GZULCINY,898,45.766,51.34,51.42,50.04,50.53,1187900
GZULCINY,899,45.757,51.33,51.59,50.73,51.41,1257200
GZULCINY,900,43.217,48.48,50.52,48.1,50.06,3252700
GZULCINY,901,42.815,48.03,48.66,47.15,48.66,1655800
GZULCINY,902,43.992,49.35,49.55,47.63,48.12,1051400
GZULCINY,903,43.386,48.67,48.89,47.93,48.67,840300
GZULCINY,904,42.78,47.99,48.73,47.68,48.43,1104400
GZULCINY,905,42.254,47.4,48.52,47.31,48.11,766100
GZULCINY,906,42.022,47.14,47.7,46.9,47.13,1097900
GZULCINY,907,42.076,47.2,47.5,46.73,47.08,1138300
GZULCINY,908,43.199,48.46,48.68,47.61,47.63,1289800
GZULCINY,909,42.806,48.02,48.88,47.8,48.34,996900
GZULCINY,910,42.593,47.78,48.57,47.54,48.32,678500
GZULCINY,911,42.058,47.18,47.97,47.02,47.81,578400
GZULCINY,912,42.806,48.02,48.48,47.36,47.4,858700
GZULCINY,913,42.058,47.18,48.59,46.98,48.0,1667900
GZULCINY,914,41.113,46.12,47.07,45.77,47.07,1114600
GZULCINY,915,40.373,45.29,46.28,44.85,45.9,1319800
GZULCINY,916,40.784,45.6,45.86,44.96,45.38,1140500
GZULCINY,917,40.614,45.41,45.95,45.37,45.71,790600
GZULCINY,918,41.312,46.19,46.35,45.41,45.69,1093100
GZULCINY,919,41.598,46.51,46.75,46.23,46.53,1017800
GZULCINY,920,41.392,46.28,46.65,46.02,46.64,520400
GZULCINY,921,42.323,47.32,47.5,46.34,46.34,700600
GZULCINY,922,42.815,47.87,48.08,47.55,47.68,813900
GZULCINY,923,42.743,47.79,47.86,47.06,47.5,629000
GZULCINY,924,42.734,47.78,47.8,47.24,47.53,776100
GZULCINY,925,41.822,46.76,47.53,46.61,47.53,611000
GZULCINY,926,41.974,46.93,47.17,46.58,47.04,872000
GZULCINY,927,42.707,47.75,47.86,46.54,46.77,897800
GZULCINY,928,43.119,48.21,48.56,47.84,47.84,924100
GZULCINY,929,42.618,47.65,48.15,47.55,47.81,408800
GZULCINY,930,41.419,46.31,47.13,46.06,46.94,897200
GZULCINY,931,41.348,46.23,46.96,45.96,45.96,1295700
GZULCINY,932,41.536,46.44,46.46,45.53,46.06,696000
GZULCINY,933,41.768,46.7,47.44,46.62,46.77,660200
GZULCINY,934,41.267,46.14,46.26,45.39,46.24,748200
GZULCINY,935,41.723,46.65,46.72,45.97,46.26,1156500
GZULCINY,936,43.038,48.12,49.1,47.45,47.49,1429900
GZULCINY,937,43.029,48.11,48.52,47.74,48.08,1371700
GZULCINY,938,43.315,48.43,48.79,47.74,48.2,655300
GZULCINY,939,43.664,48.82,49.25,48.34,49.01,1125200
GZULCINY,940,39.067,43.68,46.59,43.63,46.54,3098300
GZULCINY,941,37.404,41.82,42.84,41.19,42.57,1741600
GZULCINY,942,38.745,43.32,43.49,42.39,42.43,1514700
GZULCINY,943,39.836,44.54,44.84,43.77,43.93,1194200
GZULCINY,944,40.534,45.32,45.32,44.01,44.57,844200
GZULCINY,945,41.625,46.54,46.63,45.21,45.21,1012700
GZULCINY,946,40.203,44.95,46.54,44.63,46.4,755600
GZULCINY,947,40.462,45.24,45.28,44.25,44.56,893900
GZULCINY,948,41.455,46.35,46.4,45.31,45.31,689400
GZULCINY,949,42.725,47.77,47.86,47.01,47.01,663100
GZULCINY,950,43.101,48.19,48.54,47.91,47.98,626700
GZULCINY,951,43.834,49.01,49.34,48.63,48.66,647500
GZULCINY,952,43.494,48.63,49.36,48.48,49.34,853300
GZULCINY,953,43.298,48.41,49.33,48.41,49.32,629900
GZULCINY,954,44.031,49.23,49.87,48.68,48.87,1245400
GZULCINY,955,42.859,47.92,48.36,46.88,47.75,1963900
GZULCINY,956,43.02,48.1,48.51,47.49,47.61,1223800
GZULCINY,957,43.906,49.09,49.51,48.3,48.3,1087500
GZULCINY,958,43.879,49.06,49.5,48.76,49.12,904600
GZULCINY,959,43.959,49.15,49.55,48.86,49.23,699800
GZULCINY,960,43.825,49.0,49.34,48.69,49.05,1368800
GZULCINY,961,45.265,50.61,50.67,49.41,49.45,2256300
GZULCINY,962,44.988,50.3,50.96,49.94,50.73,1935100
GZULCINY,963,44.094,49.3,50.14,47.44,50.14,1805100
GZULCINY,964,44.38,49.62,50.14,48.79,49.06,1366700
GZULCINY,965,44.308,49.54,50.25,49.19,49.73,754900
GZULCINY,966,43.28,48.39,49.57,48.15,49.48,1390000
GZULCINY,967,43.441,48.57,48.93,48.0,48.28,837800
GZULCINY,968,43.673,48.83,49.47,48.31,48.68,826800
GZULCINY,969,44.228,49.45,49.83,49.08,49.13,579900
GZULCINY,970,44.076,49.28,50.22,49.24,49.7,595400
GZULCINY,971,43.959,49.15,49.53,48.77,49.23,1005900
GZULCINY,972,43.879,49.06,49.44,48.89,49.31,647300
GZULCINY,973,44.577,49.84,50.03,49.26,49.51,619300
GZULCINY,974,43.789,48.96,49.62,48.79,49.6,1198800
GZULCINY,975,44.362,49.6,49.7,49.01,49.1,447600
GZULCINY,976,41.795,46.73,49.61,46.72,49.44,2722500
GZULCINY,977,41.884,46.83,47.17,46.25,46.74,1485700
GZULCINY,978,41.849,46.79,47.18,46.44,46.84,858900
GZULCINY,979,41.885,46.68,46.91,46.38,46.45,654600
GZULCINY,980,41.849,46.64,46.72,46.19,46.71,763000
GZULCINY,981,42.396,47.25,47.42,46.79,47.03,610400
GZULCINY,982,41.723,46.5,47.34,46.27,47.16,830300
GZULCINY,983,41.75,46.53,46.77,46.16,46.34,679300
GZULCINY,984,41.194,45.91,46.98,45.76,46.67,873800
GZULCINY,985,41.212,45.93,46.53,45.87,45.98,804100
GZULCINY,986,41.319,46.05,46.27,45.81,46.02,490300
GZULCINY,987,41.265,45.99,46.16,45.51,46.05,1052600
GZULCINY,988,41.624,46.39,46.64,45.81,46.04,703000
GZULCINY,989,41.849,46.64,46.94,46.39,46.74,542800
GZULCINY,990,40.575,45.22,46.85,45.01,46.84,1301700
GZULCINY,991,41.75,46.53,46.53,45.09,45.32,1136400
GZULCINY,992,41.902,46.7,46.76,46.11,46.33,1439000
GZULCINY,993,40.646,45.3,46.38,45.29,46.11,1038000
GZULCINY,994,40.951,45.64,45.83,44.1,44.24,1314300
GZULCINY,995,40.386,45.01,45.41,44.59,45.11,1534300
GZULCINY,996,40.198,44.8,45.02,44.38,44.87,1052500
GZULCINY,997,40.96,45.65,45.81,44.55,44.69,736300
GZULCINY,998,41.086,45.79,46.27,45.31,45.34,1468700
GZULCINY,999,41.669,46.44,46.81,46.04,46.07,973000
GZULCINY,1000,42.889,47.8,47.83,46.46,46.73,1928800
HZCWKCHL,501,72.076,84.14,84.25,83.13,83.41,3532100
HZCWKCHL,502,71.904,83.94,84.33,83.46,84.09,4635300
HZCWKCHL,503,70.808,82.66,83.94,82.59,83.94,5861800
HZCWKCHL,504,70.585,82.4,82.9,81.5,81.59,5225600
HZCWKCHL,505,71.296,83.23,83.51,82.23,82.45,4780400
HZCWKCHL,506,71.947,83.99,84.35,83.26,83.26,3912400
HZCWKCHL,507,72.478,84.61,84.92,83.94,84.1,4385600
HZCWKCHL,508,72.555,84.7,85.2,84.09,84.8,6645300
HZCWKCHL,509,73.309,85.58,86.0,83.86,85.21,7210600
HZCWKCHL,510,72.889,85.09,85.82,84.6,85.58,4796900
HZCWKCHL,511,72.692,84.86,85.33,84.5,85.11,4131600
HZCWKCHL,512,72.195,84.28,85.4,83.78,84.99,7439900
HZCWKCHL,513,73.737,86.08,86.08,84.37,84.61,7535300
HZCWKCHL,514,73.515,85.82,86.72,85.54,86.12,6162500
HZCWKCHL,515,73.626,85.95,86.02,85.41,85.59,3243900
HZCWKCHL,516,73.669,86.0,86.55,85.68,85.88,3627100
HZCWKCHL,517,73.652,85.98,86.46,85.84,86.37,3291800
HZCWKCHL,518,73.617,85.94,86.34,85.64,85.98,4159700
HZCWKCHL,519,74.106,86.51,86.64,85.75,85.85,4715100
HZCWKCHL,520,75.065,87.63,88.16,86.53,86.61,8823600
HZCWKCHL,521,74.697,87.2,88.2,87.12,87.58,4459300
HZCWKCHL,522,75.082,87.65,88.0,87.35,87.56,3509200
HZCWKCHL,523,75.091,87.66,87.98,87.14,87.33,2979900
HZCWKCHL,524,75.451,88.08,88.35,87.53,88.0,5436800
HZCWKCHL,525,76.23,88.99,89.07,88.04,88.08,3806600
HZCWKCHL,526,76.084,88.82,89.52,88.56,88.73,3535000
HZCWKCHL,527,76.059,88.79,89.14,88.57,88.97,3549400
HZCWKCHL,528,76.316,89.09,89.59,88.71,88.97,3549400
HZCWKCHL,529,76.41,89.2,89.5,88.89,89.44,6707100
HZCWKCHL,530,76.367,89.15,89.72,88.98,89.22,3491400
HZCWKCHL,531,76.059,88.79,89.43,88.79,89.15,3149600
HZCWKCHL,532,76.496,89.3,89.61,88.94,89.13,3339400
HZCWKCHL,533,75.99,88.71,89.39,88.12,89.38,2888000
HZCWKCHL,534,76.025,88.75,89.17,88.57,88.75,3827900
HZCWKCHL,535,76.076,88.81,89.2,88.75,88.8,2006700
HZCWKCHL,536,76.55,88.9,89.1,88.28,88.52,2892100
HZCWKCHL,537,75.137,87.26,88.98,87.26,88.7,3884900
HZCWKCHL,538,75.74,87.96,88.1,87.4,87.65,2918100
HZCWKCHL,539,75.086,87.2,88.0,87.05,87.86,3062100
HZCWKCHL,540,75.137,87.26,87.41,86.68,87.05,2792900
HZCWKCHL,541,75.611,87.81,88.25,87.4,87.75,2128400
HZCWKCHL,542,75.611,87.81,88.0,87.3,87.93,2306300
HZCWKCHL,543,76.265,88.57,88.82,87.66,87.81,2257800
HZCWKCHL,544,74.104,86.06,88.79,85.84,88.57,9555300
HZCWKCHL,545,73.923,85.85,86.43,85.78,86.0,5505700
HZCWKCHL,546,73.751,85.65,86.14,85.46,85.98,4597000
HZCWKCHL,547,73.768,85.67,86.09,85.51,85.91,4381500
HZCWKCHL,548,73.338,85.17,85.95,84.94,85.67,3523200
HZCWKCHL,549,73.269,85.09,85.31,84.71,85.21,4096000
HZCWKCHL,550,73.992,85.93,86.01,85.03,85.4,5256300
HZCWKCHL,551,73.829,85.74,86.28,85.39,85.82,3331600
HZCWKCHL,552,72.916,84.68,85.86,84.33,85.86,5244900
HZCWKCHL,553,72.58,84.29,84.81,84.17,84.57,4550800
HZCWKCHL,554,72.304,83.97,84.68,83.92,84.5,5452200
HZCWKCHL,555,71.917,83.52,84.38,83.49,84.11,5356100
HZCWKCHL,556,71.641,83.2,83.61,82.98,83.52,4909500
HZCWKCHL,557,71.719,83.29,83.49,82.83,82.96,5944300
HZCWKCHL,558,72.055,83.68,83.96,83.23,83.54,3414700
HZCWKCHL,559,72.649,84.37,84.55,83.7,83.77,3647600
HZCWKCHL,560,72.184,83.83,84.53,83.67,84.29,3825300
HZCWKCHL,561,72.287,83.95,84.02,83.51,83.75,3519300
HZCWKCHL,562,71.504,83.04,83.86,83.02,83.58,3495800
HZCWKCHL,563,72.081,83.71,84.24,83.09,83.32,4302200
HZCWKCHL,564,72.735,84.47,85.07,84.05,84.05,3346800
HZCWKCHL,565,72.838,84.59,85.01,84.42,84.58,2766000
HZCWKCHL,566,72.847,84.6,84.92,84.54,84.83,4376200
HZCWKCHL,567,72.046,83.67,84.85,83.64,84.48,3789000
HZCWKCHL,568,71.822,83.41,83.81,83.12,83.32,4441000
HZCWKCHL,569,71.917,83.52,84.02,82.94,83.33,4691500
HZCWKCHL,570,70.401,81.76,82.15,81.0,81.46,9382100
HZCWKCHL,571,68.671,79.75,81.57,79.45,81.32,8667500
HZCWKCHL,572,68.232,79.24,80.1,79.11,79.69,7365000
HZCWKCHL,573,68.077,79.06,79.85,79.03,79.42,4231200
HZCWKCHL,574,68.533,79.59,79.87,79.4,79.57,4900800
HZCWKCHL,575,68.645,79.72,79.9,79.02,79.36,4130900
HZCWKCHL,576,68.765,79.86,79.92,79.34,79.7,3725800
HZCWKCHL,577,69.42,80.62,80.72,79.8,80.0,5661900
HZCWKCHL,578,68.929,80.05,80.75,79.88,80.7,3133400
HZCWKCHL,579,68.731,79.82,80.4,79.57,79.88,3255800
HZCWKCHL,580,68.774,79.87,80.08,79.36,79.92,3784000
HZCWKCHL,581,68.843,79.95,80.28,79.71,79.92,3387000
HZCWKCHL,582,70.634,82.03,82.48,79.9,79.9,7881000
HZCWKCHL,583,70.229,81.56,82.5,81.19,82.25,5854100
HZCWKCHL,584,70.866,82.3,82.36,81.09,81.5,4073500
HZCWKCHL,585,70.548,81.93,82.45,81.7,82.13,4795100
HZCWKCHL,586,70.436,81.8,81.93,81.07,81.88,4461900
HZCWKCHL,587,70.711,82.12,82.14,81.38,81.63,9563400
HZCWKCHL,588,70.953,82.4,82.54,81.75,82.37,4162500
HZCWKCHL,589,69.911,81.19,82.74,81.13,82.65,5584800
HZCWKCHL,590,69.024,80.16,81.51,79.34,81.19,6384400
HZCWKCHL,591,68.481,79.53,80.55,79.5,80.14,4822000
HZCWKCHL,592,68.628,79.7,79.89,79.11,79.48,4593200
HZCWKCHL,593,67.396,78.27,79.59,77.9,79.49,7151300
HZCWKCHL,594,67.482,78.37,78.88,78.07,78.25,4791000
HZCWKCHL,595,67.026,77.84,78.87,77.45,78.67,4801700
HZCWKCHL,596,67.312,77.71,77.91,77.17,77.7,5536500
HZCWKCHL,597,67.364,77.77,78.01,77.55,77.66,6186200
HZCWKCHL,598,67.606,78.05,78.23,77.5,78.06,4312900
HZCWKCHL,599,67.658,78.11,78.2,77.58,78.18,5866600
HZCWKCHL,600,68.109,78.63,78.9,78.2,78.25,5735200
HZCWKCHL,601,68.871,79.51,79.86,79.0,79.37,6323200
HZCWKCHL,602,69.131,79.81,79.81,79.26,79.57,3248500
HZCWKCHL,603,66.636,76.93,78.26,76.52,77.8,12760100
HZCWKCHL,604,66.948,77.29,77.38,76.91,76.95,7244100
HZCWKCHL,605,67.771,78.24,78.48,77.08,77.08,6442300
HZCWKCHL,606,67.494,77.92,77.96,77.1,77.72,8427000
HZCWKCHL,607,67.624,78.07,78.23,77.46,77.89,5442000
HZCWKCHL,608,67.329,77.73,78.44,77.71,78.03,5392200
HZCWKCHL,609,67.563,78.0,78.24,77.39,77.76,3809600
HZCWKCHL,610,68.074,78.59,78.89,77.91,78.0,4613200
HZCWKCHL,611,67.979,78.48,78.99,78.44,78.57,2765000
HZCWKCHL,612,67.858,78.34,78.88,78.17,78.77,4173800
HZCWKCHL,613,68.447,79.02,79.25,78.34,78.72,4811600
HZCWKCHL,614,68.135,78.66,79.2,78.44,79.11,4462300
HZCWKCHL,615,68.602,79.2,79.31,78.24,78.58,4906500
HZCWKCHL,616,69.677,80.44,80.72,78.86,78.9,7331100
HZCWKCHL,617,70.422,81.3,81.69,80.7,80.89,7744000
HZCWKCHL,618,69.755,80.53,81.06,79.5,81.04,5993800
HZCWKCHL,619,69.746,80.52,80.81,80.14,80.47,4612000
HZCWKCHL,620,69.564,80.31,81.16,80.01,80.42,5136500
HZCWKCHL,621,67.45,77.87,80.58,77.17,80.3,10276700
HZCWKCHL,622,67.936,78.43,78.71,77.06,77.62,6936600
HZCWKCHL,623,67.295,77.69,78.49,77.63,78.46,4027000
HZCWKCHL,624,67.572,78.01,78.19,77.65,77.9,3655100
HZCWKCHL,625,67.398,77.81,78.16,77.22,78.16,4468000
HZCWKCHL,626,69.997,80.81,81.12,79.46,80.14,8803500
HZCWKCHL,627,68.715,79.33,80.47,78.31,80.4,6416400
HZCWKCHL,628,68.602,79.2,79.42,78.26,79.28,4013700
HZCWKCHL,629,68.568,79.16,79.37,78.63,78.94,2701100
HZCWKCHL,630,68.152,78.68,79.14,78.62,79.0,4145400
HZCWKCHL,631,68.654,79.26,79.68,78.97,79.02,4763500
HZCWKCHL,632,68.854,79.49,80.09,78.74,78.83,7098000
HZCWKCHL,633,68.343,78.9,79.72,78.89,79.38,7446700
HZCWKCHL,634,71.6,82.66,84.11,82.5,83.0,11004000
HZCWKCHL,635,71.322,82.34,82.97,82.05,82.76,5303300
HZCWKCHL,636,72.111,83.25,83.5,82.61,82.69,3165600
HZCWKCHL,637,70.517,81.41,83.54,81.06,83.26,6346500
HZCWKCHL,638,71.426,82.46,82.58,81.36,81.67,5773700
HZCWKCHL,639,71.123,82.11,82.98,81.97,82.31,3945500
HZCWKCHL,640,71.14,82.13,82.78,82.04,82.66,5663900
HZCWKCHL,641,70.396,81.27,82.57,80.61,82.46,5992800
HZCWKCHL,642,69.183,79.87,81.37,79.74,81.32,8687800
HZCWKCHL,643,70.092,80.92,81.47,79.57,79.57,5392200
HZCWKCHL,644,70.595,81.5,81.8,80.92,81.57,5192100
HZCWKCHL,645,69.789,80.57,82.09,80.29,81.61,5497500
HZCWKCHL,646,70.222,81.07,81.12,80.54,80.92,4106400
HZCWKCHL,647,70.396,81.27,81.54,80.85,81.2,3501400
HZCWKCHL,648,71.028,82.0,82.69,81.8,82.49,4966500
HZCWKCHL,649,70.959,81.92,82.16,81.53,81.8,4473300
HZCWKCHL,650,70.881,81.83,82.48,81.72,81.95,5000700
HZCWKCHL,651,72.327,83.5,83.7,82.44,82.44,9813100
HZCWKCHL,652,72.266,83.43,83.78,83.08,83.61,5204200
HZCWKCHL,653,71.062,82.04,84.11,82.0,83.72,5096500
HZCWKCHL,654,70.491,81.38,82.97,81.29,82.39,3769400
HZCWKCHL,655,70.577,81.48,82.46,81.36,81.54,4051200
HZCWKCHL,656,70.629,81.54,81.96,81.27,81.56,3187500
HZCWKCHL,657,70.569,81.47,81.88,81.39,81.57,1922500
HZCWKCHL,658,70.82,81.76,81.93,81.44,81.63,2463100
