Country,Year,Total Disasters,Drought,Extreme temperature,Flood,Landslide,Storm,Wildfire
"Iran, Islamic Rep. of",2006-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2007-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Iran, Islamic Rep. of",2008-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
"Iran, Islamic Rep. of",2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2015-01-01,5.0,0.0,0.0,5.0,0.0,0.0,0.0
"Iran, Islamic Rep. of",2016-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Kazakhstan, Rep. of",2001-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2004-01-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Kazakhstan, Rep. of",2005-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2012-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2015-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenya,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Kenya,2002-01-01,5.0,0.0,0.0,4.0,1.0,0.0,0.0
Kenya,2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Kenya,2004-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Kenya,2005-01-01,4.0,1.0,0.0,3.0,0.0,0.0,0.0
Kenya,2006-01-01,4.0,0.0,0.0,4.0,0.0,0.0,0.0
Kenya,2007-01-01,4.0,0.0,0.0,3.0,1.0,0.0,0.0
Kenya,2008-01-01,8.0,1.0,0.0,6.0,1.0,0.0,0.0
Kenya,2009-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Kenya,2010-01-01,4.0,1.0,0.0,2.0,1.0,0.0,0.0
Kenya,2011-01-01,4.0,1.0,0.0,3.0,0.0,0.0,0.0
Kenya,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Kenya,2013-01-01,4.0,0.0,0.0,4.0,0.0,0.0,0.0
Kenya,2014-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kenya,2015-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Kenya,2016-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Libya,2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Libya,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Madagascar, Rep. of",2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Madagascar, Rep. of",2002-01-01,4.0,1.0,0.0,0.0,0.0,3.0,0.0
"Madagascar, Rep. of",2003-01-01,4.0,0.0,0.0,1.0,0.0,3.0,0.0
"Madagascar, Rep. of",2004-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
"Madagascar, Rep. of",2005-01-01,4.0,1.0,0.0,2.0,0.0,1.0,0.0
"Madagascar, Rep. of",2006-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
"Madagascar, Rep. of",2007-01-01,4.0,0.0,0.0,1.0,0.0,3.0,0.0
"Madagascar, Rep. of",2008-01-01,4.0,1.0,0.0,0.0,0.0,3.0,0.0
"Madagascar, Rep. of",2009-01-01,3.0,0.0,0.0,0.0,0.0,3.0,0.0
"Madagascar, Rep. of",2010-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Madagascar, Rep. of",2011-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Madagascar, Rep. of",2012-01-01,3.0,0.0,0.0,0.0,0.0,3.0,0.0
"Madagascar, Rep. of",2013-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
"Madagascar, Rep. of",2014-01-01,2.0,1.0,0.0,0.0,0.0,1.0,0.0
"Madagascar, Rep. of",2015-01-01,3.0,0.0,0.0,1.0,0.0,2.0,0.0
"Madagascar, Rep. of",2016-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mali,2001-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Mali,2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mali,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mali,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2005-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Mali,2006-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Mali,2007-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Mali,2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mali,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mali,2010-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Mali,2011-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Mali,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Mali,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2015-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mali,2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2001-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2005-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2007-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2010-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2011-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mauritania, Islamic Rep. of",2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,2001-01-01,6.0,0.0,0.0,1.0,0.0,5.0,0.0
Mexico,2002-01-01,7.0,1.0,1.0,2.0,0.0,3.0,0.0
Mexico,2003-01-01,8.0,0.0,1.0,3.0,1.0,2.0,1.0
Mexico,2004-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Mexico,2005-01-01,7.0,0.0,0.0,3.0,0.0,4.0,0.0
Mexico,2006-01-01,7.0,0.0,1.0,1.0,2.0,3.0,0.0
Mexico,2007-01-01,7.0,0.0,0.0,2.0,1.0,4.0,0.0
Mexico,2008-01-01,3.0,0.0,0.0,1.0,1.0,1.0,0.0
Mexico,2009-01-01,7.0,0.0,0.0,5.0,0.0,2.0,0.0
Mexico,2010-01-01,8.0,0.0,0.0,2.0,2.0,4.0,0.0
Mexico,2011-01-01,11.0,1.0,1.0,3.0,0.0,5.0,1.0
Mexico,2012-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Mexico,2013-01-01,5.0,0.0,0.0,1.0,0.0,4.0,0.0
Mexico,2014-01-01,6.0,0.0,0.0,0.0,0.0,6.0,0.0
Mexico,2015-01-01,4.0,0.0,0.0,1.0,0.0,3.0,0.0
Mexico,2016-01-01,7.0,0.0,0.0,5.0,0.0,2.0,0.0
Mongolia,2001-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Mongolia,2002-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Mongolia,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mongolia,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2008-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Mongolia,2009-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Mongolia,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,2015-01-01,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mongolia,2016-01-01,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mozambique, Rep. of",2001-01-01,4.0,2.0,0.0,2.0,0.0,0.0,0.0
"Mozambique, Rep. of",2002-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Mozambique, Rep. of",2003-01-01,5.0,1.0,0.0,3.0,0.0,1.0,0.0
"Mozambique, Rep. of",2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mozambique, Rep. of",2005-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
"Mozambique, Rep. of",2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mozambique, Rep. of",2007-01-01,6.0,1.0,0.0,4.0,0.0,1.0,0.0
"Mozambique, Rep. of",2008-01-01,4.0,1.0,0.0,1.0,0.0,1.0,1.0
"Mozambique, Rep. of",2009-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Mozambique, Rep. of",2010-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
"Mozambique, Rep. of",2011-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
"Mozambique, Rep. of",2012-01-01,3.0,0.0,0.0,0.0,0.0,3.0,0.0
"Mozambique, Rep. of",2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mozambique, Rep. of",2014-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mozambique, Rep. of",2015-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mozambique, Rep. of",2016-01-01,4.0,1.0,0.0,2.0,0.0,1.0,0.0
Myanmar,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Myanmar,2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Myanmar,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,2004-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Myanmar,2005-01-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Myanmar,2006-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Myanmar,2007-01-01,4.0,0.0,0.0,4.0,0.0,0.0,0.0
Myanmar,2008-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Myanmar,2009-01-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Myanmar,2010-01-01,2.0,0.0,0.0,0.0,1.0,1.0,0.0
Myanmar,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Myanmar,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Myanmar,2013-01-01,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Myanmar,2014-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Myanmar,2015-01-01,6.0,0.0,0.0,3.0,2.0,1.0,0.0
Myanmar,2016-01-01,5.0,0.0,0.0,2.0,1.0,2.0,0.0
Namibia,2001-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Namibia,2002-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Namibia,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2004-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Namibia,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Namibia,2007-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2010-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Namibia,2013-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Namibia,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,2015-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Namibia,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,2001-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Niger,2002-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Niger,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Niger,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,2005-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Niger,2006-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Niger,2007-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Niger,2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Niger,2009-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Niger,2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Niger,2011-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Niger,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Niger,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Niger,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Niger,2015-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Niger,2016-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Nigeria,2001-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Nigeria,2002-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Nigeria,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2004-01-01,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Nigeria,2005-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Nigeria,2006-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Nigeria,2007-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Nigeria,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,2009-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Nigeria,2010-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2011-01-01,5.0,0.0,0.0,4.0,0.0,1.0,0.0
Nigeria,2012-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Nigeria,2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2015-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2016-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Pakistan,2001-01-01,5.0,0.0,1.0,1.0,2.0,1.0,0.0
Pakistan,2002-01-01,6.0,0.0,2.0,3.0,0.0,1.0,0.0
Pakistan,2003-01-01,6.0,0.0,1.0,3.0,1.0,1.0,0.0
Pakistan,2004-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Pakistan,2005-01-01,8.0,0.0,1.0,5.0,1.0,1.0,0.0
Pakistan,2006-01-01,9.0,0.0,1.0,7.0,1.0,0.0,0.0
Pakistan,2007-01-01,10.0,0.0,0.0,6.0,3.0,1.0,0.0
Pakistan,2008-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Pakistan,2009-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Pakistan,2010-01-01,7.0,0.0,0.0,4.0,2.0,1.0,0.0
Pakistan,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pakistan,2012-01-01,5.0,0.0,0.0,3.0,2.0,0.0,0.0
Pakistan,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Pakistan,2014-01-01,3.0,0.0,1.0,1.0,0.0,1.0,0.0
Pakistan,2015-01-01,7.0,0.0,1.0,6.0,0.0,0.0,0.0
Pakistan,2016-01-01,8.0,0.0,0.0,7.0,0.0,1.0,0.0
Peru,2001-01-01,4.0,0.0,0.0,3.0,1.0,0.0,0.0
Peru,2002-01-01,5.0,1.0,0.0,3.0,0.0,1.0,0.0
Peru,2003-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Peru,2004-01-01,4.0,1.0,1.0,1.0,1.0,0.0,0.0
Peru,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,2006-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Peru,2007-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Peru,2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Peru,2009-01-01,6.0,0.0,1.0,1.0,4.0,0.0,0.0
Peru,2010-01-01,3.0,0.0,1.0,1.0,1.0,0.0,0.0
Peru,2011-01-01,5.0,0.0,1.0,3.0,0.0,1.0,0.0
Peru,2012-01-01,3.0,0.0,1.0,1.0,1.0,0.0,0.0
Peru,2013-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Peru,2014-01-01,4.0,0.0,1.0,3.0,0.0,0.0,0.0
Peru,2015-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Peru,2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Russian Federation,2001-01-01,10.0,0.0,3.0,3.0,0.0,2.0,2.0
Russian Federation,2002-01-01,11.0,0.0,1.0,4.0,1.0,2.0,3.0
Russian Federation,2003-01-01,4.0,1.0,0.0,1.0,0.0,1.0,1.0
Russian Federation,2004-01-01,7.0,0.0,0.0,3.0,0.0,3.0,1.0
Russian Federation,2005-01-01,9.0,0.0,1.0,5.0,1.0,2.0,0.0
Russian Federation,2006-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Russian Federation,2007-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Russian Federation,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian Federation,2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian Federation,2010-01-01,8.0,1.0,3.0,2.0,0.0,0.0,2.0
Russian Federation,2011-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Russian Federation,2012-01-01,8.0,1.0,2.0,4.0,0.0,0.0,1.0
Russian Federation,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Russian Federation,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Russian Federation,2015-01-01,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Russian Federation,2016-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Saudi Arabia,2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2004-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2005-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2015-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2016-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Somalia,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Somalia,2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Somalia,2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Somalia,2004-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2005-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Somalia,2006-01-01,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Somalia,2007-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Somalia,2008-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Somalia,2010-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Somalia,2011-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2012-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Somalia,2013-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Somalia,2014-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2015-01-01,5.0,1.0,0.0,2.0,0.0,2.0,0.0
Somalia,2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
South Africa,2001-01-01,6.0,0.0,0.0,2.0,0.0,2.0,2.0
South Africa,2002-01-01,6.0,0.0,0.0,1.0,0.0,4.0,1.0
South Africa,2003-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
South Africa,2004-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
South Africa,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
South Africa,2007-01-01,3.0,0.0,1.0,1.0,0.0,0.0,1.0
South Africa,2008-01-01,3.0,0.0,0.0,1.0,0.0,1.0,1.0
South Africa,2009-01-01,4.0,0.0,0.0,2.0,0.0,2.0,0.0
South Africa,2010-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
South Africa,2011-01-01,3.0,0.0,0.0,1.0,0.0,2.0,0.0
South Africa,2012-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
South Africa,2013-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
South Africa,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
South Africa,2015-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
South Africa,2016-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
"South Sudan, Rep. of",2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2008-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
"South Sudan, Rep. of",2009-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"South Sudan, Rep. of",2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
