series_id,date,total_bulk_and_bagged_units,average_sales_price,plu_4046_units,plu_4225_units,plu_4770_units,small_bagged_units,large_bagged_units,xlarge_bagged_units,is_organic
BuffaloRochester_organic,2017-09-10,4.947,1.8,0.408,0.156,0.0,1.515,2.868,0.0,1
BuffaloRochester_organic,2017-09-17,7.698,1.47,0.274,0.14,0.0,6.095,1.189,0.0,1
BuffaloRochester_organic,2017-09-24,10.081,1.4,0.278,0.134,0.0,9.642,0.028,0.0,1
California_conventional,2016-08-14,6538.336,1.07,2200.1,2538.994,218.247,1476.928,73.033,31.034,0
California_conventional,2016-08-21,6308.0,1.05,2646.368,1712.067,171.379,1679.257,61.14,37.789,0
California_conventional,2016-08-28,6696.3,0.99,2683.11,1878.14,133.979,1924.48,46.602,29.99,0
California_conventional,2016-09-04,6681.646,1.08,2501.655,2179.345,107.653,1819.642,47.477,25.873,0
California_conventional,2016-09-11,6059.765,1.12,2297.602,1976.499,114.241,1576.95,66.072,28.4,0
California_conventional,2016-09-18,5471.565,1.22,1888.694,1934.688,112.715,1434.87,59.481,41.117,0
California_conventional,2016-09-25,6075.589,1.15,2357.904,1924.934,117.424,1583.962,53.653,37.713,0
California_conventional,2016-10-02,5652.496,1.19,2359.102,1664.176,121.961,1420.424,58.294,28.538,0
California_conventional,2016-10-09,5375.979,1.34,2021.375,1750.075,123.43,1379.624,74.895,26.579,0
California_conventional,2016-10-16,4878.038,1.4,1635.631,1600.568,108.458,1423.671,73.118,36.591,0
California_conventional,2016-10-23,3899.041,1.39,1397.559,1129.206,82.276,1201.529,55.8,32.671,0
California_conventional,2016-10-30,3139.834,1.68,1126.017,1186.844,92.064,686.375,25.242,23.291,0
California_conventional,2016-11-06,3395.058,1.68,1111.432,1333.387,120.964,763.935,35.998,29.343,0
California_conventional,2016-11-13,3848.128,1.48,1326.907,1367.685,112.542,952.497,60.542,27.955,0
California_conventional,2016-11-20,4253.816,1.32,1513.797,1394.929,93.901,1161.05,61.429,28.709,0
California_conventional,2016-11-27,4185.901,1.21,1508.447,1313.001,81.897,1202.939,49.697,29.92,0
California_conventional,2016-12-04,5062.953,0.98,1916.64,1449.672,86.153,1553.052,27.83,29.606,0
California_conventional,2016-12-11,5526.646,0.9,1638.639,2137.291,96.836,1451.476,177.4,25.004,0
California_conventional,2016-12-18,4922.622,0.95,1575.319,1774.2,90.984,1313.839,135.368,32.912,0
California_conventional,2016-12-25,5414.937,0.94,1579.235,2192.461,99.998,1405.42,99.07,38.755,0
California_conventional,2017-01-01,7175.277,0.89,2266.313,2877.688,90.9,1762.034,151.334,27.008,0
California_conventional,2017-01-08,6653.048,1.0,1988.635,2569.566,109.029,1807.927,144.375,33.515,0
California_conventional,2017-01-15,6656.554,0.93,2075.03,2450.277,95.138,1910.596,99.913,25.601,0
California_conventional,2017-01-22,8153.34,0.76,3089.604,2659.661,106.559,2207.075,61.563,28.878,0
California_conventional,2017-01-29,8055.482,0.76,3009.291,2295.856,148.336,2504.422,48.343,49.234,0
California_conventional,2017-02-05,11213.596,0.67,3986.43,3550.403,214.138,3403.581,7.839,51.205,0
California_conventional,2017-02-12,6862.177,0.79,2429.385,1870.885,158.535,2247.565,101.368,54.439,0
California_conventional,2017-02-19,6194.369,0.95,1999.799,2098.407,177.817,1728.825,145.455,44.065,0
California_conventional,2017-02-26,6342.09,0.95,2193.499,2038.285,155.642,1870.563,42.309,41.792,0
California_conventional,2017-03-05,5634.15,1.15,1961.188,1720.073,161.252,1727.385,9.179,55.073,0
California_conventional,2017-03-12,5208.102,1.31,1871.004,1577.127,156.63,1528.14,7.224,67.977,0
California_conventional,2017-03-19,5328.958,1.31,1857.645,1555.271,143.587,1709.046,5.147,58.261,0
California_conventional,2017-03-26,5073.071,1.33,1693.589,1542.979,138.133,1629.8,1.992,66.578,0
California_conventional,2017-04-02,5719.811,1.22,1856.673,1580.307,150.682,2059.479,16.199,56.47,0
California_conventional,2017-04-09,6249.183,1.13,1926.188,2128.867,161.909,1957.059,13.133,62.027,0
California_conventional,2017-04-16,5442.086,1.34,2047.142,1572.972,163.002,1585.488,1.756,71.725,0
California_conventional,2017-04-23,5637.3,1.26,2027.855,1521.895,162.007,1849.563,6.323,69.658,0
California_conventional,2017-04-30,5889.669,1.25,2197.824,1689.226,157.509,1770.414,2.533,72.164,0
California_conventional,2017-05-07,7872.203,1.08,2851.51,2470.795,150.595,2314.634,3.602,81.066,0
California_conventional,2017-05-14,6370.622,1.17,2375.685,1570.245,134.826,2216.4,4.799,68.668,0
California_conventional,2017-05-21,5599.003,1.35,2077.114,1627.754,137.755,1685.047,3.943,67.391,0
California_conventional,2017-05-28,6160.752,1.32,2307.94,1793.496,153.502,1829.396,3.224,73.193,0
California_conventional,2017-06-04,6507.094,1.2,2378.539,1580.024,141.32,2348.868,4.428,53.913,0
California_conventional,2017-06-11,6177.216,1.22,2302.945,1517.908,188.258,2095.827,5.599,66.679,0
California_conventional,2017-06-18,6599.049,1.2,2691.572,1650.089,191.313,1989.159,5.913,71.003,0
California_conventional,2017-06-25,6999.256,1.15,2706.875,1977.95,191.069,2061.235,5.203,56.924,0
California_conventional,2017-07-02,6607.293,1.28,2527.124,1942.683,224.121,1844.798,4.337,64.229,0
California_conventional,2017-07-09,6499.668,1.28,2634.902,1818.683,207.945,1767.977,5.215,64.946,0
California_conventional,2017-07-16,5405.19,1.49,2319.57,1821.613,178.446,1007.608,22.434,55.519,0
California_conventional,2017-07-23,5188.483,1.46,2201.005,1738.865,151.425,1018.813,20.424,57.951,0
California_conventional,2017-07-30,5571.001,1.38,2179.2,2206.571,152.942,948.516,28.337,55.435,0
California_conventional,2017-08-06,5655.955,1.36,2313.743,1892.14,159.763,1201.487,30.453,58.369,0
California_conventional,2017-08-13,5862.368,1.26,2346.711,2079.376,190.313,1160.556,32.819,52.593,0
California_conventional,2017-08-20,4524.975,1.64,1995.269,1293.18,165.218,986.593,33.842,50.873,0
California_conventional,2017-08-27,4360.014,1.78,1889.887,1420.373,157.338,830.646,19.482,42.287,0
California_conventional,2017-09-03,4648.718,1.65,1856.634,1720.931,168.178,839.52,21.358,42.097,0
California_conventional,2017-09-10,4380.657,1.71,1677.368,1599.511,141.899,904.618,19.58,37.68,0
California_conventional,2017-09-17,4167.531,1.72,1571.53,1556.656,128.019,860.705,18.473,32.148,0
California_conventional,2017-09-24,3937.001,1.74,1383.48,1575.761,119.703,801.573,24.212,32.272,0
California_organic,2016-08-14,208.957,1.47,28.111,84.313,0.036,88.975,7.522,0.0,1
California_organic,2016-08-21,176.65,1.53,28.269,67.091,0.003,80.495,0.792,0.0,1
California_organic,2016-08-28,175.423,1.63,20.282,79.272,0.009,74.992,0.867,0.0,1
California_organic,2016-09-04,178.322,1.65,19.885,82.532,0.0,72.625,3.28,0.0,1
California_organic,2016-09-11,187.618,1.55,22.135,97.386,0.028,65.804,2.265,0.0,1
California_organic,2016-09-18,139.323,1.84,19.98,76.88,0.003,36.712,5.749,0.0,1
California_organic,2016-09-25,123.708,1.95,12.971,73.572,0.011,32.297,4.858,0.0,1
California_organic,2016-10-02,138.995,1.91,15.506,70.707,0.022,46.875,5.885,0.0,1
California_organic,2016-10-09,128.967,1.98,15.488,67.538,0.012,45.197,0.731,0.0,1
California_organic,2016-10-16,95.599,2.02,13.352,54.624,0.008,27.404,0.21,0.0,1
California_organic,2016-10-23,75.898,2.58,9.139,53.304,0.006,13.409,0.039,0.0,1
California_organic,2016-10-30,96.095,2.49,17.621,52.99,0.002,17.096,8.386,0.0,1
California_organic,2016-11-06,119.037,2.37,22.14,56.358,0.0,27.969,12.571,0.0,1
California_organic,2016-11-13,122.1,2.13,21.826,51.896,0.008,38.872,9.498,0.0,1
California_organic,2016-11-20,107.587,2.1,18.29,44.679,0.012,39.261,5.346,0.0,1
California_organic,2016-11-27,111.852,2.04,21.468,49.401,0.009,34.502,6.471,0.0,1
California_organic,2016-12-04,116.895,1.89,24.443,50.936,0.011,38.051,3.455,0.0,1
California_organic,2016-12-11,128.205,1.64,20.011,59.84,0.049,37.234,11.07,0.0,1
California_organic,2016-12-18,122.728,1.61,18.006,60.994,0.177,37.872,5.68,0.0,1
California_organic,2016-12-25,132.89,1.53,22.78,56.238,0.011,43.478,10.384,0.0,1
California_organic,2017-01-01,164.137,1.46,31.268,65.43,0.006,50.964,16.469,0.0,1
California_organic,2017-01-08,177.777,1.5,33.563,69.672,0.005,69.842,4.695,0.0,1
California_organic,2017-01-15,142.739,1.66,27.811,58.09,0.003,55.364,1.47,0.0,1
California_organic,2017-01-22,136.423,1.53,28.035,54.343,0.006,49.913,4.126,0.0,1
California_organic,2017-01-29,165.226,1.44,30.959,65.973,0.023,52.929,15.342,0.0,1
California_organic,2017-02-05,169.74,1.36,37.22,82.017,0.009,49.406,1.087,0.0,1
California_organic,2017-02-12,151.755,1.54,27.368,55.813,0.02,66.79,1.764,0.0,1
California_organic,2017-02-19,183.797,1.5,27.932,71.026,0.003,83.854,0.981,0.0,1
California_organic,2017-02-26,215.699,1.34,26.444,69.372,0.003,102.261,17.62,0.0,1
California_organic,2017-03-05,220.712,1.45,28.614,65.742,0.006,89.589,36.761,0.0,1
California_organic,2017-03-12,210.401,1.53,26.373,73.289,0.009,96.032,14.698,0.0,1
California_organic,2017-03-19,209.591,1.57,25.435,81.224,0.039,81.02,21.873,0.0,1
California_organic,2017-03-26,194.053,1.7,34.619,71.543,0.008,84.717,3.167,0.0,1
California_organic,2017-04-02,191.988,1.64,31.382,69.458,0.017,87.216,3.916,0.0,1
California_organic,2017-04-09,186.112,1.63,30.319,66.541,0.008,82.025,7.219,0.0,1
California_organic,2017-04-16,194.263,1.67,28.602,68.759,0.008,87.694,9.2,0.0,1
California_organic,2017-04-23,197.18,1.6,28.028,69.004,0.005,86.815,13.328,0.0,1
California_organic,2017-04-30,199.904,1.61,29.04,67.607,0.008,99.212,4.036,0.0,1
California_organic,2017-05-07,211.443,1.59,27.955,80.576,0.002,102.12,0.789,0.0,1
California_organic,2017-05-14,167.406,1.76,29.347,61.178,0.008,75.43,1.443,0.0,1
California_organic,2017-05-21,183.084,1.78,28.908,67.866,0.008,86.037,0.264,0.0,1
California_organic,2017-05-28,197.589,1.76,31.706,68.967,0.013,96.714,0.189,0.0,1
California_organic,2017-06-04,206.419,1.64,31.579,80.019,0.012,94.662,0.148,0.0,1
California_organic,2017-06-11,179.141,1.79,32.283,64.309,0.006,82.389,0.154,0.0,1
California_organic,2017-06-18,181.726,1.78,32.418,60.616,0.0,82.117,6.575,0.0,1
California_organic,2017-06-25,167.932,1.66,23.368,53.252,0.0,89.271,2.041,0.0,1
California_organic,2017-07-02,163.971,1.73,20.97,58.902,0.009,83.873,0.217,0.0,1
California_organic,2017-07-09,169.101,1.62,18.593,54.586,0.005,95.827,0.09,0.0,1
California_organic,2017-07-16,127.256,2.14,18.861,52.718,0.009,55.589,0.078,0.0,1
California_organic,2017-07-23,128.481,2.17,20.884,52.053,0.005,55.471,0.067,0.0,1
California_organic,2017-07-30,113.903,2.14,15.244,40.785,0.0,57.767,0.107,0.0,1
California_organic,2017-08-06,118.099,2.18,18.668,42.687,0.0,55.68,1.063,0.0,1
California_organic,2017-08-13,139.017,2.21,27.835,44.903,0.0,66.11,0.169,0.0,1
California_organic,2017-08-20,140.366,2.37,28.993,44.771,0.002,66.546,0.053,0.0,1
California_organic,2017-08-27,121.293,2.54,31.15,48.281,0.0,41.815,0.047,0.0,1
California_organic,2017-09-03,142.392,2.09,33.579,64.299,0.0,44.485,0.029,0.0,1
California_organic,2017-09-10,140.337,2.2,40.795,62.854,0.0,36.679,0.009,0.0,1
California_organic,2017-09-17,152.065,2.18,48.806,66.115,0.0,37.121,0.022,0.0,1
California_organic,2017-09-24,138.459,2.05,34.599,63.108,0.002,40.7,0.05,0.0,1
Charlotte_conventional,2016-08-14,195.251,1.4,39.824,66.724,23.025,60.86,4.818,0.0,0
Charlotte_conventional,2016-08-21,193.593,1.38,44.007,62.976,20.731,64.096,1.628,0.155,0
Charlotte_conventional,2016-08-28,187.985,1.4,54.875,57.123,15.013,58.688,1.906,0.38,0
Charlotte_conventional,2016-09-04,204.964,1.33,58.888,56.7,18.659,62.373,7.806,0.537,0
Charlotte_conventional,2016-09-11,180.989,1.42,34.441,59.554,17.914,61.215,7.86,0.005,0
Charlotte_conventional,2016-09-18,182.978,1.43,43.116,54.193,16.564,57.456,11.648,0.0,0
Charlotte_conventional,2016-09-25,189.132,1.47,54.111,53.594,17.495,55.653,8.278,0.0,0
Charlotte_conventional,2016-10-02,178.411,1.48,46.365,52.893,16.737,53.333,8.258,0.825,0
Charlotte_conventional,2016-10-09,178.236,1.51,43.326,52.19,19.42,54.704,8.597,0.0,0
Charlotte_conventional,2016-10-16,190.846,1.39,57.529,56.367,17.532,48.824,10.355,0.24,0
Charlotte_conventional,2016-10-23,167.741,1.52,54.982,39.75,20.29,47.06,5.659,0.0,0
Charlotte_conventional,2016-10-30,142.955,1.58,39.376,29.382,26.881,40.259,6.817,0.24,0
Charlotte_conventional,2016-11-06,142.096,1.57,36.841,27.501,25.306,45.862,6.586,0.0,0
Charlotte_conventional,2016-11-13,144.089,1.64,49.399,26.597,22.715,38.437,6.941,0.0,0
Charlotte_conventional,2016-11-20,135.608,1.57,44.045,28.907,13.913,42.722,6.021,0.0,0
Charlotte_conventional,2016-11-27,131.454,1.54,38.976,34.346,8.265,44.005,5.861,0.0,0
Charlotte_conventional,2016-12-04,154.743,1.34,39.222,46.286,9.452,48.017,11.766,0.0,0
Charlotte_conventional,2016-12-11,145.815,1.33,43.745,40.971,8.697,46.293,6.109,0.0,0
Charlotte_conventional,2016-12-18,144.634,1.24,35.762,46.277,7.943,44.605,10.048,0.0,0
Charlotte_conventional,2016-12-25,155.793,1.25,36.126,50.792,7.325,51.248,10.233,0.069,0
Charlotte_conventional,2017-01-01,217.052,1.21,47.765,94.572,15.036,45.92,13.711,0.047,0
Charlotte_conventional,2017-01-08,219.339,1.28,56.74,80.202,10.232,63.539,8.627,0.0,0
Charlotte_conventional,2017-01-15,196.898,1.37,39.546,84.479,9.919,52.627,10.327,0.0,0
Charlotte_conventional,2017-01-22,247.755,1.18,42.582,116.16,20.382,54.563,14.067,0.0,0
Charlotte_conventional,2017-01-29,213.609,1.33,48.873,86.136,9.147,58.829,9.63,0.994,0
Charlotte_conventional,2017-02-05,359.702,0.95,95.176,172.311,21.722,56.412,13.628,0.453,0
Charlotte_conventional,2017-02-12,206.762,1.25,58.974,74.076,8.887,59.465,5.142,0.218,0
Charlotte_conventional,2017-02-19,198.558,1.33,46.01,78.996,9.651,59.663,4.224,0.013,0
Charlotte_conventional,2017-02-26,241.553,1.26,50.33,118.607,13.182,54.951,4.484,0.0,0
Charlotte_conventional,2017-03-05,202.553,1.41,43.41,87.666,11.157,56.437,3.883,0.0,0
Charlotte_conventional,2017-03-12,207.026,1.55,48.009,87.66,8.252,58.991,4.114,0.0,0
Charlotte_conventional,2017-03-19,206.733,1.47,42.389,89.21,7.312,63.18,4.642,0.0,0
Charlotte_conventional,2017-03-26,225.272,1.48,48.844,94.478,7.656,69.701,4.593,0.0,0
Charlotte_conventional,2017-04-02,231.428,1.48,47.42,85.811,7.802,85.958,4.259,0.178,0
Charlotte_conventional,2017-04-09,201.299,1.54,50.325,75.492,6.657,64.339,4.485,0.0,0
Charlotte_conventional,2017-04-16,203.22,1.56,48.495,77.381,7.46,66.437,3.448,0.0,0
Charlotte_conventional,2017-04-23,220.97,1.5,48.221,78.265,7.619,81.394,5.472,0.0,0
Charlotte_conventional,2017-04-30,235.699,1.53,57.129,87.501,7.99,73.582,9.497,0.0,0
Charlotte_conventional,2017-05-07,303.552,1.36,76.881,106.192,11.654,98.86,9.964,0.0,0
Charlotte_conventional,2017-05-14,224.627,1.41,52.616,77.142,6.722,83.152,4.995,0.0,0
Charlotte_conventional,2017-05-21,227.842,1.5,56.078,87.873,7.712,71.311,4.869,0.0,0
Charlotte_conventional,2017-05-28,237.364,1.5,55.17,89.548,8.53,80.49,3.626,0.0,0
Charlotte_conventional,2017-06-04,226.423,1.49,59.35,86.779,7.006,65.629,6.092,1.567,0
Charlotte_conventional,2017-06-11,224.289,1.38,50.866,86.114,6.817,69.74,5.812,4.94,0
Charlotte_conventional,2017-06-18,201.838,1.43,45.497,78.803,6.332,62.169,3.516,5.52,0
Charlotte_conventional,2017-06-25,211.64,1.33,53.14,72.807,5.878,72.142,4.877,2.795,0
Charlotte_conventional,2017-07-02,224.816,1.36,60.812,76.449,6.627,71.12,5.359,4.45,0
Charlotte_conventional,2017-07-09,222.027,1.32,62.331,70.72,6.491,73.227,4.767,4.49,0
Charlotte_conventional,2017-07-16,209.534,1.38,44.53,73.163,6.036,77.573,4.561,3.67,0
Charlotte_conventional,2017-07-23,215.464,1.39,50.924,75.359,5.994,75.924,4.233,3.03,0
Charlotte_conventional,2017-07-30,212.608,1.4,54.84,81.789,6.238,63.813,4.829,1.098,0
Charlotte_conventional,2017-08-06,206.494,1.43,43.174,78.386,6.52,71.208,5.683,1.523,0
Charlotte_conventional,2017-08-13,209.771,1.47,47.263,78.915,6.255,67.363,6.83,3.144,0
Charlotte_conventional,2017-08-20,212.479,1.52,57.231,69.135,5.603,71.102,5.397,4.011,0
Charlotte_conventional,2017-08-27,208.438,1.58,60.886,65.605,5.773,69.563,5.068,1.543,0
Charlotte_conventional,2017-09-03,200.901,1.65,49.285,69.478,6.029,67.996,4.699,3.413,0
Charlotte_conventional,2017-09-10,187.823,1.69,45.96,68.912,5.424,63.281,3.375,0.87,0
Charlotte_conventional,2017-09-17,192.447,1.61,56.018,64.593,5.177,62.157,4.503,0.0,0
Charlotte_conventional,2017-09-24,186.924,1.72,47.607,71.519,5.336,57.93,4.531,0.0,0
Charlotte_organic,2016-08-14,9.721,1.82,0.409,4.531,1.158,3.603,0.02,0.0,1
Charlotte_organic,2016-08-21,9.643,1.78,0.457,3.917,1.0,4.245,0.023,0.0,1
Charlotte_organic,2016-08-28,8.617,1.78,0.339,3.83,0.738,3.656,0.053,0.0,1
Charlotte_organic,2016-09-04,8.582,1.81,0.205,4.069,0.881,3.417,0.01,0.0,1
Charlotte_organic,2016-09-11,9.581,1.75,0.251,4.141,0.724,4.326,0.14,0.0,1
Charlotte_organic,2016-09-18,9.075,1.74,0.241,3.85,0.623,3.896,0.464,0.0,1
Charlotte_organic,2016-09-25,7.99,1.8,0.281,3.611,0.676,3.102,0.319,0.0,1
Charlotte_organic,2016-10-02,8.909,1.78,0.262,3.891,0.644,4.065,0.047,0.0,1
Charlotte_organic,2016-10-09,10.309,1.64,0.246,4.952,0.76,4.276,0.075,0.0,1
Charlotte_organic,2016-10-16,9.444,1.64,0.163,4.682,0.778,3.486,0.336,0.0,1
Charlotte_organic,2016-10-23,9.343,1.64,0.148,4.509,0.812,3.4,0.473,0.0,1
Charlotte_organic,2016-10-30,10.446,1.66,0.16,4.973,1.171,3.748,0.394,0.0,1
Charlotte_organic,2016-11-06,9.664,1.92,0.209,3.144,0.729,5.234,0.349,0.0,1
Charlotte_organic,2016-11-13,8.517,1.94,0.178,2.997,0.615,4.083,0.644,0.0,1
Charlotte_organic,2016-11-20,7.881,1.95,0.102,2.878,0.555,3.908,0.438,0.0,1
Charlotte_organic,2016-11-27,6.588,2.03,0.164,2.762,0.514,2.767,0.381,0.0,1
Charlotte_organic,2016-12-04,5.851,1.99,0.093,2.473,0.346,2.603,0.336,0.0,1
Charlotte_organic,2016-12-11,7.154,1.68,0.132,2.652,0.459,3.507,0.404,0.0,1
Charlotte_organic,2016-12-18,7.485,1.59,0.129,2.824,0.518,3.515,0.499,0.0,1
Charlotte_organic,2016-12-25,6.781,1.62,0.074,2.521,0.399,3.48,0.306,0.0,1
Charlotte_organic,2017-01-01,7.225,1.7,0.121,3.135,0.489,3.126,0.354,0.0,1
Charlotte_organic,2017-01-08,11.738,1.49,0.235,4.457,0.62,5.971,0.454,0.0,1
Charlotte_organic,2017-01-15,10.672,1.5,0.149,4.643,0.57,4.703,0.607,0.0,1
Charlotte_organic,2017-01-22,8.444,1.48,0.092,3.487,0.449,3.971,0.445,0.0,1
Charlotte_organic,2017-01-29,10.053,1.5,0.132,4.706,0.521,4.139,0.556,0.0,1
Charlotte_organic,2017-02-05,8.473,1.62,0.141,3.541,0.461,4.076,0.255,0.0,1
Charlotte_organic,2017-02-12,9.09,1.63,0.148,4.04,0.419,4.32,0.162,0.0,1
Charlotte_organic,2017-02-19,9.419,1.67,0.3,4.077,0.599,4.295,0.148,0.0,1
Charlotte_organic,2017-02-26,8.5,1.7,0.22,3.918,0.542,3.467,0.353,0.0,1
Charlotte_organic,2017-03-05,6.959,1.78,0.33,3.724,0.437,2.274,0.194,0.0,1
Charlotte_organic,2017-03-12,7.142,1.86,0.227,4.486,0.589,1.841,0.0,0.0,1
Charlotte_organic,2017-03-19,6.033,1.96,0.29,4.579,0.556,0.27,0.338,0.0,1
Charlotte_organic,2017-03-26,8.724,2.01,0.276,5.908,0.559,1.582,0.398,0.0,1
Charlotte_organic,2017-04-02,10.32,1.95,0.278,6.849,0.639,1.829,0.725,0.0,1
Charlotte_organic,2017-04-09,8.815,2.02,0.248,5.76,0.705,1.909,0.193,0.0,1
Charlotte_organic,2017-04-16,8.798,2.05,0.3,6.235,0.655,1.6,0.008,0.0,1
Charlotte_organic,2017-04-23,7.041,2.58,0.281,4.591,0.403,1.766,0.0,0.0,1
Charlotte_organic,2017-04-30,7.23,2.53,0.291,4.785,0.414,1.615,0.126,0.0,1
Charlotte_organic,2017-05-07,8.084,2.31,0.146,5.187,0.414,1.778,0.559,0.0,1
Charlotte_organic,2017-05-14,9.005,2.21,0.421,6.462,0.585,1.27,0.267,0.0,1
Charlotte_organic,2017-05-21,7.285,2.48,0.257,4.833,0.439,1.583,0.174,0.0,1
Charlotte_organic,2017-05-28,8.255,2.5,0.314,5.327,0.398,1.79,0.426,0.0,1
Charlotte_organic,2017-06-04,7.061,2.47,0.296,4.784,0.343,1.639,0.0,0.0,1
Charlotte_organic,2017-06-11,9.586,2.15,0.285,4.583,0.302,4.416,0.0,0.0,1
Charlotte_organic,2017-06-18,8.382,2.03,0.08,4.88,0.337,3.081,0.003,0.0,1
Charlotte_organic,2017-06-25,9.404,1.99,0.032,5.153,0.284,3.926,0.01,0.0,1
Charlotte_organic,2017-07-02,8.194,2.09,0.046,5.111,0.372,2.661,0.004,0.0,1
Charlotte_organic,2017-07-09,8.789,2.06,0.006,5.37,0.348,3.064,0.0,0.0,1
Charlotte_organic,2017-07-16,9.447,1.99,0.013,5.361,0.377,3.693,0.003,0.0,1
Charlotte_organic,2017-07-23,9.136,2.0,0.023,5.298,0.391,3.425,0.0,0.0,1
Charlotte_organic,2017-07-30,8.476,2.07,0.027,5.055,0.322,3.072,0.0,0.0,1
Charlotte_organic,2017-08-06,10.271,2.36,0.029,4.984,0.251,5.008,0.0,0.0,1
Charlotte_organic,2017-08-13,10.438,2.35,0.033,4.739,0.243,5.419,0.004,0.0,1
Charlotte_organic,2017-08-20,10.483,2.48,0.092,4.682,0.201,5.501,0.007,0.0,1
Charlotte_organic,2017-08-27,9.802,2.83,0.066,4.586,0.175,4.971,0.003,0.0,1
Charlotte_organic,2017-09-03,10.311,2.82,0.018,4.696,0.242,5.203,0.152,0.0,1
Charlotte_organic,2017-09-10,10.287,2.8,0.069,4.094,0.222,5.892,0.009,0.0,1
Charlotte_organic,2017-09-17,8.821,2.77,0.023,4.306,0.157,4.169,0.167,0.0,1
Charlotte_organic,2017-09-24,10.375,2.55,0.022,4.285,0.118,5.56,0.389,0.0,1
Chicago_conventional,2016-08-14,626.087,1.67,49.617,371.087,102.966,99.833,2.139,0.444,0
Chicago_conventional,2016-08-21,628.099,1.63,62.002,372.918,87.45,102.614,1.582,1.533,0
Chicago_conventional,2016-08-28,621.716,1.6,54.971,373.442,93.289,92.534,4.244,3.235,0
Chicago_conventional,2016-09-04,670.453,1.6,77.982,415.925,91.324,82.377,2.32,0.527,0
Chicago_conventional,2016-09-11,635.036,1.67,80.472,355.229,99.521,97.15,2.085,0.579,0
Chicago_conventional,2016-09-18,600.39,1.7,74.369,340.54,97.901,80.619,0.802,6.158,0
Chicago_conventional,2016-09-25,553.864,1.8,40.601,337.874,98.809,65.666,0.744,10.17,0
Chicago_conventional,2016-10-02,509.216,1.83,37.926,311.086,90.495,58.004,0.531,11.174,0
Chicago_conventional,2016-10-09,515.146,1.82,40.105,314.006,90.032,60.216,0.969,9.818,0
Chicago_conventional,2016-10-16,523.683,1.8,52.2,324.241,75.842,61.522,1.048,8.83,0
Chicago_conventional,2016-10-23,431.274,1.84,46.709,251.075,68.235,55.554,0.79,8.911,0
Chicago_conventional,2016-10-30,375.214,2.07,33.565,226.981,60.261,48.14,1.587,4.68,0
Chicago_conventional,2016-11-06,376.477,2.07,31.207,224.562,61.666,57.804,1.096,0.143,0
Chicago_conventional,2016-11-13,436.711,1.82,34.385,265.007,73.022,63.466,0.594,0.238,0
Chicago_conventional,2016-11-20,694.873,1.13,134.285,422.382,80.126,55.015,0.998,2.067,0
Chicago_conventional,2016-11-27,581.639,1.1,151.462,291.206,81.651,56.502,0.798,0.02,0
Chicago_conventional,2016-12-04,624.751,1.27,90.158,372.929,94.496,64.475,0.621,2.071,0
Chicago_conventional,2016-12-11,734.954,1.09,84.616,449.932,103.933,87.752,1.102,7.619,0
Chicago_conventional,2016-12-18,631.117,1.18,92.76,363.658,101.491,65.278,1.066,6.864,0
Chicago_conventional,2016-12-25,616.654,1.22,67.146,352.087,110.167,81.571,0.955,4.727,0
Chicago_conventional,2017-01-01,803.349,1.15,87.696,531.287,114.647,63.551,1.078,5.089,0
Chicago_conventional,2017-01-08,822.522,1.16,79.63,499.836,151.447,81.468,1.42,8.721,0
Chicago_conventional,2017-01-15,776.821,1.23,78.836,480.072,142.55,67.302,1.595,6.465,0
Chicago_conventional,2017-01-22,845.066,1.21,120.093,497.236,136.329,83.228,1.68,6.5,0
Chicago_conventional,2017-01-29,830.499,1.1,86.213,511.366,135.946,85.616,1.691,9.667,0
Chicago_conventional,2017-02-05,1621.254,0.7,378.806,912.672,224.554,94.444,1.937,8.84,0
Chicago_conventional,2017-02-12,874.35,1.05,144.293,454.381,187.794,81.976,2.104,3.801,0
Chicago_conventional,2017-02-19,728.402,1.27,61.491,461.727,133.54,64.795,1.514,5.334,0
Chicago_conventional,2017-02-26,674.827,1.61,52.554,442.526,110.939,62.915,1.403,4.49,0
Chicago_conventional,2017-03-05,680.803,1.62,59.137,454.626,98.165,62.918,1.104,4.853,0
Chicago_conventional,2017-03-12,665.365,1.66,59.93,446.178,105.821,47.528,1.347,4.56,0
Chicago_conventional,2017-03-19,678.898,1.64,61.928,448.963,103.001,61.719,0.814,2.473,0
Chicago_conventional,2017-03-26,656.875,1.64,60.039,432.87,101.929,56.905,1.563,3.568,0
Chicago_conventional,2017-04-02,676.301,1.65,64.888,452.599,97.671,56.001,0.935,4.207,0
Chicago_conventional,2017-04-09,699.592,1.65,70.04,454.692,102.228,63.363,2.626,6.645,0
Chicago_conventional,2017-04-16,742.675,1.65,65.083,490.302,104.458,75.156,2.308,5.369,0
Chicago_conventional,2017-04-23,719.367,1.63,81.46,470.215,94.82,66.654,1.912,4.307,0
Chicago_conventional,2017-04-30,787.324,1.62,81.817,498.58,125.905,72.855,2.421,5.746,0
Chicago_conventional,2017-05-07,976.085,1.51,133.905,591.928,162.708,75.729,2.304,9.511,0
Chicago_conventional,2017-05-14,792.533,1.6,99.653,470.28,147.524,68.907,2.127,4.041,0
Chicago_conventional,2017-05-21,764.241,1.64,67.698,496.38,123.099,67.0,2.74,7.323,0
