series,hour_num,value
T125,622,531.0
T125,623,356.0
T125,624,278.0
T125,625,196.0
T125,626,146.0
T125,627,73.0
T125,628,67.0
T125,629,49.0
T125,630,31.0
T125,631,61.0
T125,632,63.0
T125,633,218.0
T125,634,480.0
T125,635,1136.0
T125,636,1661.0
T125,637,2115.0
T125,638,2523.0
T125,639,2770.0
T125,640,2761.0
T125,641,2401.0
T125,642,1565.0
T125,643,839.0
T125,644,412.0
T125,645,284.0
T125,646,255.0
T125,647,240.0
T125,648,214.0
T125,649,169.0
T125,650,113.0
T125,651,163.0
T125,652,113.0
T125,653,69.0
T125,654,52.0
T125,655,35.0
T125,656,38.0
T125,657,92.0
T125,658,308.0
T125,659,755.0
T125,660,1325.0
T125,661,1673.0
T125,662,2099.0
T125,663,2338.0
T125,664,2362.0
T125,665,1773.0
T125,666,1118.0
T125,667,424.0
T125,668,328.0
T125,669,180.0
T125,670,139.0
T125,671,84.0
T125,672,66.0
T125,673,39.0
T125,674,30.0
T125,675,22.0
T125,676,18.0
T125,677,16.0
T125,678,20.0
T125,679,90.0
T125,680,195.0
T125,681,509.0
T125,682,731.0
T125,683,1028.0
T125,684,1553.0
T125,685,2664.0
T125,686,3442.0
T125,687,2529.0
T125,688,2702.0
T125,689,2177.0
T125,690,1756.0
T125,691,882.0
T125,692,319.0
T125,693,207.0
T125,694,153.0
T125,695,108.0
T125,696,78.0
T125,697,35.0
T125,698,14.0
T125,699,28.0
T125,700,13.0
T125,701,13.0
T125,702,25.0
T125,703,72.0
T125,704,232.0
T125,705,553.0
T125,706,627.0
T125,707,978.0
T125,708,1538.0
T125,709,2766.0
T125,710,3133.0
T125,711,2534.0
T125,712,2322.0
T125,713,1952.0
T125,714,1495.0
T125,715,739.0
T125,716,355.0
T125,717,272.0
T125,718,168.0
T125,719,95.0
T125,720,76.0
T125,721,64.0
T125,722,114.0
T125,723,24.0
T125,724,20.0
T125,725,15.0
T125,726,41.0
T125,727,117.0
T125,728,344.0
T125,729,774.0
T125,730,812.0
T125,731,1292.0
T125,732,2186.0
T125,733,3832.0
T125,734,4328.0
T125,735,3141.0
T125,736,3247.0
T125,737,3057.0
T125,738,2603.0
T125,739,1073.0
T125,740,545.0
T125,741,384.0
T125,742,235.0
T125,743,202.0
T125,744,148.0
T125,745,59.0
T125,746,111.0
T125,747,29.0
T125,748,18.0
T130,375,856.0
T130,376,797.0
T130,377,688.0
T130,378,1151.0
T130,379,2821.0
T130,380,2313.0
T130,381,390.0
T130,382,463.0
T130,383,151.0
T130,384,133.0
T130,385,42.0
T130,386,30.0
T130,387,43.0
T130,388,42.0
T130,389,185.0
T130,390,704.0
T130,391,1069.0
T130,392,4147.0
T130,393,1323.0
T130,394,4227.0
T130,395,2365.0
T130,396,1700.0
T130,397,770.0
T130,398,758.0
T130,399,673.0
T130,400,254.0
T130,401,289.0
T130,402,621.0
T130,403,2031.0
T130,404,1855.0
T130,405,111.0
T130,406,117.0
T130,407,24.0
T130,408,17.0
T130,409,11.0
T130,410,11.0
T130,411,10.0
T130,412,21.0
T130,413,20.0
T130,414,57.0
T130,415,206.0
T130,416,319.0
T130,417,140.0
T130,418,123.0
T130,419,141.0
T130,420,263.0
T130,421,282.0
T130,422,270.0
T130,423,184.0
T130,424,221.0
T130,425,265.0
T130,426,351.0
T130,427,1275.0
T130,428,877.0
T130,429,100.0
T130,430,58.0
T130,431,293.0
T130,432,13.0
T130,433,16.0
T130,434,13.0
T130,435,36.0
T130,436,20.0
T130,437,15.0
T130,438,84.0
T130,439,198.0
T130,440,249.0
T130,441,105.0
T130,442,69.0
T130,443,249.0
T130,444,73.0
T130,445,228.0
T130,446,253.0
T130,447,149.0
T130,448,209.0
T130,449,130.0
T130,450,296.0
T130,451,245.0
T130,452,103.0
T130,453,30.0
T130,454,34.0
T130,455,38.0
T130,456,18.0
T130,457,12.0
T130,458,14.0
T130,459,11.0
T130,460,13.0
T130,461,11.0
T130,462,27.0
T130,463,167.0
T130,464,587.0
T130,465,319.0
T130,466,177.0
T130,467,107.0
T130,468,117.0
T130,469,147.0
T130,470,210.0
T130,471,142.0
T130,472,132.0
T130,473,118.0
T130,474,269.0
T130,475,238.0
T130,476,152.0
T130,477,35.0
T130,478,64.0
T130,479,30.0
T130,480,15.0
T130,481,10.0
T130,482,12.0
T130,483,10.0
T130,484,11.0
T130,485,20.0
T130,486,37.0
T130,487,66.0
T130,488,259.0
T130,489,167.0
T130,490,126.0
T130,491,81.0
T130,492,224.0
T130,493,113.0
T130,494,197.0
T130,495,122.0
T130,496,138.0
T130,497,67.0
T130,498,243.0
T130,499,247.0
T130,500,118.0
T130,501,28.0
T130,502,62.0
T130,503,41.0
T130,504,31.0
T130,505,17.0
T130,506,26.0
T130,507,21.0
T130,508,13.0
T130,509,11.0
T130,510,19.0
T130,511,52.0
T130,512,306.0
T130,513,111.0
T130,514,114.0
T130,515,121.0
T130,516,278.0
T130,517,149.0
T130,518,331.0
T130,519,270.0
T130,520,500.0
T130,521,98.0
T130,522,396.0
T130,523,203.0
T130,524,240.0
T130,525,32.0
T130,526,73.0
T130,527,76.0
T130,528,59.0
T130,529,17.0
T130,530,17.0
T130,531,14.0
T130,532,19.0
T130,533,10.0
T130,534,16.0
T130,535,22.0
T130,536,96.0
T130,537,36.0
T130,538,115.0
T130,539,128.0
T130,540,410.0
T130,541,38.0
T130,542,241.0
T130,543,329.0
T130,544,652.0
T130,545,55.0
T130,546,311.0
T130,547,215.0
T130,548,199.0
T130,549,25.0
T130,550,97.0
T130,551,96.0
T130,552,72.0
T130,553,10.0
T130,554,23.0
T130,555,28.0
T130,556,29.0
T130,557,10.0
T130,558,50.0
T130,559,44.0
T130,560,132.0
T130,561,26.0
T130,562,174.0
T130,563,222.0
T130,564,719.0
T130,565,27.0
T130,566,474.0
T130,567,468.0
T130,568,921.0
T130,569,37.0
T130,570,311.0
T130,571,232.0
T130,572,193.0
T130,573,13.0
T130,574,95.0
T130,575,62.0
T130,576,25.0
T130,577,10.0
T130,578,15.0
T130,579,15.0
T130,580,13.0
T130,581,11.0
T130,582,21.0
T130,583,138.0
T130,584,253.0
T130,585,367.0
T130,586,112.0
T130,587,104.0
T130,588,177.0
T130,589,437.0
T130,590,352.0
T130,591,334.0
T130,592,209.0
T130,593,366.0
T130,594,390.0
T130,595,385.0
T130,596,214.0
T130,597,152.0
T130,598,85.0
T130,599,56.0
T130,600,39.0
T130,601,14.0
T130,602,10.0
T130,603,10.0
T130,604,67.0
T130,605,18.0
T130,606,22.0
T130,607,93.0
T130,608,257.0
T130,609,464.0
T130,610,119.0
T130,611,146.0
T130,612,174.0
T130,613,477.0
T130,614,437.0
T130,615,192.0
T130,616,179.0
T130,617,399.0
T130,618,402.0
T130,619,350.0
T130,620,170.0
T130,621,135.0
T130,622,59.0
T130,623,55.0
T130,624,29.0
T130,625,19.0
T130,626,13.0
T130,627,11.0
T130,628,10.0
T130,629,24.0
T130,630,13.0
T130,631,148.0
T130,632,236.0
T130,633,437.0
T130,634,102.0
T130,635,126.0
T130,636,214.0
T130,637,581.0
T130,638,271.0
T130,639,206.0
T130,640,355.0
T130,641,233.0
T130,642,217.0
T130,643,321.0
T130,644,212.0
T130,645,126.0
T130,646,33.0
T130,647,35.0
T130,648,27.0
T130,649,24.0
T130,650,14.0
T130,651,12.0
T130,652,11.0
T130,653,21.0
T130,654,14.0
T130,655,74.0
T130,656,252.0
T130,657,407.0
T130,658,68.0
T130,659,154.0
T130,660,137.0
T130,661,833.0
T130,662,150.0
T130,663,284.0
T130,664,255.0
T130,665,641.0
T130,666,135.0
T130,667,324.0
T130,668,150.0
T130,669,129.0
T130,670,23.0
T130,671,26.0
T130,672,27.0
T130,673,21.0
T130,674,25.0
T130,675,13.0
T130,676,13.0
T130,677,15.0
T130,678,18.0
T130,679,106.0
T130,680,205.0
T130,681,402.0
T130,682,37.0
T130,683,125.0
T130,684,219.0
T130,685,599.0
T130,686,78.0
T130,687,310.0
T130,688,272.0
T130,689,728.0
T130,690,79.0
T130,691,316.0
T130,692,268.0
T130,693,226.0
T130,694,39.0
T130,695,133.0
T130,696,99.0
T130,697,60.0
T130,698,12.0
T130,699,15.0
T130,700,11.0
T130,701,20.0
T130,702,11.0
T130,703,40.0
T130,704,80.0
T130,705,215.0
T130,706,30.0
T130,707,225.0
T130,708,367.0
T130,709,1034.0
T130,710,36.0
T130,711,629.0
T130,712,714.0
T130,713,1213.0
T130,714,21.0
T130,715,401.0
T130,716,214.0
T130,717,241.0
T130,718,14.0
T130,719,127.0
T130,720,71.0
T130,721,67.0
T130,722,10.0
T130,723,15.0
T130,724,14.0
T130,725,19.0
T130,726,11.0
T130,727,21.0
T130,728,64.0
T130,729,99.0
T130,730,136.0
T130,731,218.0
T130,732,280.0
T130,733,308.0
T130,734,342.0
T130,735,399.0
T130,736,442.0
T130,737,452.0
T130,738,336.0
T130,739,257.0
T130,740,329.0
T130,741,43.0
T130,742,46.0
T130,743,215.0
T130,744,18.0
T130,745,17.0
T130,746,11.0
T130,747,13.0
T130,748,12.0
T131,375,71.0
T131,376,116.0
T131,377,83.0
T131,378,165.0
T131,379,85.0
T131,380,55.0
T131,381,25.0
T131,382,35.0
T131,383,23.0
T131,384,13.0
T131,385,12.0
T131,386,10.0
T131,387,10.0
T131,388,11.0
T131,389,10.0
T131,390,18.0
T131,391,107.0
T131,392,83.0
T131,393,117.0
T131,394,74.0
T131,395,43.0
T131,396,48.0
T131,397,123.0
T131,398,89.0
T131,399,68.0
T131,400,119.0
T131,401,111.0
T131,402,144.0
T131,403,86.0
T131,404,57.0
T131,405,34.0
T131,406,30.0
T131,407,21.0
T131,408,34.0
T131,409,12.0
T131,410,11.0
T131,411,10.0
T131,412,10.0
T131,413,14.0
T131,414,16.0
T131,415,98.0
T131,416,98.0
T131,417,117.0
T131,418,71.0
T131,419,50.0
T131,420,69.0
T131,421,143.0
T131,422,114.0
T131,423,75.0
T131,424,119.0
T131,425,98.0
T131,426,162.0
T131,427,93.0
T131,428,67.0
T131,429,44.0
T131,430,49.0
T131,431,22.0
T131,432,19.0
T131,433,10.0
T131,434,10.0
T131,435,10.0
T131,436,10.0
T131,437,10.0
T131,438,20.0
T131,439,86.0
T131,440,85.0
T131,441,141.0
T131,442,78.0
T131,443,60.0
T131,444,82.0
T131,445,96.0
T131,446,118.0
T131,447,91.0
T131,448,121.0
T131,449,124.0
T131,450,142.0
T131,451,130.0
T131,452,104.0
T131,453,43.0
T131,454,37.0
T131,455,157.0
T131,456,23.0
T131,457,20.0
T131,458,14.0
T131,459,13.0
T131,460,21.0
T131,461,11.0
T131,462,14.0
T131,463,24.0
T131,464,22.0
T131,465,33.0
T131,466,39.0
T131,467,62.0
T131,468,66.0
T131,469,68.0
T131,470,72.0
T131,471,84.0
T131,472,57.0
T131,473,55.0
T131,474,70.0
T131,475,67.0
T131,476,64.0
T131,477,29.0
T131,478,87.0
T131,479,46.0
T131,480,38.0
T131,481,33.0
T131,482,20.0
T131,483,12.0
T131,484,20.0
T131,485,11.0
T131,486,11.0
T131,487,14.0
T131,488,23.0
T131,489,52.0
T131,490,61.0
T131,491,97.0
T131,492,71.0
T131,493,127.0
T131,494,100.0
T131,495,107.0
T131,496,63.0
T131,497,55.0
T131,498,56.0
T131,499,31.0
T131,500,20.0
T131,501,29.0
T131,502,14.0
T131,503,12.0
T131,504,13.0
T131,505,10.0
T131,506,10.0
T131,507,10.0
T131,508,10.0
T131,509,11.0
T131,510,22.0
T131,511,99.0
T131,512,77.0
T131,513,139.0
T131,514,62.0
T131,515,52.0
T131,516,72.0
T131,517,150.0
T131,518,134.0
T131,519,69.0
T131,520,111.0
T131,521,95.0
T131,522,154.0
T131,523,110.0
T131,524,48.0
T131,525,33.0
T131,526,27.0
T131,527,17.0
T131,528,14.0
T131,529,10.0
T131,530,10.0
T131,531,10.0
T131,532,10.0
T131,533,10.0
T131,534,21.0
T131,535,91.0
T131,536,104.0
T131,537,152.0
T131,538,54.0
T131,539,37.0
T131,540,54.0
T131,541,118.0
T131,542,115.0
T131,543,55.0
T131,544,118.0
T131,545,101.0
T131,546,168.0
T131,547,77.0
T131,548,37.0
T131,549,26.0
T131,550,15.0
T131,551,15.0
T131,552,16.0
T131,553,10.0
T131,554,14.0
T131,555,12.0
T131,556,10.0
T131,557,10.0
T131,558,23.0
T131,559,111.0
T131,560,91.0
T131,561,140.0
T131,562,67.0
T131,563,66.0
T131,564,57.0
T131,565,139.0
T131,566,115.0
T131,567,90.0
T131,568,118.0
T131,569,116.0
T131,570,146.0
T131,571,98.0
T131,572,48.0
T131,573,38.0
T131,574,33.0
T131,575,15.0
T131,576,20.0
T131,577,14.0
T131,578,12.0
T131,579,10.0
T131,580,13.0
T131,581,11.0
T131,582,20.0
T131,583,84.0
T131,584,84.0
T131,585,134.0
T131,586,80.0
T131,587,52.0
T131,588,76.0
T131,589,142.0
T131,590,98.0
T131,591,63.0
T131,592,106.0
T131,593,111.0
T131,594,158.0
T131,595,109.0
T131,596,65.0
T131,597,28.0
T131,598,22.0
T131,599,21.0
T131,600,20.0
T131,601,12.0
T131,602,10.0
T131,603,12.0
T131,604,10.0
T131,605,11.0
T131,606,22.0
T131,607,97.0
T131,608,94.0
T131,609,140.0
T131,610,67.0
T131,611,62.0
T131,612,76.0
T131,613,108.0
T131,614,117.0
T131,615,82.0
T131,616,115.0
T131,617,117.0
T131,618,149.0
T131,619,110.0
T131,620,67.0
T131,621,27.0
T131,622,44.0
T131,623,42.0
T131,624,34.0
T131,625,20.0
T131,626,10.0
T131,627,15.0
T131,628,15.0
T131,629,10.0
T131,630,12.0
T131,631,31.0
T131,632,26.0
T131,633,51.0
T131,634,59.0
T131,635,94.0
T131,636,88.0
T131,637,87.0
T131,638,78.0
T131,639,81.0
T131,640,72.0
T131,641,91.0
T131,642,60.0
T131,643,45.0
T131,644,48.0
T131,645,34.0
T131,646,31.0
T131,647,16.0
T131,648,28.0
T131,649,16.0
T131,650,10.0
T131,651,13.0
T131,652,14.0
T131,653,10.0
T131,654,10.0
T131,655,12.0
T131,656,29.0
T131,657,44.0
T131,658,73.0
T131,659,101.0
T131,660,117.0
T131,661,139.0
T131,662,142.0
T131,663,93.0
T131,664,177.0
T131,665,197.0
T131,666,65.0
T131,667,43.0
T131,668,236.0
T131,669,28.0
T131,670,15.0
T131,671,14.0
T131,672,18.0
T131,673,10.0
T131,674,10.0
T131,675,10.0
T131,676,10.0
T131,677,10.0
T131,678,15.0
T131,679,40.0
T131,680,85.0
T131,681,127.0
T131,682,75.0
T131,683,36.0
T131,684,64.0
T131,685,137.0
T131,686,167.0
T131,687,84.0
T131,688,91.0
T131,689,95.0
T131,690,185.0
T131,691,167.0
T131,692,56.0
T131,693,37.0
T131,694,27.0
T131,695,11.0
T131,696,17.0
T131,697,10.0
T131,698,10.0
T131,699,10.0
T131,700,10.0
T131,701,10.0
T131,702,18.0
T131,703,100.0
T131,704,79.0
T131,705,139.0
T131,706,64.0
T131,707,41.0
T131,708,58.0
T131,709,131.0
T131,710,79.0
T131,711,49.0
T131,712,106.0
T131,713,84.0
T131,714,109.0
T131,715,85.0
T131,716,62.0
T131,717,30.0
T131,718,41.0
T131,719,22.0
T131,720,18.0
T131,721,14.0
T131,722,13.0
T131,723,12.0
T131,724,10.0
T131,725,10.0
T131,726,17.0
T131,727,108.0
T131,728,81.0
T131,729,120.0
T131,730,67.0
T131,731,44.0
T131,732,42.0
T131,733,96.0
T131,734,73.0
T131,735,58.0
T131,736,108.0
T131,737,82.0
T131,738,133.0
T131,739,72.0
T131,740,54.0
T131,741,24.0
T131,742,14.0
T131,743,24.0
T131,744,14.0
T131,745,11.0
T131,746,10.0
T131,747,11.0
T131,748,10.0
T134,375,105.0
T134,376,77.0
T134,377,86.0
T134,378,80.0
T134,379,86.0
T134,380,44.0
T134,381,48.0
T134,382,41.0
T134,383,38.0
T134,384,16.0
T134,385,10.0
T134,386,18.0
T134,387,12.0
T134,388,16.0
T134,389,10.0
T134,390,10.0
T134,391,30.0
T134,392,43.0
T134,393,42.0
T134,394,39.0
T134,395,39.0
T134,396,55.0
T134,397,144.0
T134,398,126.0
T134,399,99.0
T134,400,103.0
T134,401,70.0
T134,402,65.0
T134,403,56.0
T134,404,50.0
T134,405,75.0
T134,406,32.0
T134,407,43.0
T134,408,11.0
T134,409,13.0
T134,410,14.0
T134,411,17.0
T134,412,10.0
T134,413,10.0
T134,414,11.0
T134,415,18.0
T134,416,23.0
T134,417,31.0
T134,418,40.0
T134,419,56.0
T134,420,98.0
T134,421,167.0
T134,422,220.0
T134,423,126.0
T134,424,106.0
T134,425,73.0
T134,426,63.0
T134,427,61.0
T134,428,75.0
T134,429,58.0
T134,430,47.0
T134,431,37.0
T134,432,14.0
T134,433,10.0
T134,434,12.0
T134,435,17.0
T134,436,10.0
T134,437,12.0
T134,438,11.0
T134,439,24.0
T134,440,25.0
T134,441,34.0
T134,442,29.0
T134,443,55.0
T134,444,100.0
T134,445,191.0
T134,446,231.0
T134,447,162.0
T134,448,133.0
T134,449,125.0
T134,450,186.0
T134,451,238.0
T134,452,242.0
T134,453,158.0
T134,454,149.0
T134,455,187.0
T134,456,76.0
T134,457,44.0
T134,458,18.0
T134,459,22.0
T134,460,12.0
T134,461,12.0
T134,462,13.0
T134,463,12.0
T134,464,16.0
T134,465,32.0
T134,466,36.0
T134,467,60.0
T134,468,126.0
T134,469,161.0
T134,470,110.0
T134,471,115.0
T134,472,139.0
T134,473,141.0
T134,474,278.0
T134,475,383.0
T134,476,575.0
T134,477,239.0
T134,478,269.0
T134,479,277.0
T134,480,168.0
T134,481,44.0
T134,482,62.0
T134,483,23.0
T134,484,14.0
T134,485,12.0
T134,486,10.0
T134,487,13.0
T134,488,19.0
T134,489,44.0
T134,490,92.0
T134,491,235.0
T134,492,479.0
T134,493,595.0
T134,494,543.0
T134,495,529.0
T134,496,338.0
T134,497,312.0
T134,498,218.0
T134,499,97.0
T134,500,95.0
T134,501,49.0
T134,502,23.0
T134,503,10.0
T134,504,12.0
T134,505,11.0
T134,506,13.0
T134,507,10.0
T134,508,10.0
T134,509,10.0
T134,510,12.0
T134,511,15.0
T134,512,21.0
T134,513,30.0
T134,514,29.0
T134,515,89.0
T134,516,95.0
T134,517,147.0
T134,518,197.0
T134,519,167.0
T134,520,136.0
T134,521,114.0
T134,522,99.0
T134,523,84.0
T134,524,66.0
T134,525,78.0
T134,526,56.0
T134,527,46.0
T134,528,15.0
T134,529,12.0
T134,530,10.0
T134,531,10.0
T134,532,10.0
T134,533,10.0
T134,534,10.0
T134,535,26.0
T134,536,25.0
T134,537,31.0
T134,538,40.0
T134,539,36.0
T134,540,53.0
T134,541,161.0
T134,542,110.0
T134,543,80.0
T134,544,82.0
T134,545,109.0
T134,546,76.0
T134,547,27.0
T134,548,52.0
T134,549,49.0
T134,550,28.0
T134,551,33.0
T134,552,15.0
T134,553,11.0
T134,554,10.0
T134,555,10.0
T134,556,10.0
T134,557,10.0
T134,558,12.0
T134,559,19.0
T134,560,19.0
T134,561,45.0
T134,562,27.0
T134,563,68.0
T134,564,64.0
T134,565,200.0
T134,566,164.0
T134,567,133.0
T134,568,71.0
T134,569,60.0
T134,570,110.0
T134,571,105.0
T134,572,78.0
T134,573,39.0
T134,574,77.0
T134,575,28.0
T134,576,11.0
T134,577,10.0
T134,578,10.0
T134,579,10.0
T134,580,10.0
T134,581,10.0
T134,582,10.0
T134,583,18.0
T134,584,27.0
T134,585,46.0
T134,586,39.0
T134,587,80.0
T134,588,80.0
T134,589,191.0
T134,590,232.0
T134,591,184.0
T134,592,87.0
T134,593,118.0
T134,594,132.0
T134,595,110.0
T134,596,106.0
T134,597,54.0
T134,598,53.0
T134,599,33.0
T134,600,14.0
T134,601,10.0
T134,602,19.0
T134,603,10.0
T134,604,10.0
T134,605,10.0
T134,606,12.0
T134,607,20.0
T134,608,19.0
T134,609,39.0
T134,610,52.0
T134,611,58.0
T134,612,81.0
T134,613,212.0
T134,614,226.0
T134,615,162.0
T134,616,161.0
T134,617,118.0
T134,618,157.0
T134,619,160.0
T134,620,184.0
T134,621,172.0
T134,622,217.0
T134,623,109.0
T134,624,53.0
T134,625,26.0
T134,626,11.0
T134,627,15.0
T134,628,11.0
T134,629,11.0
T134,630,10.0
T134,631,12.0
T134,632,16.0
T134,633,46.0
T134,634,35.0
T134,635,107.0
T134,636,187.0
T134,637,244.0
T134,638,308.0
T134,639,306.0
T134,640,314.0
T134,641,310.0
T134,642,244.0
T134,643,271.0
T134,644,284.0
T134,645,221.0
T134,646,274.0
T134,647,175.0
T134,648,95.0
T134,649,56.0
T134,650,25.0
T134,651,10.0
T134,652,15.0
T134,653,10.0
T134,654,10.0
T134,655,13.0
T134,656,18.0
T134,657,37.0
T134,658,106.0
T134,659,245.0
T134,660,583.0
T134,661,898.0
T134,662,991.0
T134,663,1036.0
T134,664,1072.0
T134,665,621.0
T134,666,297.0
T134,667,125.0
T134,668,125.0
T134,669,93.0
T134,670,46.0
T134,671,31.0
T134,672,11.0
T134,673,20.0
T134,674,10.0
T134,675,11.0
T134,676,10.0
T134,677,11.0
T134,678,10.0
T134,679,14.0
T134,680,41.0
T134,681,34.0
T134,682,51.0
T134,683,97.0
T134,684,143.0
T134,685,243.0
T134,686,245.0
T134,687,218.0
T134,688,164.0
T134,689,123.0
T134,690,74.0
T134,691,71.0
T134,692,68.0
T134,693,43.0
T134,694,36.0
T134,695,36.0
T134,696,13.0
T134,697,13.0
T134,698,10.0
T134,699,14.0
T134,700,10.0
T134,701,15.0
T134,702,12.0
T134,703,17.0
T134,704,19.0
T134,705,23.0
T134,706,23.0
T134,707,42.0
T134,708,75.0
T134,709,112.0
T134,710,146.0
T134,711,87.0
T134,712,109.0
T134,713,22.0
T134,714,35.0
T134,715,67.0
T134,716,71.0
T134,717,30.0
T134,718,54.0
T134,719,33.0
T134,720,18.0
T134,721,21.0
T134,722,14.0
T134,723,10.0
T134,724,10.0
T134,725,10.0
T134,726,13.0
T134,727,22.0
T134,728,21.0
T134,729,28.0
T134,730,36.0
T134,731,53.0
T134,732,65.0
T134,733,155.0
T134,734,99.0
T134,735,175.0
T134,736,164.0
T134,737,111.0
T134,738,73.0
T134,739,92.0
T134,740,54.0
T134,741,64.0
T134,742,70.0
T134,743,38.0
T134,744,13.0
T134,745,15.0
T134,746,11.0
T134,747,10.0
T134,748,12.0
T137,375,377.0
T137,376,433.0
T137,377,563.0
T137,378,972.0
T137,379,576.0
T137,380,360.0
T137,381,302.0
T137,382,359.0
T137,383,231.0
T137,384,158.0
T137,385,55.0
T137,386,35.0
T137,387,14.0
T137,388,21.0
T137,389,31.0
T137,390,47.0
T137,391,150.0
T137,392,359.0
T137,393,790.0
T137,394,413.0
T137,395,291.0
T137,396,403.0
T137,397,549.0
T137,398,702.0
T137,399,498.0
T137,400,536.0
T137,401,543.0
T137,402,1046.0
T137,403,702.0
T137,404,558.0
T137,405,241.0
T137,406,289.0
T137,407,355.0
T137,408,190.0
T137,409,66.0
T137,410,36.0
T137,411,22.0
T137,412,24.0
T137,413,45.0
T137,414,56.0
T137,415,170.0
T137,416,355.0
T137,417,764.0
T137,418,404.0
T137,419,494.0
T137,420,342.0
T137,421,733.0
T137,422,659.0
T137,423,555.0
T137,424,529.0
T137,425,593.0
T137,426,1040.0
T137,427,568.0
T137,428,393.0
T137,429,275.0
T137,430,367.0
T137,431,166.0
T137,432,201.0
T137,433,92.0
T137,434,49.0
T137,435,29.0
T137,436,17.0
T137,437,46.0
T137,438,62.0
T137,439,121.0
T137,440,333.0
T137,441,690.0
T137,442,370.0
T137,443,300.0
T137,444,367.0
T137,445,481.0
T137,446,589.0
T137,447,456.0
T137,448,498.0
T137,449,583.0
T137,450,949.0
T137,451,644.0
T137,452,462.0
T137,453,417.0
T137,454,451.0
T137,455,378.0
T137,456,385.0
T137,457,335.0
T137,458,91.0
T137,459,95.0
T137,460,67.0
T137,461,69.0
T137,462,75.0
T137,463,66.0
T137,464,84.0
T137,465,130.0
T137,466,221.0
T137,467,293.0
T137,468,268.0
T137,469,376.0
T137,470,339.0
T137,471,477.0
T137,472,402.0
T137,473,435.0
T137,474,429.0
T137,475,386.0
T137,476,351.0
T137,477,347.0
T137,478,353.0
T137,479,388.0
T137,480,370.0
T137,481,331.0
T137,482,213.0
T137,483,139.0
T137,484,87.0
T137,485,68.0
T137,486,59.0
T137,487,56.0
T137,488,98.0
T137,489,129.0
T137,490,126.0
T137,491,253.0
T137,492,322.0
T137,493,365.0
T137,494,392.0
T137,495,450.0
T137,496,414.0
T137,497,453.0
T137,498,353.0
T137,499,336.0
T137,500,327.0
T137,501,200.0
T137,502,189.0
T137,503,165.0
T137,504,142.0
T137,505,56.0
T137,506,25.0
T137,507,18.0
T137,508,21.0
T137,509,50.0
T137,510,50.0
T137,511,134.0
T137,512,304.0
T137,513,723.0
T137,514,334.0
T137,515,230.0
T137,516,318.0
T137,517,565.0
T137,518,645.0
T137,519,459.0
T137,520,483.0
T137,521,587.0
T137,522,911.0
T137,523,581.0
T137,524,312.0
T137,525,217.0
T137,526,338.0
T137,527,163.0
T137,528,151.0
T137,529,67.0
T137,530,30.0
T137,531,30.0
T137,532,31.0
T137,533,37.0
T137,534,45.0
T137,535,152.0
T137,536,345.0
T137,537,750.0
T137,538,407.0
T137,539,282.0
T137,540,280.0
T137,541,476.0
T137,542,607.0
T137,543,486.0
T137,544,452.0
T137,545,585.0
T137,546,987.0
T137,547,531.0
T137,548,303.0
T137,549,225.0
T137,550,288.0
T137,551,213.0
T137,552,199.0
T137,553,82.0
T137,554,31.0
T137,555,24.0
T137,556,26.0
T137,557,43.0
T137,558,51.0
T137,559,143.0
T137,560,350.0
T137,561,719.0
T137,562,378.0
T137,563,262.0
T137,564,380.0
T137,565,609.0
T137,566,593.0
T137,567,536.0
T137,568,563.0
T137,569,633.0
T137,570,929.0
T137,571,577.0
T137,572,444.0
T137,573,316.0
T137,574,348.0
T137,575,254.0
T137,576,191.0
T137,577,73.0
T137,578,31.0
T137,579,40.0
T137,580,14.0
T137,581,40.0
T137,582,58.0
T137,583,156.0
T137,584,352.0
T137,585,696.0
T137,586,359.0
T137,587,276.0
T137,588,416.0
T137,589,614.0
T137,590,687.0
T137,591,508.0
T137,592,535.0
T137,593,579.0
T137,594,1026.0
T137,595,605.0
T137,596,327.0
T137,597,289.0
T137,598,353.0
T137,599,295.0
T137,600,188.0
T137,601,132.0
T137,602,39.0
T137,603,25.0
T137,604,27.0
T137,605,69.0
T137,606,67.0
T137,607,138.0
T137,608,304.0
T137,609,703.0
T137,610,373.0
T137,611,289.0
T137,612,376.0
T137,613,572.0
T137,614,605.0
T137,615,504.0
T137,616,569.0
T137,617,636.0
T137,618,1033.0
T137,619,825.0
T137,620,569.0
T137,621,413.0
T137,622,524.0
T137,623,648.0
T137,624,455.0
T137,625,325.0
T137,626,139.0
T137,627,116.0
T137,628,107.0
T137,629,83.0
T137,630,67.0
T137,631,62.0
T137,632,91.0
T137,633,107.0
T137,634,203.0
T137,635,280.0
T137,636,386.0
T137,637,410.0
T137,638,456.0
T137,639,553.0
T137,640,505.0
T137,641,535.0
T137,642,511.0
T137,643,433.0
T137,644,375.0
T137,645,401.0
T137,646,407.0
T137,647,371.0
T137,648,405.0
T137,649,309.0
T137,650,234.0
T137,651,129.0
T137,652,74.0
T137,653,74.0
T137,654,54.0
T137,655,76.0
T137,656,89.0
T137,657,136.0
T137,658,178.0
T137,659,269.0
T137,660,396.0
T137,661,458.0
T137,662,488.0
T137,663,650.0
T137,664,594.0
T137,665,466.0
T137,666,546.0
T137,667,348.0
T137,668,316.0
T137,669,295.0
T137,670,269.0
T137,671,249.0
T137,672,203.0
T137,673,63.0
