series,year,value
T690,2005-01-01,2662.9
T690,2006-01-01,2655.9
T690,2007-01-01,2654.8
T690,2008-01-01,2663.6
T690,2009-01-01,2672.0
T691,1993-01-01,5148.9
T691,1994-01-01,5132.0
T691,1995-01-01,5127.0
T691,1996-01-01,5079.3
T691,1997-01-01,5063.5
T691,1998-01-01,5055.3
T691,1999-01-01,5034.6
T691,2000-01-01,5014.6
T691,2001-01-01,4993.0
T691,2002-01-01,4970.4
T691,2003-01-01,4960.2
T691,2004-01-01,4946.9
T691,2005-01-01,4940.0
T691,2006-01-01,4936.1
T691,2007-01-01,4918.9
T691,2008-01-01,4912.9
T691,2009-01-01,4895.4
T693,1993-01-01,2016.5
T693,1994-01-01,2026.2
T693,1995-01-01,2019.6
T693,1996-01-01,2019.9
T693,1997-01-01,2015.5
T693,1998-01-01,2022.5
T693,1999-01-01,2021.7
T693,2000-01-01,2029.5
T693,2001-01-01,2025.2
T693,2002-01-01,2011.5
T693,2003-01-01,2010.6
T693,2004-01-01,2008.3
T693,2005-01-01,2003.9
T693,2006-01-01,1998.9
T693,2007-01-01,1990.9
T693,2008-01-01,1980.8
T693,2009-01-01,1972.3
T697,1993-01-01,2009.8
T697,1994-01-01,2003.9
T697,1995-01-01,2024.5
T697,1996-01-01,2034.9
T697,1997-01-01,2051.2
T697,1998-01-01,2050.6
T697,1999-01-01,2057.8
T697,2000-01-01,2076.5
T697,2001-01-01,2105.4
T697,2002-01-01,2104.5
T697,2003-01-01,2107.4
T697,2004-01-01,2108.0
T697,2005-01-01,2110.5
T697,2006-01-01,2116.1
T697,2007-01-01,2123.4
T697,2008-01-01,2129.3
T697,2009-01-01,2125.5
T707,1993-01-01,3778.5
T707,1994-01-01,3759.8
T707,1995-01-01,3745.1
T707,1996-01-01,3714.6
T707,1997-01-01,3698.7
T707,1998-01-01,3681.3
T707,1999-01-01,3650.6
T707,2000-01-01,3621.4
T707,2001-01-01,3575.9
T707,2002-01-01,3517.0
T707,2003-01-01,3467.9
T707,2004-01-01,3451.4
T707,2005-01-01,3423.6
T707,2006-01-01,3428.8
T707,2007-01-01,3440.4
T707,2008-01-01,3429.8
T707,2009-01-01,3420.7
T708,1993-01-01,5174.8
T708,1994-01-01,5224.0
T708,1995-01-01,5289.2
T708,1996-01-01,5314.0
T708,1997-01-01,5316.8
T708,1998-01-01,5318.2
T708,1999-01-01,5348.5
T708,2000-01-01,5365.9
T708,2001-01-01,5388.2
T708,2002-01-01,5401.1
T708,2003-01-01,5378.8
T708,2004-01-01,5384.7
T708,2005-01-01,5393.2
T708,2006-01-01,5395.6
T708,2007-01-01,5414.8
T708,2008-01-01,5417.5
T708,2009-01-01,5446.3
T715,1993-01-01,1537.4
T715,1994-01-01,1575.4
T715,1995-01-01,1609.1
T715,1996-01-01,1637.5
T715,1997-01-01,1676.8
T715,1998-01-01,1724.3
T715,1999-01-01,1765.8
T715,2000-01-01,1778.6
T715,2001-01-01,1783.0
T715,2002-01-01,1802.1
T715,2003-01-01,1814.2
T715,2004-01-01,1831.1
T715,2005-01-01,1842.6
T715,2006-01-01,1868.9
T715,2007-01-01,1887.0
T715,2008-01-01,1907.6
T715,2009-01-01,1897.1
T716,1993-01-01,5119.3
T716,1994-01-01,5092.9
T716,1995-01-01,5084.0
T716,1996-01-01,5068.8
T716,1997-01-01,5049.8
T716,1998-01-01,5032.1
T716,1999-01-01,4981.6
T716,2000-01-01,4962.2
T716,2001-01-01,4950.7
T716,2002-01-01,4940.0
T716,2003-01-01,4948.0
T716,2004-01-01,4916.0
T716,2005-01-01,4891.3
T716,2006-01-01,4872.1
T716,2007-01-01,4850.0
T716,2008-01-01,4851.6
T716,2009-01-01,4855.7
T718,1993-01-01,3716.7
T718,1994-01-01,3730.0
T718,1995-01-01,3720.3
T718,1996-01-01,3726.8
T718,1997-01-01,3724.2
T718,1998-01-01,3712.8
T718,1999-01-01,3692.0
T718,2000-01-01,3685.7
T718,2001-01-01,3691.5
T718,2002-01-01,3680.5
T718,2003-01-01,3697.2
T718,2004-01-01,3694.8
T718,2005-01-01,3697.9
T718,2006-01-01,3736.8
T718,2007-01-01,3759.6
T718,2008-01-01,3787.8
T718,2009-01-01,3793.4
T719,1993-01-01,2662.4
T719,1994-01-01,2655.1
T719,1995-01-01,2640.5
T719,1996-01-01,2615.8
T719,1997-01-01,2596.0
T719,1998-01-01,2561.2
T719,1999-01-01,2539.2
T719,2000-01-01,2519.7
T719,2001-01-01,2476.8
T719,2002-01-01,2474.6
T719,2003-01-01,2467.5
T719,2004-01-01,2440.8
T719,2005-01-01,2416.9
T719,2006-01-01,2404.0
T719,2007-01-01,2394.4
T719,2008-01-01,2374.6
T719,2009-01-01,2368.1
T721,1993-01-01,1551.6
T721,1994-01-01,1571.2
T721,1995-01-01,1586.3
T721,1996-01-01,1590.7
T721,1997-01-01,1590.0
T721,1998-01-01,1624.2
T721,1999-01-01,1632.6
T721,2000-01-01,1640.0
T721,2001-01-01,1656.9
T721,2002-01-01,1658.7
T721,2003-01-01,1663.8
T721,2004-01-01,1674.4
T721,2005-01-01,1689.8
T721,2006-01-01,1699.8
T721,2007-01-01,1706.4
T721,2008-01-01,1705.1
T721,2009-01-01,1708.5
T767,1993-01-01,2568.34
T767,1994-01-01,2622.43
T767,1995-01-01,2671.63
T767,1996-01-01,2728.72
T767,1997-01-01,2801.95
T767,1998-01-01,2870.65
T767,1999-01-01,2937.7
T767,2000-01-01,2989.59
T767,2001-01-01,3022.81
T767,2002-01-01,3063.02
T767,2003-01-01,3093.37
T767,2004-01-01,3121.75
T767,2005-01-01,3147.02
T767,2006-01-01,3174.5
T767,2007-01-01,3202.94
T767,2008-01-01,3225.96
T767,2009-01-01,3258.81
T768,1993-01-01,1356.46
T768,1994-01-01,1370.21
T768,1995-01-01,1385.74
T768,1996-01-01,1395.62
T768,1997-01-01,1404.41
T768,1998-01-01,1415.09
T768,1999-01-01,1427.5
T768,2000-01-01,1447.78
T768,2001-01-01,1462.11
T768,2002-01-01,1480.75
T768,2003-01-01,1497.6
T768,2004-01-01,1505.06
T768,2005-01-01,1508.97
T768,2006-01-01,1513.39
T768,2007-01-01,1516.82
T768,2008-01-01,1514.5
T768,2009-01-01,1510.03
T795,1993-01-01,6377.3
T795,1994-01-01,6401.5
T795,1995-01-01,6414.6
T795,1996-01-01,6414.6
T795,1997-01-01,6421.7
T795,1998-01-01,6394.8
T795,1999-01-01,6424.3
T795,2000-01-01,6466.4
T795,2001-01-01,6477.3
T795,2002-01-01,6452.8
T795,2003-01-01,6425.2
T795,2004-01-01,6429.9
T795,2005-01-01,6385.3
T795,2006-01-01,6361.0
T795,2007-01-01,6348.6
T795,2008-01-01,6342.5
T795,2009-01-01,6296.8
T797,1993-01-01,4347.4
T797,1994-01-01,4352.1
T797,1995-01-01,4370.9
T797,1996-01-01,4395.0
T797,1997-01-01,4376.7
T797,1998-01-01,4352.7
T797,1999-01-01,4358.4
T797,2000-01-01,4340.4
T797,2001-01-01,4299.9
T797,2002-01-01,4286.5
T797,2003-01-01,4272.5
T797,2004-01-01,4251.7
T797,2005-01-01,4234.5
T797,2006-01-01,4214.2
T797,2007-01-01,4191.9
T797,2008-01-01,4161.6
T797,2009-01-01,4151.0
T811,1993-01-01,2269.0
T811,1994-01-01,2263.7
T811,1995-01-01,2269.3
T811,1996-01-01,2265.1
T811,1997-01-01,2267.3
T811,1998-01-01,2257.8
T811,1999-01-01,2257.9
T811,2000-01-01,2257.4
T811,2001-01-01,2263.3
T811,2002-01-01,2314.5
T811,2003-01-01,2288.2
T811,2004-01-01,2284.5
T811,2005-01-01,2278.2
T811,2006-01-01,2271.1
T811,2007-01-01,2276.5
T811,2008-01-01,2283.5
T811,2009-01-01,2285.1
T812,1993-01-01,4380.6
T812,1994-01-01,4459.5
T812,1995-01-01,4569.8
T812,1996-01-01,4671.1
T812,1997-01-01,4761.1
T812,1998-01-01,4855.9
T812,1999-01-01,4876.6
T812,2000-01-01,4942.3
T812,2001-01-01,5119.6
T812,2002-01-01,5172.3
T812,2003-01-01,5288.6
T812,2004-01-01,5441.7
T812,2005-01-01,5543.4
T812,2006-01-01,5669.6
T812,2007-01-01,5783.4
T812,2008-01-01,5919.0
T812,2009-01-01,6035.9
T813,1993-01-01,2556.7
T813,1994-01-01,2607.3
T813,1995-01-01,2601.7
T813,1996-01-01,2598.8
T813,1997-01-01,2598.1
T813,1998-01-01,2575.2
T813,1999-01-01,2562.3
T813,2000-01-01,2549.4
T813,2001-01-01,2512.0
T813,2002-01-01,2488.1
T813,2003-01-01,2467.8
T813,2004-01-01,2440.2
T813,2005-01-01,2402.6
T813,2006-01-01,2396.9
T813,2007-01-01,2359.8
T813,2008-01-01,2348.8
T813,2009-01-01,2336.8
T814,1993-01-01,3296.6
T814,1994-01-01,3314.7
T814,1995-01-01,3331.5
T814,1996-01-01,3394.7
T814,1997-01-01,3475.7
T814,1998-01-01,3505.9
T814,1999-01-01,3491.3
T814,2000-01-01,3490.7
T814,2001-01-01,3491.3
T814,2002-01-01,3550.1
T814,2003-01-01,3598.0
T814,2004-01-01,3691.6
T814,2005-01-01,3821.0
T814,2006-01-01,3951.6
T814,2007-01-01,4073.1
T814,2008-01-01,4134.9
T814,2009-01-01,4144.1
T822,1993-01-01,6024.0
T822,1994-01-01,6037.7
T822,1995-01-01,6088.1
T822,1996-01-01,6120.5
T822,1997-01-01,6117.2
T822,1998-01-01,6141.7
T822,1999-01-01,6185.6
T822,2000-01-01,6230.0
T822,2001-01-01,6280.0
T822,2002-01-01,6303.2
T822,2003-01-01,6328.4
T822,2004-01-01,6250.5
T822,2005-01-01,6314.5
T822,2006-01-01,6313.0
T822,2007-01-01,6287.8
T822,2008-01-01,6319.4
T822,2009-01-01,6315.0
T823,1993-01-01,2731.6
T823,1994-01-01,2754.5
T823,1995-01-01,2789.0
T823,1996-01-01,2812.4
T823,1997-01-01,2847.0
T823,1998-01-01,2863.7
T823,1999-01-01,2876.3
T823,2000-01-01,2884.3
T823,2001-01-01,2891.1
T823,2002-01-01,2908.1
T823,2003-01-01,2918.9
T823,2004-01-01,2910.9
T823,2005-01-01,2888.1
T823,2006-01-01,2888.0
T823,2007-01-01,2875.8
T823,2008-01-01,2867.0
T823,2009-01-01,2856.2
T824,1993-01-01,1310.25
T824,1994-01-01,1338.39
T824,1995-01-01,1368.97
T824,1996-01-01,1400.52
T824,1997-01-01,1429.99
T824,1998-01-01,1455.78
T824,1999-01-01,1491.37
T824,2000-01-01,1518.19
T824,2001-01-01,1545.78
T824,2002-01-01,1578.73
T824,2003-01-01,1608.28
T824,2004-01-01,1636.5
T824,2005-01-01,1656.57
T824,2006-01-01,1681.33
T824,2007-01-01,1698.68
T824,2008-01-01,1716.69
T824,2009-01-01,1732.58
T837,1993-01-01,1948.3
T837,1994-01-01,1978.4
T837,1995-01-01,1993.3
T837,1996-01-01,2018.2
T837,1997-01-01,2042.1
T837,1998-01-01,2074.8
T837,1999-01-01,2090.4
T837,2000-01-01,2101.7
T837,2001-01-01,2102.6
T837,2002-01-01,2114.3
T837,2003-01-01,2126.4
T837,2004-01-01,2134.3
T837,2005-01-01,2156.9
T837,2006-01-01,2182.9
T837,2007-01-01,2190.4
T837,2008-01-01,2186.3
T837,2009-01-01,2193.3
T838,1993-01-01,2975.7
T838,1994-01-01,2995.4
T838,1995-01-01,3032.7
T838,1996-01-01,3040.4
T838,1997-01-01,3050.0
T838,1998-01-01,3048.3
T838,1999-01-01,3025.7
T838,2000-01-01,3008.9
T838,2001-01-01,2986.9
T838,2002-01-01,2984.0
T838,2003-01-01,2995.3
T838,2004-01-01,2994.4
T838,2005-01-01,2973.3
T838,2006-01-01,2967.8
T838,2007-01-01,2853.5
T838,2008-01-01,2935.2
T838,2009-01-01,3036.6
T839,1993-01-01,2658.7
T839,1994-01-01,2672.9
T839,1995-01-01,2685.6
T839,1996-01-01,2684.1
T839,1997-01-01,2694.0
T839,1998-01-01,2696.7
T839,1999-01-01,2697.1
T839,2000-01-01,2726.7
T839,2001-01-01,2703.1
T839,2002-01-01,2705.4
T839,2003-01-01,2699.3
T839,2004-01-01,2681.0
T839,2005-01-01,2688.8
T839,2006-01-01,2697.7
T839,2007-01-01,2707.4
T839,2008-01-01,2714.3
T839,2009-01-01,2713.4
T840,1993-01-01,3479.6
T840,1994-01-01,3523.7
T840,1995-01-01,3587.2
T840,1996-01-01,3641.9
T840,1997-01-01,3699.9
T840,1998-01-01,3756.0
T840,1999-01-01,3821.7
T840,2000-01-01,3838.8
T840,2001-01-01,3841.2
T840,2002-01-01,3844.7
T840,2003-01-01,3866.2
T840,2004-01-01,3882.8
T840,2005-01-01,3903.9
T840,2006-01-01,3934.9
T840,2007-01-01,3971.0
T840,2008-01-01,4001.8
T840,2009-01-01,4002.4
T841,1993-01-01,2422.2
T841,1994-01-01,2487.8
T841,1995-01-01,2553.5
T841,1996-01-01,2585.6
T841,1997-01-01,2630.0
T841,1998-01-01,2682.5
T841,1999-01-01,2743.6
T841,2000-01-01,2783.3
T841,2001-01-01,2777.4
T841,2002-01-01,2800.8
T841,2003-01-01,2857.7
T841,2004-01-01,2903.0
T841,2005-01-01,2991.1
T841,2006-01-01,3091.4
T841,2007-01-01,3189.1
T841,2008-01-01,3245.5
T841,2009-01-01,3308.9
T844,1993-01-01,2498.3
T844,1994-01-01,2514.2
T844,1995-01-01,2515.8
T844,1996-01-01,2512.2
T844,1997-01-01,2526.0
T844,1998-01-01,2505.1
T844,1999-01-01,2490.2
T844,2000-01-01,2490.8
T844,2001-01-01,2453.7
T844,2002-01-01,2423.8
T844,2003-01-01,2415.1
T844,2004-01-01,2423.4
T844,2005-01-01,2417.5
T844,2006-01-01,2416.1
T844,2007-01-01,2407.6
T844,2008-01-01,2412.3
T844,2009-01-01,2422.6
T861,1993-01-01,1133.56
T861,1994-01-01,1145.97
T861,1995-01-01,1161.47
T861,1996-01-01,1173.49
T861,1997-01-01,1187.13
T861,1998-01-01,1202.06
T861,1999-01-01,1224.45
T861,2000-01-01,1239.8
T861,2001-01-01,1250.63
T861,2002-01-01,1265.71
T861,2003-01-01,1273.88
T861,2004-01-01,1280.74
T861,2005-01-01,1275.22
T861,2006-01-01,1268.83
T861,2007-01-01,1270.85
T861,2008-01-01,1270.68
T861,2009-01-01,1279.54
T865,1993-01-01,4450.1
T865,1994-01-01,4574.4
T865,1995-01-01,4735.8
T865,1996-01-01,4893.4
T865,1997-01-01,5070.5
T865,1998-01-01,5214.2
T865,1999-01-01,5351.4
T865,2000-01-01,5482.5
T865,2001-01-01,5596.2
T865,2002-01-01,5697.0
T865,2003-01-01,5792.3
T865,2004-01-01,5891.5
T865,2005-01-01,6007.7
T865,2006-01-01,6198.9
T865,2007-01-01,6370.9
T865,2008-01-01,6547.7
T865,2009-01-01,6661.0
T866,1993-01-01,1366.5
T866,1994-01-01,1429.89
T866,1995-01-01,1506.6
T866,1996-01-01,1578.22
T866,1997-01-01,1642.48
T866,1998-01-01,1714.04
T866,1999-01-01,1774.73
T866,2000-01-01,1835.96
T866,2001-01-01,1896.48
T866,2002-01-01,1960.03
T866,2003-01-01,2026.42
T866,2004-01-01,2104.46
T866,2005-01-01,2195.9
T866,2006-01-01,2310.3
T866,2007-01-01,2413.96
T866,2008-01-01,2496.42
T866,2009-01-01,2557.75
T867,1993-01-01,7305.4
T867,1994-01-01,7537.3
T867,1995-01-01,7736.6
T867,1996-01-01,7976.0
T867,1997-01-01,8205.4
T867,1998-01-01,8461.8
T867,1999-01-01,8730.9
T867,2000-01-01,8923.6
T867,2001-01-01,9102.0
T867,2002-01-01,9301.8
T867,2003-01-01,9487.1
T867,2004-01-01,9702.3
T867,2005-01-01,9977.5
T867,2006-01-01,10344.5
T867,2007-01-01,10652.5
T867,2008-01-01,11024.0
T867,2009-01-01,11211.2
T869,1993-01-01,9622.1
T869,1994-01-01,9794.0
T869,1995-01-01,9974.5
T869,1996-01-01,10136.4
T869,1997-01-01,10280.6
T869,1998-01-01,10464.9
T869,1999-01-01,10640.6
T869,2000-01-01,10758.1
T869,2001-01-01,10881.7
T869,2002-01-01,10934.0
T869,2003-01-01,10925.9
T869,2004-01-01,11000.1
T869,2005-01-01,11077.2
T869,2006-01-01,11216.0
T869,2007-01-01,11269.4
T869,2008-01-01,11300.8
T869,2009-01-01,11362.9
T872,1993-01-01,2700.6
T872,1994-01-01,2800.6
T872,1995-01-01,3010.0
T872,1996-01-01,3070.7
T872,1997-01-01,3145.6
T872,1998-01-01,3175.2
T872,1999-01-01,3220.4
T872,2000-01-01,3224.8
T872,2001-01-01,3181.9
T872,2002-01-01,3199.3
T872,2003-01-01,3288.6
T872,2004-01-01,3266.8
T872,2005-01-01,3248.2
T872,2006-01-01,3241.4
T872,2007-01-01,3246.6
T872,2008-01-01,3243.0
T872,2009-01-01,3258.0
T873,1993-01-01,2080.05
T873,1994-01-01,2122.09
T873,1995-01-01,2157.71
T873,1996-01-01,2202.74
T873,1997-01-01,2253.81
T873,1998-01-01,2312.05
T873,1999-01-01,2376.02
T873,2000-01-01,2431.86
T873,2001-01-01,2483.15
T873,2002-01-01,2552.63
T873,2003-01-01,2612.2
T873,2004-01-01,2678.46
T873,2005-01-01,2739.99
T873,2006-01-01,2838.0
T873,2007-01-01,2929.48
T873,2008-01-01,3010.86
T873,2009-01-01,3090.88
T888,1993-01-01,2701.0
T888,1994-01-01,2756.7
T888,1995-01-01,2890.5
T888,1996-01-01,2954.6
T888,1997-01-01,3020.8
T888,1998-01-01,3076.3
T888,1999-01-01,3148.5
T888,2000-01-01,3238.0
T888,2001-01-01,3361.3
T888,2002-01-01,3462.7
T888,2003-01-01,3519.3
T888,2004-01-01,3601.0
T888,2005-01-01,3613.9
T888,2006-01-01,3623.2
T888,2007-01-01,3658.5
T888,2008-01-01,3746.4
T888,2009-01-01,3761.9
T891,1993-01-01,974.74
T891,1994-01-01,988.57
T891,1995-01-01,1003.42
T891,1996-01-01,1029.93
T891,1997-01-01,1051.22
T891,1998-01-01,1070.2
T891,1999-01-01,1091.73
T891,2000-01-01,1109.71
T891,2001-01-01,1123.62
T891,2002-01-01,1132.74
T891,2003-01-01,1144.4
T891,2004-01-01,1149.63
T891,2005-01-01,1155.88
T891,2006-01-01,1170.68
T891,2007-01-01,1182.65
T891,2008-01-01,1188.25
T891,2009-01-01,1200.79
T894,1993-01-01,2312.75
T894,1994-01-01,2356.17
T894,1995-01-01,2384.23
T894,1996-01-01,2397.4
T894,1997-01-01,2402.78
T894,1998-01-01,2396.02
T894,1999-01-01,2407.76
T894,2000-01-01,2430.96
T894,2001-01-01,2464.42
T894,2002-01-01,2489.62
T894,2003-01-01,2526.54
T894,2004-01-01,2546.19
T894,2005-01-01,2564.11
T894,2006-01-01,2599.72
T894,2007-01-01,2629.78
T894,2008-01-01,2655.03
T894,2009-01-01,2710.23
T895,1993-01-01,2118.78
T895,1994-01-01,2214.28
T895,1995-01-01,2318.16
T895,1996-01-01,2432.21
T895,1997-01-01,2555.57
T895,1998-01-01,2690.43
T895,1999-01-01,2842.71
T895,2000-01-01,2973.05
T895,2001-01-01,3115.48
T895,2002-01-01,3267.12
T895,2003-01-01,3418.22
T895,2004-01-01,3580.06
T895,2005-01-01,3730.07
T895,2006-01-01,3929.81
T895,2007-01-01,4119.61
T895,2008-01-01,4303.85
T895,2009-01-01,4464.0
T896,1993-01-01,1545.2
T896,1994-01-01,1561.3
T896,1995-01-01,1573.8
T896,1996-01-01,1568.0
T896,1997-01-01,1569.3
T896,1998-01-01,1589.6
T896,1999-01-01,1595.6
T896,2000-01-01,1604.1
T896,2001-01-01,1601.4
T896,2002-01-01,1584.0
T896,2003-01-01,1576.6
T896,2004-01-01,1584.7
T896,2005-01-01,1598.2
T896,2006-01-01,1595.2
T896,2007-01-01,1583.2
T896,2008-01-01,1572.8
T896,2009-01-01,1570.5
T952,1993-01-01,5505.3
T952,1994-01-01,5609.7
T952,1995-01-01,5738.3
T952,1996-01-01,5812.8
T952,1997-01-01,5911.8
T952,1998-01-01,6035.0
T952,1999-01-01,6147.6
T952,2000-01-01,6176.2
T952,2001-01-01,6221.6
T952,2002-01-01,6171.0
T952,2003-01-01,6283.3
T952,2004-01-01,6350.0
T952,2005-01-01,6437.5
T952,2006-01-01,6398.7
T952,2007-01-01,6369.4
T952,2008-01-01,6363.9
T952,2009-01-01,6441.6
T971,1993-01-01,5587.4
T971,1994-01-01,5645.0
T971,1995-01-01,5693.0
T971,1996-01-01,5708.9
T971,1997-01-01,5728.6
T971,1998-01-01,5738.6
T971,1999-01-01,5775.9
T971,2000-01-01,5807.9
T971,2001-01-01,5846.3
T971,2002-01-01,5875.7
T971,2003-01-01,5874.6
T971,2004-01-01,5876.9
T971,2005-01-01,5895.6
T971,2006-01-01,5891.4
T971,2007-01-01,5872.8
T971,2008-01-01,5867.7
T971,2009-01-01,5869.1
T973,1993-01-01,2256.5
T973,1994-01-01,2286.0
T973,1995-01-01,2424.5
T973,1996-01-01,2431.9
T973,1997-01-01,2409.1
T973,1998-01-01,2441.6
T973,1999-01-01,2446.6
T973,2000-01-01,2465.9
T973,2001-01-01,2450.3
T973,2002-01-01,2471.9
T973,2003-01-01,2492.6
T973,2004-01-01,2509.1
T973,2005-01-01,2526.4
T973,2006-01-01,2549.3
T973,2007-01-01,2578.7
T973,2008-01-01,2637.3
T973,2009-01-01,2639.2
T975,1993-01-01,1512.2
T975,1994-01-01,1558.9
T975,1995-01-01,1595.3
T975,1996-01-01,1630.7
T975,1997-01-01,1649.1
T975,1998-01-01,1677.3
T975,1999-01-01,1667.5
T975,2000-01-01,1694.3
T975,2001-01-01,1723.8
T975,2002-01-01,1757.2
T975,2003-01-01,1799.0
T975,2004-01-01,1845.8
T975,2005-01-01,1918.9
T975,2006-01-01,1996.7
T975,2007-01-01,2062.2
T975,2008-01-01,2100.1
T975,2009-01-01,2128.4
T976,1993-01-01,7642.1
T976,1994-01-01,7789.5
T976,1995-01-01,7888.1
T976,1996-01-01,7964.1
T976,1997-01-01,8001.9
T976,1998-01-01,8204.8
T976,1999-01-01,8317.5
T976,2000-01-01,8375.2
T976,2001-01-01,8490.8
T976,2002-01-01,8513.6
T976,2003-01-01,8579.8
T976,2004-01-01,8605.0
T976,2005-01-01,8713.4
T976,2006-01-01,8817.2
T976,2007-01-01,8939.3
T976,2008-01-01,9027.3
T976,2009-01-01,9102.5
T978,1993-01-01,8134.3
T978,1994-01-01,8229.3
T978,1995-01-01,8284.1
T978,1996-01-01,8356.1
T978,1997-01-01,8405.2
T978,1998-01-01,8468.7
T978,1999-01-01,8524.0
T978,2000-01-01,8573.9
T978,2001-01-01,8581.8
T978,2002-01-01,8629.7
T978,2003-01-01,8693.1
T978,2004-01-01,8760.1
T978,2005-01-01,8849.3
T978,2006-01-01,8955.4
T978,2007-01-01,9008.3
T978,2008-01-01,9053.3
T978,2009-01-01,9091.9
T981,1993-01-01,4197.18
T981,1994-01-01,4212.57
T981,1995-01-01,4218.93
T981,1996-01-01,4210.44
T981,1997-01-01,4219.38
T981,1998-01-01,4203.51
T981,1999-01-01,4223.69
T981,2000-01-01,4268.24
T981,2001-01-01,4275.07
T981,2002-01-01,4285.28
T981,2003-01-01,4290.79
T981,2004-01-01,4340.8
T981,2005-01-01,4319.34
T981,2006-01-01,4322.26
T981,2007-01-01,4287.17
T981,2008-01-01,4269.17
T981,2009-01-01,4279.83
T987,1993-01-01,6439.6
T987,1994-01-01,6580.0
T987,1995-01-01,6711.7
T987,1996-01-01,6866.7
T987,1997-01-01,7006.1
T987,1998-01-01,7228.5
T987,1999-01-01,7436.6
T987,2000-01-01,7639.6
T987,2001-01-01,7854.3
T987,2002-01-01,8107.7
T987,2003-01-01,8481.0
T987,2004-01-01,8860.3
T987,2005-01-01,9251.5
T987,2006-01-01,9680.7
T987,2007-01-01,9977.7
T987,2008-01-01,10242.0
T987,2009-01-01,10372.8
T988,1993-01-01,1799.5
T988,1994-01-01,1830.7
T988,1995-01-01,1860.8
T988,1996-01-01,1898.1
T988,1997-01-01,1931.0
T988,1998-01-01,1958.9
T988,1999-01-01,1989.6
T988,2000-01-01,2026.9
T988,2001-01-01,2053.9
T988,2002-01-01,2078.7
T988,2003-01-01,2107.5
T988,2004-01-01,2127.9
T988,2005-01-01,2173.5
T988,2006-01-01,2225.1
T988,2007-01-01,2260.2
T988,2008-01-01,2265.7
T988,2009-01-01,2269.0
